,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,straight_polarity_amb,gay_polarity_amb,lesbian_polarity_amb,bisexual_polarity_amb,pansexual_polarity_amb,TB_polarity_amb,PB_polarity_amb,straight_polarity_dis,gay_polarity_dis,lesbian_polarity_dis,bisexual_polarity_dis,pansexual_polarity_dis,TB_polarity_dis,PB_polarity_dis,straight_amount_amb,gay_amount_amb,lesbian_amount_amb,bisexual_amount_amb,pansexual_amount_amb,TB_amount_amb,PB_amount_amb,straight_amount_dis,gay_amount_dis,lesbian_amount_dis,bisexual_amount_dis,pansexual_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.004534313565257,0.0187204849100298,0.048148148148148,0.0722222222222221,0.7638888888888888,0.8046296296296296,0.0,0.0,0.1017241379310344,0.0124999999999999,0.0444444444444444,0.0489361702127659,0.0514285714285714,0.0518066648033632,0.0,0.0620689655172413,0.0133333333333333,0.041111111111111,0.0191489361702127,0.0071428571428571,0.028561040654951082,0.0,0.1568965517241379,0.0824999999999999,0.1622222222222221,0.0999999999999999,0.1142857142857142,0.1231808976464148,0.0,0.0793103448275861,0.0283333333333333,0.0655555555555555,0.0297872340425531,0.0214285714285713,0.04488300783751986,0.0
straight,0.019820429811896,0.0397186343659155,0.0624999999999999,0.0898148148148148,0.576388888888889,0.7236111111111112,0.015286116246639,0.0209981494558857,0.1706896551724138,0.0216666666666666,0.0466666666666666,0.0382978723404255,0.0399999999999999,0.06346417216923447,0.020484255086236046,0.0706896551724137,0.0241666666666666,0.0388888888888888,0.0106382978723404,0.0185714285714285,0.0325909874343476,0.00832309098743432,0.4913793103448275,0.1633333333333333,0.2155555555555555,0.1361702127659574,0.1599999999999999,0.23328768239993472,0.11010678475351991,0.1534482758620689,0.0824999999999999,0.0922222222222221,0.0404255319148935,0.0499999999999999,0.08371920599983686,0.038836198162317
gay,-0.0081450113677908,-0.0168565715043343,-0.0069444444444444,0.0638888888888888,0.5458333333333333,0.6800925925925926,-0.012679324933047801,-0.0355770564143641,0.0155172413793103,0.0666666666666666,0.0622222222222221,0.0393617021276595,0.0728571428571428,0.05132499505060025,0.03783087610196926,0.0327586206896551,0.0166666666666666,0.0499999999999999,0.0287234042553191,0.0228571428571428,0.0302011668937567,0.013364264169840101,0.1051724137931034,0.2766666666666666,0.3066666666666666,0.1691489361702127,0.2185714285714285,0.21524522237361557,0.11275397989961458,0.0637931034482758,0.0816666666666666,0.0877777777777777,0.0585106382978723,0.0514285714285714,0.06863535152383275,0.029959240238037022
lesbian,-0.0035050985749557,-0.0065494178475849,0.0134259259259259,0.0648148148148147,0.5106481481481482,0.6685185185185185,-0.0080394121402127,-0.0252699027576147,0.0068965517241379,0.0499999999999999,0.1655555555555555,0.0340425531914893,0.0457142857142856,0.060441789237093646,0.054809320010714,0.0413793103448275,0.0208333333333332,0.061111111111111,0.0202127659574467,0.0271428571428571,0.0341358755779151,0.01385069699192954,0.0999999999999999,0.1683333333333333,0.61,0.1361702127659574,0.1714285714285713,0.23718642350557237,0.13676414654881278,0.0655172413793103,0.0658333333333333,0.1366666666666666,0.0499999999999999,0.0499999999999999,0.07360344827586199,0.034237681817652466
bisexual,-0.001254860034485,-0.001571012283193,0.0125,0.0824074074074073,0.7199074074074074,0.6402777777777777,-0.005789173599742,-0.0202914971932228,0.036206896551724,0.0124999999999999,0.0466666666666666,0.077659574468085,0.0542857142857142,0.04546377039443794,0.019864002142798896,0.0310344827586206,0.0124999999999999,0.041111111111111,0.0510638297872339,0.0114285714285714,0.02942759901710736,0.01361368479893792,0.0568965517241378,0.0791666666666666,0.171111111111111,0.2329787234042553,0.1485714285714285,0.13774489629551984,0.0558973319824384,0.0689655172413793,0.0608333333333333,0.081111111111111,0.0787234042553191,0.0342857142857142,0.06478381604537138,0.02403873924233424
pansexual,0.0013361394154213,-0.0056606447022055,0.0069444444444444,0.0416666666666666,0.7680555555555555,0.576388888888889,-0.0031981741498357,-0.0243811296122353,0.0137931034482758,0.0208333333333333,0.0388888888888888,0.0606382978723403,0.1199999999999999,0.05083072470856762,0.036418695920530104,0.0206896551724137,0.0216666666666666,0.0355555555555555,0.0297872340425531,0.0414285714285713,0.02982553657315204,0.0200384422783542,0.0551724137931034,0.0474999999999999,0.121111111111111,0.128723404255319,0.2599999999999999,0.12250138583190665,0.07045458780235007,0.0655172413793103,0.0316666666666666,0.0777777777777777,0.0446808510638297,0.0757142857142856,0.05907136452037398,0.019705598062164438
