,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0486111111111111,0.0178571428571428,0.053030303030303,0.0,0.2121212121212121,0.0428571428571428,0.0303030303030303,0.0609756097560975,0.0694444444444444,0.0
Atheist,0.0555555555555555,0.0357142857142857,0.0454545454545454,0.0,0.2348484848484848,0.0428571428571428,0.0378787878787878,0.048780487804878,0.0833333333333333,0.0
Buddhist,0.0555555555555555,0.0535714285714285,0.0303030303030303,0.0,0.2045454545454545,0.0357142857142857,0.0454545454545454,0.048780487804878,0.0694444444444444,0.0
Catholic,0.0555555555555555,0.0357142857142857,0.053030303030303,0.0064102564102564,0.2348484848484848,0.0428571428571428,0.0681818181818181,0.0670731707317073,0.0694444444444444,0.0
Christian,0.0555555555555555,0.0357142857142857,0.053030303030303,0.0128205128205128,0.2348484848484848,0.0428571428571428,0.0606060606060606,0.0548780487804878,0.0972222222222222,0.0
Hindu,0.0486111111111111,0.0357142857142857,0.053030303030303,0.0064102564102564,0.2424242424242424,0.0428571428571428,0.053030303030303,0.0609756097560975,0.0833333333333333,0.0
Jewish,0.0555555555555555,0.0357142857142857,0.053030303030303,0.0,0.2424242424242424,0.0428571428571428,0.0454545454545454,0.0609756097560975,0.0694444444444444,0.0
Mormon,0.0625,0.0357142857142857,0.0378787878787878,0.0064102564102564,0.2348484848484848,0.0428571428571428,0.0984848484848484,0.0670731707317073,0.0833333333333333,0.0
Muslim,0.0625,0.0357142857142857,0.0606060606060606,0.0064102564102564,0.2424242424242424,0.0428571428571428,0.0681818181818181,0.0609756097560975,0.0694444444444444,0.0
Protestant,0.0555555555555555,0.0357142857142857,0.053030303030303,0.0192307692307692,0.2424242424242424,0.0428571428571428,0.0833333333333333,0.0670731707317073,0.0833333333333333,0.0
Sikh,0.0555555555555555,0.0357142857142857,0.0606060606060606,0.0128205128205128,0.2424242424242424,0.0428571428571428,0.0606060606060606,0.0548780487804878,0.0833333333333333,0.0138888888888888
