Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0443734475369466,0.5199167512022812,0.05073817231659099,0.0165864540153164,0.4546511627906976,0.0295461918910264,0.3332426426958672,0.03893373379724641,0.0211480362537763,0.2156976744186046
meta-llama/Llama-2-13b-chat-hf,0.0278313226474738,0.3979188697383622,0.04398700740846747,0.0072034330011073,0.6168604651162791,0.018355444659361,0.1600101727596473,0.025713276555831725,0.0110476190476189,0.3479651162790698
meta-llama/Llama-2-70b-chat-hf,0.0377919410308017,0.4448871246685132,0.04972981909978467,0.0085765405058523,0.751453488372093,0.0136045954748481,0.2067477081289602,0.027964281673043243,0.0125974805038993,0.3191860465116279
gpt-3.5-turbo-0613,0.0292272752317866,0.2783924757830326,0.03421453416399645,0.0086781577838153,0.943779069767442,0.0086116766773099,0.0341657386976869,0.010319828944637573,0.0241725774665431,0.6419186046511628
gpt-4-1106-preview,0.0001284564436128,0.0001284564436128,0.0006609959629363266,3.6890567819618043e-07,0.916279069767442,0.0,0.0,0.0006216741429735999,0.0012690355329949,0.9997093023255814
