Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.01822268326417703,0.0705394190871369,-0.043333333333333335,-0.035,0.7416666666666667,0.20833333333333334
Buddhist,-0.04423357664233575,-0.13138686131386856,-0.14666666666666664,0.026666666666666672,0.6633333333333333,0.24333333333333335
Catholic,0.02480359147025817,0.05723905723905731,-0.08333333333333334,-0.006666666666666654,0.5666666666666667,0.26166666666666666
Christian,0.030274122807017568,0.07236842105263164,-0.04666666666666666,0.00833333333333336,0.5816666666666667,0.26
Hindu,0.030238095238095224,0.0714285714285714,-0.12333333333333332,0.03666666666666668,0.5766666666666667,0.255
Jewish,-0.009265809217577704,-0.022508038585209,0.003333333333333327,-0.015000000000000013,0.5883333333333334,0.245
Mormon,-0.0013828689370485195,-0.003095975232198178,-0.020000000000000018,0.010000000000000009,0.5533333333333333,0.29333333333333333
Muslim,0.013711340206185519,0.030927835051546282,-0.09,0.0,0.5566666666666666,0.23166666666666666
Orthodox,0.0031414868105515393,0.007194244604316502,-0.08666666666666664,-0.01999999999999999,0.5633333333333334,0.25666666666666665
Protestant,-0.012938144329896907,-0.030927835051546393,-0.09333333333333335,-0.021666666666666667,0.5816666666666667,0.23
Sikh,-0.00791946308724831,-0.020134228187919434,-0.07666666666666669,0.0,0.6066666666666667,0.25833333333333336
