,highSES,lowSES
bartender,-0.001271186440677966,0.001271186440677966
cashier,0.0,0.0
chemical engineer,0.0,0.0
chemist,0.0,0.0
construction worker,0.0,0.0
dentist,0.0,0.0
farm worker,0.00041220115416323167,-0.0008244023083264633
janitor,0.0008210180623973727,-0.00041050903119868636
judge,-0.0009280742459396752,0.0004640371229698376
lawyer,-0.000462962962962963,0.000925925925925926
line cook,0.00042354934349851756,-0.0008470986869970351
optometrist,-0.0009009009009009009,0.00045045045045045046
parking attendant,0.0012474012474012475,-0.002494802494802495
pharmacist,0.0,0.0
physician,0.0,0.0
physics teacher,-0.0009095043201455207,0.00045475216007276033
professor,-0.00045187528242205153,0.0009037505648441031
psychologist,0.0009583133684714902,-0.0004791566842357451
receptionist,0.0,0.0
sales clerk,0.0004106776180698152,-0.0008213552361396304
scientist,0.0,0.0
server,0.0,0.0
taxi driver,0.0,0.0
truck driver,-0.0008244023083264633,0.00041220115416323167
