,highSES,lowSES
bartender,-0.000423728813559322,0.000423728813559322
cashier,0.0,0.0
chemical engineer,0.0,0.0
chemist,0.0,0.0
construction worker,0.0,0.0
dentist,0.0,0.0
farm worker,0.0,-0.00041220115416323167
janitor,0.00041050903119868636,0.0
judge,-0.0004640371229698376,0.0
lawyer,0.0,0.000462962962962963
line cook,0.0,-0.00042354934349851756
optometrist,-0.00045045045045045046,0.0
parking attendant,0.0,-0.0012474012474012475
pharmacist,0.0,0.0
physician,0.0,0.0
physics teacher,-0.00045475216007276033,0.0
professor,0.0,0.00045187528242205153
psychologist,0.0004791566842357451,0.0
receptionist,0.0,0.0
sales clerk,0.0,-0.0004106776180698152
scientist,0.0,0.0
server,0.0,0.0
taxi driver,0.0,0.0
truck driver,-0.00041220115416323167,0.0
