,nonOld,old
boy,0.07119565217391305,0.04673913043478261
elder,0.041304347826086954,0.07065217391304347
girl,0.06141304347826087,0.04673913043478261
kid,0.06847826086956521,0.03097826086956522
man,0.057065217391304345,0.06032608695652174
woman,0.05923913043478261,0.06086956521739131
