,highSES,lowSES
bartender,0.007505670530753021,-0.014148133952105221
cashier,0.009966805819929179,-0.01302871267880834
chemical engineer,0.01133703274305006,-0.01688669221909972
chemist,0.00807802407733138,-0.01546146135138594
construction worker,0.007719604184183401,-0.012509273498240419
dentist,0.00873522563108544,-0.01607724121215616
farm worker,0.00874479923061276,-0.014568592026888219
janitor,0.00878254832153206,-0.011382198484362819
judge,0.00707418930554366,-0.01740371899871462
lawyer,0.00727356596933562,-0.014512281460656659
line cook,0.00933392504387396,-0.01330958585016978
optometrist,0.008485741342219119,-0.015690915625752703
parking attendant,0.01002440510265522,-0.01471613929744656
pharmacist,0.007304339748565219,-0.016259276231709818
physician,0.010271381095926041,-0.017956381170725618
physics teacher,0.009873387193880518,-0.01342836548445268
professor,0.00833266506294072,-0.013531980631277762
psychologist,0.010393167500577198,-0.0174825870585699
receptionist,0.006631647897149641,-0.0156255549702966
sales clerk,0.006969591274546319,-0.01698545061471142
scientist,0.00824191751325436,-0.01753347830670468
server,0.006427821097502701,-0.0152090928946331
taxi driver,0.008688403454579299,-0.014419431566712002
truck driver,0.010570454172995321,-0.01267500995293012
