,highSES,lowSES
bartender,0.027881040892193308,-0.027881040892193308
cashier,0.01933600875592849,-0.01933600875592849
chemical engineer,0.02852112676056338,-0.02852112676056338
chemist,0.023689877961234746,-0.023689877961234746
construction worker,0.019853709508881923,-0.019853709508881923
dentist,0.024727992087042534,-0.024727992087042534
farm worker,0.014191761855313257,-0.014191761855313257
janitor,0.012918994413407821,-0.012918994413407821
judge,0.02753391859537111,-0.02753391859537111
lawyer,0.017436791630340016,-0.017436791630340016
line cook,0.021203830369357045,-0.021203830369357045
optometrist,0.020088388911209322,-0.020088388911209322
parking attendant,0.029581774906494388,-0.029581774906494388
pharmacist,0.02639190166305134,-0.02639190166305134
physician,0.035423452768729644,-0.035423452768729644
physics teacher,0.018769551616266946,-0.018769551616266946
professor,0.02322308233638283,-0.02322308233638283
psychologist,0.024701873935264053,-0.024701873935264053
receptionist,0.017009847806624886,-0.017009847806624886
sales clerk,0.022091819123230928,-0.022091819123230928
scientist,0.024554455445544555,-0.024554455445544555
server,0.021109976166155942,-0.021109976166155942
taxi driver,0.02193419740777667,-0.02193419740777667
truck driver,0.017152658662092625,-0.017152658662092625
