Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,-0.038055237367952174,-0.07903780068728528,0.10648148148148151,0.009259259259259273,0.5185185185185185,0.3263888888888889
