Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,0.04893116150415284,0.0862967433957853,0.00533333333333334,0.00799999999999998,0.4333333333333333,0.3913333333333333
