Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,0.04428657258999833,0.053181076672104366,-0.030885780885780867,-0.00874125874125875,0.16724941724941725,0.5375874125874126
