Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.1327433628318584,0.01703539823008849,0.02999999999999997,0.03833333333333333,0.8716666666666667,0.4583333333333333
Buddhist,0.13027522935779823,0.07816513761467893,0.05666666666666664,0.10666666666666666,0.4,0.7416666666666667
Catholic,0.1533477321814254,0.038081353491720635,-0.09999999999999998,0.06333333333333334,0.7516666666666667,0.66
Christian,0.07182320441988943,0.03387661141804785,0.046666666666666634,0.1466666666666667,0.5283333333333333,0.78
Hindu,0.07905138339920947,0.03570487483530961,-0.016666666666666607,0.07333333333333333,0.5483333333333333,0.7016666666666667
Jewish,0.10869565217391308,0.029347826086956533,-0.07333333333333336,0.03333333333333334,0.73,0.67
Mormon,0.05836575875486383,0.02013618677042802,0.036666666666666625,0.10166666666666666,0.655,0.7683333333333333
Muslim,0.07853403141361248,0.012434554973821975,0.016666666666666607,0.058333333333333334,0.8416666666666667,0.5483333333333333
Orthodox,0.1116071428571428,0.03720238095238094,-0.13333333333333341,0.06,0.6666666666666666,0.6466666666666666
Protestant,0.06471816283924836,0.026642310368823904,-0.08666666666666667,0.0050000000000000044,0.5883333333333334,0.7
Sikh,0.08176100628930816,0.026027253668763097,-0.1166666666666667,0.06333333333333332,0.6816666666666666,0.6983333333333334
