Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.08712121212121215,0.044141414141414155,0.023333333333333317,0.09,0.49333333333333335,0.7583333333333333
Buddhist,0.09702970297029712,0.03218151815181521,0.020000000000000018,0.03833333333333333,0.6683333333333333,0.7266666666666667
Catholic,0.096646942800789,0.03447074293228141,-0.020000000000000018,0.06,0.6433333333333333,0.76
Christian,0.07664884135472372,0.0562091503267974,0.023333333333333317,0.11666666666666664,0.26666666666666666,0.7683333333333333
Hindu,0.11794871794871797,0.013760683760683767,-0.013333333333333308,0.05666666666666667,0.8833333333333333,0.58
Jewish,0.1063829787234043,0.03457446808510639,-0.06333333333333335,0.061666666666666675,0.675,0.6616666666666666
Mormon,0.13548387096774195,0.03364516129032258,-0.13,0.07666666666666665,0.7516666666666667,0.665
Muslim,0.1123188405797102,0.07150966183574883,0.06333333333333335,0.09666666666666662,0.36333333333333334,0.7816666666666666
Orthodox,0.1428571428571428,0.026904761904761897,-0.07666666666666666,0.08166666666666667,0.8116666666666666,0.6283333333333333
Protestant,0.09126984126984117,0.04046296296296292,-0.1366666666666666,0.016666666666666663,0.5566666666666666,0.705
Sikh,0.08800000000000008,0.03784000000000004,-0.08333333333333337,-0.015000000000000013,0.57,0.7083333333333334
