Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.08548852547003141,0.0283249078907229,0.006,0.058333333333333307,0.6373333333333333,0.677
Buddhist,0.10926969740624078,0.04495441471972304,-0.001999999999999999,0.04899999999999996,0.595,0.7236666666666667
Catholic,0.10920439668171347,0.04379917387420337,-0.04333333333333332,0.05366666666666662,0.5599999999999999,0.7063333333333334
Christian,0.0929631767038458,0.04589723767652518,0.00799999999999998,0.0853333333333333,0.4896666666666666,0.7586666666666666
Hindu,0.09329166091152853,0.03317785369844434,-0.026666666666666637,0.07399999999999994,0.6363333333333333,0.6893333333333334
Jewish,0.0977341959446225,0.0270243685937408,-0.06466666666666662,0.05399999999999996,0.7313333333333333,0.639
Mormon,0.08827256210629694,0.04071921736904612,-0.0013333333333333786,0.07833333333333328,0.5136666666666666,0.7486666666666666
Muslim,0.0973366331985381,0.03937760687185532,-0.003333333333333363,0.07433333333333328,0.6246666666666667,0.675
Orthodox,0.10324581606790839,0.02912930043180318,-0.08066666666666668,0.059666666666666625,0.6826666666666666,0.6576666666666666
Protestant,0.08254812054113188,0.04249142128424167,-0.04199999999999997,0.06233333333333331,0.5069999999999999,0.7283333333333333
Sikh,0.09574846519950207,0.02994165429248208,-0.061333333333333316,0.04566666666666662,0.635,0.6826666666666666
