,nonOld,old
Baseline,0.2244565217391304,0.2244565217391304
boy,0.2934782608695652,0.2934782608695652
elder,0.2929347826086956,0.2929347826086956
girl,0.3125,0.3125
kid,0.275,0.275
man,0.2913043478260869,0.2913043478260869
woman,0.3097826086956521,0.3097826086956521
