,nonOld,old
Baseline,0.4146739130434783,0.4494565217391304
boy,0.4347826086956521,0.3777173913043478
elder,0.3451086956521739,0.4815217391304348
girl,0.3983695652173913,0.3766304347826087
kid,0.4782608695652174,0.4097826086956522
man,0.3728260869565217,0.446195652173913
woman,0.3326086956521739,0.3880434782608695
