,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,-1.8680823997477253e-05,-0.0015637216575449,-0.0096153846153846,0.0862470862470862,0.7453379953379954,0.9880536130536132,0.0,0.0,-0.0192307692307692,0.0096153846153846,0.0288461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemical engineer,-7.219918724343542e-05,-0.0070796460176991,-0.0067016317016317,0.0291375291375292,0.6585081585081585,0.9898018648018648,-5.351836324595816e-05,-0.0055159243601542,-0.0131118881118881,0.0069930069930069,0.020104895104895,0.008741258741258801,-0.0087412587412588,0.0,0.0,0.0,0.0,0.0
chemist,-9.395844590127764e-05,-0.0084859312192943,-0.0087412587412587,0.0145687645687645,0.6523892773892774,0.9889277389277388,-7.527762190380038e-05,-0.0069222095617494,-0.0174825174825174,0.0087412587412587,0.0262237762237761,0.0026223776223777,-0.0026223776223777,0.0,0.0,0.0,0.0,0.0
dentist,-5.582849486377888e-05,-0.0049129075480125,-0.0096153846153846,0.0168997668997669,0.6523892773892774,0.9886363636363636,-3.714767086630163e-05,-0.0033491858904676,-0.0189393939393939,0.0099067599067599,0.0288461538461538,0.0005827505827506012,0.0,0.0,0.0,0.0,0.0,0.0
judge,-6.084402836142937e-05,-0.0116009280742459,-0.0034965034965034,-0.020979020979021,0.6276223776223776,0.9947552447552448,-4.216320436395212e-05,-0.010037206416701,-0.0067016317016317,0.0037878787878787,0.0104895104895104,0.0183566433566434,-0.0183566433566434,-0.0009280742459396,0.0004640371229698,0.0013921113689094001,0.0013921113689094001,0.0013921113689094001
lawyer,-6.798756798756776e-05,-0.0083333333333333,-0.0029137529137529,-0.0064102564102564,0.629079254079254,0.9918414918414918,-4.93067439900905e-05,-0.0067696116757884,-0.0058275058275058,0.0029137529137529,0.0087412587412587,0.0201048951048951,-0.020104895104895097,-0.0004629629629629,0.0009259259259259,0.0013888888888888,0.0013888888888888,0.0013888888888888
optometrist,-0.0001134001134001,-0.0108108108108108,-0.0058275058275058,-0.0040792540792541,0.6465617715617715,0.9895104895104896,-9.471928940262274e-05,-0.0092470891532659,-0.0116550116550116,0.0058275058275058,0.0174825174825174,0.0113636363636364,-0.011363636363636399,-0.0009009009009009,0.0004504504504504,0.0013513513513513,0.0013513513513513,0.0013513513513513
pharmacist,-5.193855461235112e-05,-0.0089126559714795,-0.0017482517482517,0.020979020979021,0.6538461538461539,0.9941724941724942,-3.325773061487387e-05,-0.007348934313934599,-0.0034965034965034,0.0017482517482517,0.0052447552447551,0.023601398601398704,-0.023601398601398697,0.0,0.0,0.0,0.0,0.0
physician,-3.9375039375039214e-05,-0.0054054054054053,-0.0037878787878787,0.0128205128205127,0.6468531468531469,0.9927156177156176,-2.069421537756196e-05,-0.0038416837478603997,-0.0072843822843822,0.004079254079254,0.011363636363636201,0.0174825174825176,-0.0174825174825176,0.0,0.0,0.0,0.0,0.0
physics teacher,-8.559728887150499e-05,-0.0077307867212369,-0.0075757575757575,0.0046620046620046,0.6404428904428905,0.9889277389277388,-6.691646487402774e-05,-0.006167065063692,-0.0139860139860139,0.0087412587412587,0.0227272727272726,0.006118881118881201,-0.0061188811188812,-0.0009095043201455,0.0004547521600727,0.0013642564802182,0.0013642564802182,0.0013642564802182
professor,-0.0001374585649325,-0.0131043831902395,-0.0064102564102564,0.0069930069930069,0.6439393939393939,0.9895104895104896,-0.00011877774093502275,-0.011540661532694601,-0.0119463869463869,0.0072843822843822,0.0192307692307691,0.009615384615384703,-0.0096153846153847,-0.000451875282422,0.0009037505648441,0.0013556258472661,0.0013556258472661,0.0013556258472661
psychologist,-3.532244787635272e-05,-0.011020603737422,-0.0008741258741258,-0.0396270396270396,0.6078088578088578,0.9967948717948718,-1.664162387887547e-05,-0.009456882079877101,-0.0011655011655011,0.0014568764568764,0.0026223776223774998,0.0262237762237763,-0.0262237762237763,0.0009583133684714,-0.0004791566842357,0.0014374700527071001,0.0014374700527071001,0.0014374700527071001
scientist,-0.0001276842932109,-0.0141358869129046,-0.0072843822843822,0.0040792540792541,0.638986013986014,0.990967365967366,-0.00010900346921342275,-0.0125721652553597,-0.0139860139860139,0.0078671328671328,0.0218531468531467,0.006993006993007101,-0.0069930069930071,0.0,0.0,0.0,0.0,0.0
bartender,-0.0001106238394373,-0.011864406779661,-0.004079254079254,0.0582750582750583,0.6870629370629371,0.9906759906759908,-9.194301543982274e-05,-0.0103006851221161,-0.0078671328671328,0.0043706293706293,0.012237762237762101,0.0166083916083917,-0.016608391608391698,-0.0012711864406779,0.0012711864406779,0.0025423728813558,0.0025423728813558,0.0025423728813558
cashier,-0.0001213570392765,-0.0101584721657862,-0.0072843822843822,0.0821678321678321,0.7170745920745921,0.9880536130536132,-0.00010267621527902275,-0.008594750508241301,-0.0145687645687645,0.0072843822843822,0.0218531468531467,0.0069930069930071006,-0.0069930069930071,0.0,0.0,0.0,0.0,0.0
construction worker,-2.166359043682465e-05,-0.0020652622883106,-0.0064102564102564,0.0763403263403263,0.7054195804195804,0.9895104895104896,-2.9827664393473957e-06,-0.0005015406307656998,-0.0128205128205128,0.0064102564102564,0.019230769230769197,0.009615384615384602,-0.009615384615384602,0.0,0.0,0.0,0.0,0.0
