,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_d,Acc_d,TB_bisexual_std,TB_gay_std,TB_lesbian_std,TB_pansexual_std,TB_straight_std,TB_std,BAmt_bisexual_std,BAmt_gay_std,BAmt_lesbian_std,BAmt_pansexual_std,BAmt_straight_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.05212765957446802,-0.0008333333333333199,0.0133333333333333,-0.0014285714285714,0.05344827586206892,0.029059631531751763,0.22234042553191488,0.3125,0.24444444444444438,0.20714285714285707,0.2879310344827586,0.254871752320395,0.0,0.03899802955665016,-0.02023791417738706,0.7162037037037037,0.015921946326697634,0.015229722402080864,0.011967032904743305,0.012289036095775144,0.027478236983636595,0.0063340138263074264,0.022416284580537734,0.013693063937629145,0.028109134757052272,0.027479120088101928,0.024746034645529876,0.011836000343179467,0.0,0.007849300671851096,0.017908548602210098,0.00835901392836475
bisexual,0.0457446808510638,-0.006666666666666659,-0.0077777777777778,0.03285714285714284,0.06896551724137925,0.03864045231690124,0.2776595744680851,0.2866666666666666,0.25666666666666665,0.2671428571428572,0.2379310344827586,0.26521335988540684,0.028946284456555844,0.0,-0.010484269972306743,0.5416666666666666,0.02886097865159691,0.021180441711898056,0.024993826398226626,0.026572964625340374,0.015421158465515812,0.006208166711179194,0.01973110318190575,0.02435273199367077,0.01465656217585881,0.03213491965486285,0.03991667897513868,0.015567631745420592,0.012405143232203509,0.0,0.0350659722472896,0.04797869040011708
gay,0.018085106382978677,-1.8735013540549518e-17,0.03555555555555554,-0.00714285714285714,-2.0122792321330962e-17,0.04204864386449116,0.26276595744680853,0.31833333333333336,0.2755555555555555,0.2128571428571428,0.2689655172413793,0.2676955012868439,0.04907960381511362,0.0,0.023482437564153722,0.40879629629629627,0.03407578165541905,0.061066903201870845,0.03154459903684082,0.0380654645556406,0.06632891055748738,0.011643415469921698,0.04394016261290082,0.05931319883091416,0.03695175366292421,0.023647064796066933,0.0677478713944431,0.03406410139774653,0.013048804840156233,0.0,0.06855714751930103,0.06687531649348849
lesbian,-0.01382978723404254,0.037499999999999964,0.038888888888888855,-0.01999999999999998,0.005172413793103459,0.03902502067102204,0.2329787234042553,0.2991666666666667,0.2966666666666667,0.2314285714285714,0.2706896551724137,0.2661860566677147,0.04917878396161586,0.0,-0.012801439098581956,0.41990740740740734,0.04811992713999418,0.018633899812498265,0.03103164454170871,0.04318918987951702,0.03878352372138616,0.00535920339026322,0.02266731463049205,0.036552853665768825,0.05159194118330624,0.023299294900428716,0.024746034645529866,0.0187034184119199,0.007113755727399136,0.0,0.0455896756966888,0.07060147237299357
pansexual,0.04148936170212762,0.0016666666666666815,0.036666666666666604,0.02,0.031034482758620686,0.04278555706948948,0.224468085106383,0.3133333333333333,0.2855555555555555,0.2685714285714285,0.2689655172413793,0.27217878396161593,0.03549703036019976,0.0,0.004807352839536659,0.5638888888888889,0.015921946326697623,0.03958114029012638,0.012472191289246471,0.055585932738124885,0.05246594501621699,0.007825788176138179,0.031985736975261525,0.04102844541697055,0.04976487928124155,0.05162660285597901,0.052124884337348174,0.040190995014130364,0.008219472372495902,0.0,0.03656122876838631,0.04734008530060823
straight,0.01170212765957444,0.02166666666666664,0.01222222222222222,0.03285714285714286,0.0758620689655172,0.04132675354318778,0.24787234042553186,0.30666666666666664,0.2766666666666666,0.23857142857142852,0.28965517241379307,0.27188645494881725,0.03228844518976576,0.0,0.04237524008525766,0.5273148148148149,0.0333710364709747,0.0359783885748715,0.02205492582364351,0.05202040416009461,0.035502172899955185,0.013888702521564149,0.05007915870612687,0.027588242262078098,0.03170076137263803,0.02733018067101285,0.027586206896551713,0.0247744522809202,0.012815539025626797,0.0,0.0278668824859329,0.06541389800437061
