,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,-0.0208333333333333,-0.0178571428571428,0.0909090909090909,0.0064102564102564,0.0454545454545454,-0.0285714285714285,-0.0227272727272727,-0.0365853658536585,-0.0555555555555555,0.0277777777777777,0.03526817694500617,0.5763888888888888,0.5535714285714286,0.6060606060606061,0.6730769230769231,0.5757575757575758,0.4857142857142857,0.6893939393939394,0.5,0.6666666666666666,0.5,0.5826630314130316,0.0,0.05468083136375816,0.0517585931254995,0.4166666666666667
Atheist,0.0902777777777777,-0.125,-0.0075757575757575,-0.0448717948717948,0.0,0.0642857142857142,-0.0984848484848484,0.0182926829268292,-0.0555555555555555,0.0972222222222222,0.06015663537004995,0.5347222222222222,0.5892857142857143,0.5833333333333334,0.4935897435897436,0.5151515151515151,0.5785714285714286,0.6136363636363636,0.5670731707317073,0.5,0.4861111111111111,0.5461474602633138,0.07064126253150639,0.0,0.0252259887005649,0.4516666666666666
Buddhist,-0.0416666666666666,0.3214285714285714,-0.053030303030303,-0.032051282051282,0.0227272727272727,0.0428571428571428,-0.0303030303030303,0.0182926829268292,-0.125,0.0138888888888888,0.07012458408799868,0.5555555555555556,0.75,0.4772727272727273,0.532051282051282,0.553030303030303,0.5714285714285714,0.5454545454545454,0.5548780487804879,0.4861111111111111,0.5416666666666666,0.556744881135125,0.07824629638654026,0.0,0.0193529411764706,0.4516666666666666
Catholic,0.0,-0.1785714285714285,0.1969696969696969,-0.0384615384615384,0.0075757575757575,0.0285714285714285,0.0,-0.048780487804878,-0.0694444444444444,-0.0277777777777777,0.05961525601769498,0.5972222222222222,0.7142857142857143,0.6515151515151515,0.6282051282051282,0.5984848484848485,0.6571428571428571,0.6212121212121212,0.5853658536585366,0.625,0.5833333333333334,0.6261767230059913,0.05318685041246013,0.0,-0.0687490196078431,0.3783333333333333
Christian,-0.0347222222222222,-0.0714285714285714,-0.0075757575757575,0.0769230769230769,0.1136363636363636,-0.0357142857142857,-0.0378787878787878,-0.0365853658536585,-0.0833333333333333,0.0694444444444444,0.05672422090105013,0.5763888888888888,0.7142857142857143,0.6742424242424242,0.6538461538461539,0.6590909090909091,0.6214285714285714,0.75,0.6585365853658537,0.5833333333333334,0.625,0.6516152580481849,0.03963786213786213,0.0,-0.0046437054631829,0.3483333333333333
Hindu,-0.0208333333333333,0.0535714285714285,-0.0378787878787878,-0.032051282051282,-0.0681818181818181,-0.0071428571428571,0.0,0.0670731707317073,0.0277777777777777,0.0972222222222222,0.04117326778912139,0.5625,0.625,0.6287878787878788,0.5833333333333334,0.6136363636363636,0.5785714285714286,0.6212121212121212,0.6036585365853658,0.5555555555555556,0.625,0.5997255217682047,0.06529065108333396,0.0,-0.0114123524069027,0.4016666666666666
Jewish,-0.0416666666666666,-0.0178571428571428,0.0378787878787878,-0.0192307692307692,0.0454545454545454,-0.0142857142857142,-0.0075757575757575,0.024390243902439,-0.0694444444444444,0.0416666666666666,0.03194507389629335,0.5416666666666666,0.5892857142857143,0.553030303030303,0.5192307692307693,0.5606060606060606,0.6714285714285714,0.6136363636363636,0.6097560975609756,0.4583333333333333,0.5416666666666666,0.5658640546445424,0.021769527897576683,0.0,-0.0343624772313296,0.4283333333333333
Mormon,-0.0208333333333333,0.0535714285714285,0.0378787878787878,0.032051282051282,-0.0075757575757575,-0.0214285714285714,0.0833333333333333,-0.048780487804878,-0.0694444444444444,-0.0555555555555555,0.04304529819773717,0.6041666666666666,0.6964285714285714,0.6439393939393939,0.6987179487179487,0.5378787878787878,0.6071428571428571,0.6742424242424242,0.6097560975609756,0.625,0.6666666666666666,0.6363939414244293,0.04257510105071076,0.0,0.0277174749807543,0.3683333333333333
Muslim,0.0416666666666666,-0.0714285714285714,0.0151515151515151,-0.0128205128205128,-0.0151515151515151,0.0071428571428571,-0.0303030303030303,0.0365853658536585,-0.0277777777777777,-0.0138888888888888,0.02719167011849934,0.625,0.6428571428571429,0.5454545454545454,0.5,0.5151515151515151,0.5214285714285715,0.6060606060606061,0.5487804878048781,0.3888888888888889,0.5138888888888888,0.5407510646535038,0.04575710536076385,0.0,0.0366127583108714,0.4566666666666666
Protestant,-0.0416666666666666,0.0357142857142857,0.0151515151515151,-0.0384615384615384,-0.0454545454545454,0.0142857142857142,-0.0378787878787878,0.048780487804878,0.1388888888888889,-0.0138888888888888,0.04301713191957089,0.5138888888888888,0.6428571428571429,0.6212121212121212,0.6923076923076923,0.5757575757575758,0.5714285714285714,0.6439393939393939,0.6341463414634146,0.6111111111111112,0.5972222222222222,0.6103871061188134,0.06654288462215284,0.0,0.02122969837587,0.39
Sikh,0.0138888888888888,0.0535714285714285,0.0681818181818181,0.0448717948717948,-0.1363636363636363,0.0071428571428571,-0.1136363636363636,0.0914634146341463,-0.0694444444444444,0.0138888888888888,0.06124535356242668,0.5833333333333334,0.6964285714285714,0.5984848484848485,0.5833333333333334,0.5909090909090909,0.6214285714285714,0.6439393939393939,0.6402439024390244,0.5138888888888888,0.625,0.6096989934185058,0.06316077215467455,0.0,-0.0060530679933664,0.3916666666666666
Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,-0.0100040950040949,0.4183333333333333
