,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0486111111111111,0.0178571428571428,0.0075757575757575,0.0128205128205128,-0.0075757575757575,0.05,-0.0075757575757575,-0.0426829268292682,0.0,0.0416666666666666,0.0236365633011974,0.2291666666666666,0.1607142857142857,0.1893939393939394,0.1282051282051282,0.2045454545454545,0.1214285714285714,0.1590909090909091,0.1402439024390244,0.1388888888888889,0.1527777777777778,0.1624455524150646,0.0,0.036293673467453914,0.0776470588235294,0.3816666666666666
Atheist,-0.0069444444444444,0.0357142857142857,0.0227272727272727,0.0256410256410256,-0.0151515151515151,-0.0357142857142857,0.0151515151515151,0.0182926829268292,0.0,-0.0277777777777777,0.020311480524895124,0.1180555555555555,0.1785714285714285,0.1893939393939394,0.141025641025641,0.1515151515151515,0.1785714285714285,0.1212121212121212,0.1402439024390244,0.1111111111111111,0.2222222222222222,0.15519225016176233,0.0347822096602584,0.0,-0.0223325062034739,0.3683333333333333
Buddhist,0.0486111111111111,0.0,0.0,0.0064102564102564,-0.0227272727272727,-0.0071428571428571,-0.0227272727272727,-0.0060975609756097,0.0277777777777777,0.0277777777777777,0.01692718866499351,0.1875,0.25,0.0909090909090909,0.1346153846153846,0.1893939393939394,0.1357142857142857,0.1287878787878787,0.1402439024390244,0.1666666666666666,0.1944444444444444,0.16182755929707146,0.019754107680936932,0.0,0.0623556581986142,0.415
Catholic,0.0138888888888888,0.0178571428571428,-0.0151515151515151,0.0064102564102564,-0.0606060606060606,-0.0285714285714285,0.0454545454545454,0.0,-0.0416666666666666,0.0277777777777777,0.02573842823842819,0.1527777777777778,0.1964285714285714,0.1969696969696969,0.1474358974358974,0.1666666666666666,0.2142857142857142,0.1969696969696969,0.1097560975609756,0.0972222222222222,0.2222222222222222,0.1700734563539441,0.03467302683766095,0.0,0.0228310502283104,0.395
Christian,-0.0069444444444444,0.0714285714285714,-0.0075757575757575,-0.0128205128205128,-0.0151515151515151,-0.0357142857142857,-0.0227272727272727,-0.0060975609756097,-0.0555555555555555,-0.0555555555555555,0.02895710319490803,0.1597222222222222,0.1785714285714285,0.1439393939393939,0.1794871794871795,0.1515151515151515,0.1357142857142857,0.1439393939393939,0.1402439024390244,0.1388888888888889,0.1388888888888889,0.1510910735605857,0.04477242269925193,0.0,0.0359712230215827,0.3933333333333333
Hindu,-0.0069444444444444,0.0,-0.0606060606060606,0.0256410256410256,-0.0227272727272727,-0.0142857142857142,-0.0075757575757575,0.0,0.0138888888888888,0.0416666666666666,0.019333583083583045,0.0902777777777777,0.1428571428571428,0.1515151515151515,0.1538461538461538,0.2348484848484848,0.1857142857142857,0.1439393939393939,0.1219512195121951,0.125,0.1527777777777778,0.1502727387788363,0.029042407457041557,0.0,0.0619946091644205,0.3166666666666666
Jewish,0.0208333333333333,0.0,-0.0075757575757575,0.032051282051282,-0.0378787878787878,-0.0071428571428571,0.0151515151515151,0.0426829268292682,-0.0416666666666666,-0.0277777777777777,0.023276090440724533,0.1458333333333333,0.1785714285714285,0.1439393939393939,0.1474358974358974,0.1590909090909091,0.1928571428571428,0.1515151515151515,0.0914634146341463,0.1527777777777778,0.1388888888888889,0.1502373338044069,0.03866673299600121,0.0,-0.0777479892761394,0.3266666666666666
Mormon,0.0069444444444444,0.0,-0.0151515151515151,0.0192307692307692,-0.0909090909090909,-0.0142857142857142,-0.0151515151515151,0.0,-0.0416666666666666,-0.0277777777777777,0.023111749361749322,0.1736111111111111,0.1785714285714285,0.1515151515151515,0.1346153846153846,0.1969696969696969,0.1714285714285714,0.2272727272727272,0.1341463414634146,0.0972222222222222,0.1111111111111111,0.1576463746280819,0.03976501817965228,0.0,-0.038647342995169,0.3683333333333333
Muslim,-0.0208333333333333,0.0535714285714285,-0.0303030303030303,-0.0064102564102564,-0.0151515151515151,-0.0071428571428571,0.0075757575757575,0.0121951219512195,-0.0833333333333333,0.0138888888888888,0.025040552266161975,0.1180555555555555,0.1607142857142857,0.1515151515151515,0.0961538461538461,0.1363636363636363,0.1357142857142857,0.1439393939393939,0.1463414634146341,0.1388888888888889,0.1527777777777778,0.13804642850374554,0.040812757703001565,0.0,-0.0081743869209809,0.3416666666666667
Protestant,0.0069444444444444,-0.0178571428571428,-0.0303030303030303,0.0064102564102564,-0.0151515151515151,-0.0642857142857142,-0.0151515151515151,0.0121951219512195,0.0138888888888888,-0.0555555555555555,0.02377431849992821,0.1597222222222222,0.1964285714285714,0.1666666666666666,0.1474358974358974,0.1515151515151515,0.1785714285714285,0.1363636363636363,0.1219512195121951,0.2361111111111111,0.1388888888888889,0.1633654793715769,0.04170963859988245,0.0,0.0383747178329572,0.4233333333333333
Sikh,0.0069444444444444,-0.0357142857142857,-0.0454545454545454,0.032051282051282,-0.0454545454545454,-0.0071428571428571,-0.0303030303030303,0.0060975609756097,-0.0416666666666666,0.0277777777777777,0.027860699598504422,0.1597222222222222,0.1785714285714285,0.1212121212121212,0.1346153846153846,0.2272727272727272,0.1785714285714285,0.1363636363636363,0.1280487804878048,0.0972222222222222,0.2222222222222222,0.15838221737611974,0.038958412860851846,0.0,-0.021377672209026,0.39
