,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0694444444444444,0.0357142857142857,0.0151515151515151,0.0192307692307692,0.0075757575757575,-0.0357142857142857,0.0378787878787878,0.024390243902439,0.0416666666666666,0.0694444444444444,0.03562112007233954,0.1944444444444444,0.1071428571428571,0.1969696969696969,0.1474358974358974,0.1590909090909091,0.1785714285714285,0.1590909090909091,0.1097560975609756,0.1527777777777778,0.2083333333333333,0.16136133514182288,0.0,0.03884197915905228,0.0737327188940091,0.4
Atheist,-0.0138888888888888,-0.0178571428571428,-0.0151515151515151,-0.0064102564102564,-0.0075757575757575,0.0071428571428571,0.0606060606060606,0.0365853658536585,0.0138888888888888,-0.0416666666666666,0.02207734000416922,0.1944444444444444,0.125,0.1515151515151515,0.1602564102564102,0.1439393939393939,0.1785714285714285,0.1515151515151515,0.1341463414634146,0.1527777777777778,0.1527777777777778,0.154494387726095,0.042466875942485646,0.0,-0.034324942791762,0.415
Buddhist,0.0555555555555555,0.0357142857142857,0.0303030303030303,0.0064102564102564,0.0378787878787878,-0.0071428571428571,0.0303030303030303,0.0060975609756097,-0.0277777777777777,0.0416666666666666,0.02788498087278571,0.1666666666666666,0.1785714285714285,0.1666666666666666,0.1474358974358974,0.1893939393939394,0.15,0.1666666666666666,0.1280487804878048,0.1388888888888889,0.125,0.1557338934777959,0.02238260384601847,0.0,0.0462962962962962,0.4083333333333333
Catholic,0.0,-0.0178571428571428,0.0075757575757575,-0.0128205128205128,-0.0227272727272727,-0.0214285714285714,0.0075757575757575,0.0182926829268292,-0.0138888888888888,0.0138888888888888,0.01360554756896215,0.1805555555555555,0.0892857142857142,0.1742424242424242,0.1538461538461538,0.1742424242424242,0.1785714285714285,0.1287878787878787,0.1158536585365853,0.1527777777777778,0.1805555555555555,0.15287185714014978,0.035474335962140814,0.0,0.0216867469879518,0.3816666666666666
Christian,0.0208333333333333,-0.0178571428571428,-0.0075757575757575,0.0128205128205128,-0.0227272727272727,-0.0214285714285714,0.0151515151515151,0.024390243902439,-0.0277777777777777,-0.0138888888888888,0.018445101646321113,0.1736111111111111,0.125,0.2045454545454545,0.2051282051282051,0.2045454545454545,0.1785714285714285,0.1969696969696969,0.1585365853658536,0.1666666666666666,0.1805555555555555,0.1794130158459426,0.03514138639138632,0.0,0.0090090090090089,0.3733333333333333
Hindu,-0.0277777777777777,-0.0535714285714285,-0.0303030303030303,0.0,-0.0454545454545454,0.0428571428571428,0.0303030303030303,0.0182926829268292,-0.0277777777777777,-0.0694444444444444,0.034578186041600636,0.1666666666666666,0.1607142857142857,0.1515151515151515,0.1666666666666666,0.1818181818181818,0.1428571428571428,0.1515151515151515,0.1402439024390244,0.0555555555555555,0.1805555555555555,0.1498108260303382,0.060480163467968286,0.0,0.0268948655256724,0.3766666666666666
Jewish,-0.0069444444444444,0.0357142857142857,0.0151515151515151,0.0192307692307692,0.0454545454545454,-0.0357142857142857,0.0151515151515151,0.0060975609756097,-0.0555555555555555,0.0138888888888888,0.02489033662814146,0.1180555555555555,0.1428571428571428,0.1515151515151515,0.1474358974358974,0.1969696969696969,0.1785714285714285,0.1363636363636363,0.0792682926829268,0.1666666666666666,0.125,0.14427034686181023,0.030806541019955648,0.0,-0.0171990171990171,0.3933333333333333
Mormon,0.0416666666666666,-0.0357142857142857,-0.0454545454545454,0.0064102564102564,-0.0075757575757575,-0.0428571428571428,0.053030303030303,-0.0182926829268292,-0.0416666666666666,-0.0277777777777777,0.032044608508023084,0.1944444444444444,0.1071428571428571,0.1818181818181818,0.1602564102564102,0.2348484848484848,0.2142857142857142,0.1742424242424242,0.1280487804878048,0.1527777777777778,0.1666666666666666,0.17145317419707656,0.04333172924636333,0.0,0.0625,0.395
Muslim,0.0069444444444444,-0.0178571428571428,-0.0151515151515151,0.0256410256410256,0.0,0.0214285714285714,-0.0075757575757575,0.024390243902439,-0.0555555555555555,-0.0555555555555555,0.02300998121120068,0.1180555555555555,0.125,0.1515151515151515,0.141025641025641,0.1666666666666666,0.15,0.1439393939393939,0.1829268292682926,0.1111111111111111,0.1388888888888889,0.1429129237970701,0.0485180097680097,0.0,-0.032258064516129,0.3783333333333333
Protestant,0.0416666666666666,-0.0178571428571428,0.0454545454545454,-0.0128205128205128,-0.0075757575757575,-0.0142857142857142,0.0303030303030303,-0.0060975609756097,0.0,-0.0277777777777777,0.020383870871675706,0.2083333333333333,0.125,0.1363636363636363,0.1282051282051282,0.1893939393939394,0.1571428571428571,0.1515151515151515,0.1524390243902439,0.2222222222222222,0.1111111111111111,0.1581726403677623,0.03572360566263,0.0,0.0294784580498865,0.4166666666666667
Sikh,0.0208333333333333,-0.0357142857142857,0.0151515151515151,0.032051282051282,0.0151515151515151,-0.0285714285714285,0.0,-0.0060975609756097,0.0555555555555555,-0.0416666666666666,0.02507931431711915,0.1597222222222222,0.1428571428571428,0.106060606060606,0.1602564102564102,0.2121212121212121,0.1714285714285714,0.1515151515151515,0.1524390243902439,0.1388888888888889,0.2083333333333333,0.16036225630737821,0.03409454028356465,0.0,0.038548752834467,0.415
