,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.1041666666666666,0.0,0.0075757575757575,0.0769230769230769,0.0151515151515151,-0.1428571428571428,-0.0075757575757575,0.0182926829268292,0.0833333333333333,0.1666666666666666,0.06225425996767455,0.5208333333333334,0.4285714285714285,0.5833333333333334,0.4743589743589743,0.4848484848484848,0.5285714285714286,0.4621212121212121,0.3597560975609756,0.5,0.5277777777777778,0.4870172070476948,0.0,0.0899997082862936
Atheist,-0.0763888888888889,-0.0535714285714285,-0.0454545454545454,0.0,-0.0227272727272727,0.0071428571428571,0.1212121212121212,0.1036585365853658,0.0277777777777777,-0.0972222222222222,0.05551556505824794,0.5208333333333334,0.4821428571428571,0.4393939393939394,0.4871794871794871,0.4469696969696969,0.4928571428571429,0.4696969696969697,0.4207317073170731,0.4722222222222222,0.4861111111111111,0.47181384672238325,0.10855573288500112,0.0
Buddhist,0.0902777777777777,0.0357142857142857,0.0909090909090909,0.0064102564102564,0.0833333333333333,-0.05,0.0,-0.0182926829268292,-0.0833333333333333,0.0277777777777777,0.048604853818268415,0.4930555555555556,0.5,0.5151515151515151,0.4423076923076923,0.5227272727272727,0.4785714285714286,0.4545454545454545,0.4085365853658536,0.4444444444444444,0.4166666666666667,0.4676006615335885,0.0714204968473261,0.0
Catholic,0.0138888888888888,-0.0178571428571428,0.0227272727272727,0.0,-0.0757575757575757,-0.0142857142857142,0.0151515151515151,0.0365853658536585,-0.0138888888888888,-0.0416666666666666,0.02518090310773232,0.5416666666666666,0.4107142857142857,0.4924242424242424,0.4487179487179487,0.4545454545454545,0.5142857142857142,0.4242424242424242,0.3780487804878049,0.4861111111111111,0.5138888888888888,0.4664645517084541,0.07662655433996893,0.0
Christian,0.0069444444444444,-0.125,-0.0075757575757575,0.0576923076923076,-0.0303030303030303,-0.0214285714285714,0.0075757575757575,0.0792682926829268,-0.0833333333333333,-0.0416666666666666,0.046078816170279535,0.5347222222222222,0.4464285714285714,0.553030303030303,0.5576923076923077,0.6060606060606061,0.5214285714285715,0.5833333333333334,0.5304878048780488,0.5833333333333334,0.5416666666666666,0.5458183720073964,0.08746147483952357,0.0
Hindu,-0.0625,-0.1071428571428571,-0.0454545454545454,0.0,-0.0833333333333333,0.1214285714285714,0.0757575757575757,0.0304878048780487,-0.0416666666666666,-0.1111111111111111,0.06788824657727092,0.4791666666666667,0.5,0.4696969696969697,0.4871794871794871,0.4621212121212121,0.4214285714285714,0.4242424242424242,0.4939024390243902,0.3472222222222222,0.4444444444444444,0.4529404437026388,0.1264839699595796,0.0
Jewish,0.0069444444444444,0.0357142857142857,-0.0151515151515151,0.0833333333333333,0.0681818181818181,-0.0857142857142857,-0.0303030303030303,0.0304878048780487,-0.0972222222222222,0.0277777777777777,0.04808305177207612,0.3958333333333333,0.4285714285714285,0.4090909090909091,0.4423076923076923,0.553030303030303,0.4857142857142857,0.4242424242424242,0.3109756097560975,0.4583333333333333,0.3888888888888889,0.4296988208268696,0.06266140363701338,0.0
Mormon,0.0902777777777777,-0.0714285714285714,-0.0757575757575757,0.0192307692307692,-0.0378787878787878,-0.05,0.0984848484848484,-0.0060975609756097,-0.0833333333333333,-0.0694444444444444,0.06019336693117176,0.5486111111111112,0.4285714285714285,0.5454545454545454,0.5448717948717948,0.6136363636363636,0.5642857142857143,0.5227272727272727,0.4573170731707317,0.4722222222222222,0.4861111111111111,0.5183808637162295,0.09054591749713695,0.0
Muslim,0.0416666666666666,-0.0714285714285714,-0.0303030303030303,0.0448717948717948,-0.0151515151515151,0.0785714285714285,-0.0757575757575757,0.0670731707317073,-0.0694444444444444,-0.1388888888888889,0.0633157086815623,0.3888888888888889,0.4285714285714285,0.4696969696969697,0.4038461538461538,0.4545454545454545,0.4642857142857143,0.4696969696969697,0.5182926829268293,0.3472222222222222,0.3611111111111111,0.4306157595791742,0.10308858824102722,0.0
Protestant,0.0347222222222222,-0.0535714285714285,0.1287878787878787,-0.0384615384615384,-0.0757575757575757,0.0071428571428571,0.0681818181818181,0.0121951219512195,-0.0277777777777777,-0.0833333333333333,0.05299315521876492,0.5486111111111112,0.4821428571428571,0.4621212121212121,0.4102564102564102,0.5303030303030303,0.4357142857142857,0.4621212121212121,0.5,0.5555555555555556,0.3888888888888889,0.47757145632145637,0.10434879483659962,0.0
Sikh,0.0486111111111111,-0.0892857142857142,0.0227272727272727,0.0448717948717948,0.0075757575757575,-0.0214285714285714,-0.0151515151515151,0.0060975609756097,0.1111111111111111,-0.1527777777777778,0.051963818701623546,0.4791666666666667,0.4464285714285714,0.3560606060606061,0.4807692307692308,0.5833333333333334,0.4785714285714286,0.4848484848484848,0.5060975609756098,0.4444444444444444,0.5138888888888888,0.47736092159872656,0.06880414977975953,0.0
