,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.05138888888888889,0.007142857142857159,0.0227272727272727,0.05384615384615381,0.02424242424242422,-0.007142857142857159,-0.027272727272727237,-0.017073170731707322,0.04999999999999999,0.061111111111111095,0.05659725166432472,0.5541666666666667,0.4428571428571428,0.5196969696969698,0.47435897435897434,0.5424242424242424,0.49285714285714277,0.4515151515151515,0.4024390243902439,0.47222222222222215,0.45555555555555555,0.4808093092544311,0.0,0.07818795960137417,0.0862967433957853,0.3913333333333333,0.0482326537616259,0.08190960672271222,0.025353334137396214,0.04668497809239262,0.023177361425421716,0.07381720390150745,0.0369895624719203,0.0515090538583972,0.053142017971413845,0.11131924949729931,0.009235378439473686,0.03497132864448381,0.04432026302139596,0.057814497055572484,0.015701857325533204,0.037298586742700535,0.03806546455564068,0.020100756305184254,0.0349215147884789,0.02324055629261322,0.06655082528172744,0.007194595033372487,0.0,0.008143835473917303,0.018574524925628343,0.010241527663824843
Atheist,-0.0027777777777777983,-0.0035714285714285796,-0.00757575757575758,0.041025641025641,-0.0030303030303029986,-0.0214285714285714,0.02727272727272726,0.03780487804878045,-0.03333333333333334,-0.05833333333333333,0.041850619570131684,0.5222222222222223,0.5178571428571428,0.46818181818181814,0.4564102564102564,0.44545454545454544,0.4928571428571429,0.4424242424242424,0.4353658536585366,0.43888888888888894,0.4805555555555555,0.470021766851035,0.07437655907777851,0.0,-0.002709146190952881,0.3953333333333333,0.04491933785776728,0.038132422328683205,0.04595682087303966,0.02384753235607471,0.0586032715327688,0.025951288749407036,0.04757672263062903,0.03902439024390242,0.05457467417885691,0.05152010275275387,0.009753415872462003,0.08622304552871532,0.040720550896397784,0.057175643224585466,0.04503632838525717,0.05836775843714611,0.025152595516655742,0.036677934657303644,0.014221833889866621,0.06838074236161762,0.04779069592801458,0.02410432742570496,0.019713618533306415,0.0,0.030384140178434906,0.017333333333333336
Buddhist,0.058333333333333307,0.053571428571428534,0.013636363636363641,0.01538461538461538,0.01212121212121212,-0.03571428571428572,-0.039393939393939384,-0.03170731707317068,-0.0027777777777778013,0.022222222222222136,0.04802371206029734,0.525,0.625,0.4348484848484849,0.41538461538461535,0.5242424242424242,0.4614285714285714,0.4333333333333333,0.39024390243902435,0.43611111111111106,0.40555555555555556,0.46511479983431203,0.0674109217340924,0.0,0.07090261386902438,0.421,0.08282250842153095,0.043740888263985284,0.05124707431905381,0.03283653455093767,0.04900291402665521,0.039123039821797566,0.05279167087934649,0.023584243421724018,0.07777777777777775,0.006804138174397722,0.011359496528367262,0.035572912430182485,0.07231591689755923,0.06312929289696866,0.05166523507592275,0.016177391290956515,0.02498979383505132,0.029301635766384403,0.035133805587531534,0.06186404847588914,0.0830550910429225,0.013549604561380395,0.009136441121413666,0.0,0.03486567935489741,0.011575836902790232
Catholic,0.02222222222222216,-0.03214285714285712,-0.0075757575757575595,0.025641025641025616,-0.07121212121212116,-0.0028571428571428402,0.046969696969696925,0.00487804878048778,-0.041666666666666644,-0.03888888888888886,0.04097600231746566,0.5138888888888888,0.5392857142857144,0.4833333333333333,0.4615384615384615,0.5257575757575758,0.5285714285714286,0.4712121212121212,0.4609756097560975,0.425,0.5111111111111111,0.4920674244454732,0.07809257341574406,0.0,-0.007521164031442998,0.39999999999999997,0.016666666666666656,0.07775550377527582,0.02142747821777412,0.050636968354183284,0.022268088570756135,0.03398679215248659,0.044536177141512305,0.034793518579724604,0.04730385101646221,0.046811943184313094,0.01042685922388756,0.023240556292613193,0.09133365608960303,0.028101874228774852,0.03343180720616743,0.05061603966209115,0.04629100498862757,0.05636689465981295,0.07158858595823986,0.05166965343816187,0.07157832625958402,0.020746614243552296,0.010150178331163799,0.0,0.052699321807619916,0.023758039574940614
Christian,0.0013888888888888592,0.014285714285714301,0.01666666666666668,0.0064102564102564,0.007575757575757599,-0.022857142857142843,-0.00909090909090908,0.006097560975609781,-0.055555555555555504,-0.041666666666666616,0.04056083685961726,0.49861111111111117,0.5357142857142858,0.5075757575757576,0.5012820512820513,0.5227272727272726,0.5,0.49393939393939396,0.4475609756097561,0.46111111111111114,0.5361111111111111,0.5004633070181851,0.08115833624370197,0.0,0.028575257263238917,0.40633333333333327,0.03838965266968122,0.11866605518454389,0.027690404367419753,0.03671236170070854,0.031418850535345016,0.03948649988881499,0.01212121212121209,0.03798149146926201,0.015214515486254625,0.06860605019571368,0.009854947525705034,0.053863109526848106,0.05297284633639761,0.07468943965979535,0.04938810329296982,0.06191762649000775,0.048234122903240396,0.05953600819511669,0.053796939024665334,0.12024922678840758,0.05166965343816188,0.04405476759521489,0.01143292154488153,0.0,0.02401743640401547,0.024230375793848336
Hindu,-0.01249999999999998,0.014285714285714258,-0.045454545454545414,0.016666666666666663,-0.004545454545454519,0.03428571428571426,0.0015151515151515,-0.01097560975609756,-0.0138888888888889,-0.022222222222222223,0.0541383636688514,0.4458333333333333,0.49285714285714277,0.4787878787878788,0.42948717948717946,0.5227272727272727,0.46571428571428575,0.44393939393939397,0.4378048780487805,0.39722222222222225,0.4444444444444445,0.4558818031561934,0.0807874226044957,0.0,0.02841975250747806,0.364,0.031180478223116172,0.07089083300456857,0.06860140256164708,0.05057200749568206,0.06239775843022421,0.07191264542087548,0.05169309730070294,0.07491815879711054,0.05046083923495815,0.08127077132404328,0.010065821719542135,0.057332687334861916,0.029014422873699867,0.018802535827258868,0.07138159439525667,0.04791329788133909,0.029067128499108322,0.08265564664839914,0.05472879432272408,0.041759156606591415,0.05270462766947299,0.03643260054540656,0.02325570346771606,0.0,0.031433970512579394,0.03115552385479447
Jewish,-0.012499999999999999,-0.00714285714285714,0.0090909090909091,0.056410256410256376,-0.04393939393939393,-0.01571428571428572,0.0015151515151515201,0.035365853658536554,-0.01944444444444446,-0.03333333333333334,0.04746808543759756,0.4375,0.4214285714285714,0.43636363636363634,0.4435897435897436,0.4833333333333333,0.5185714285714286,0.4712121212121212,0.3939024390243902,0.4527777777777778,0.4444444444444445,0.4503123495745447,0.07065269960391904,0.0,-0.013055309715439622,0.36333333333333334,0.049573800826596494,0.041649656391752124,0.017539146822409396,0.018754793382471543,0.05817076915288621,0.04681705602335409,0.04479316817907415,0.03392787254449647,0.07983393257333284,0.07114582486036496,0.010344843251863479,0.040492721491981236,0.12657175104763824,0.01952136170715926,0.013688561861578595,0.04160463702347266,0.03574284572341945,0.04728632283129464,0.05516186769706657,0.05015408357018829,0.05826715823167509,0.030265161459634413,0.007300059725655786,0.0,0.05125011486562898,0.03481698180805198
Mormon,0.04166666666666662,-0.03214285714285712,-0.01515151515151516,0.04358974358974354,-0.039393939393939356,-0.007142857142857161,-0.0015151515151514805,0.021951219512195096,-0.07499999999999997,-0.09444444444444443,0.05272945618067561,0.5583333333333333,0.44642857142857134,0.47575757575757577,0.4871794871794871,0.5575757575757576,0.5385714285714286,0.543939393939394,0.4585365853658536,0.5083333333333334,0.43888888888888894,0.5013544355373624,0.08248706781023844,0.0,0.011204586031562682,0.40366666666666673,0.03042903097250923,0.05224549585117064,0.05025189076296055,0.024459979523511418,0.08318168018976245,0.04449260429256407,0.0510226007287355,0.023009710078186814,0.027216552697590893,0.039674602380793636,0.005111683789786326,0.06111111111111109,0.05868455973269635,0.04132782332419954,0.055883319788983005,0.05217931926582596,0.04055734161879541,0.022164755815648182,0.03326385779752647,0.10304020550550784,0.09606453592105876,0.03457634979096756,0.006894395022855992,0.0,0.04815527756658423,0.026985592864012146
Muslim,0.00972222222222224,0.0035714285714285783,0.013636363636363618,0.048717948717948656,-0.015151515151515138,0.01999999999999998,-0.01818181818181816,0.048780487804877995,-0.0611111111111111,-0.08611111111111108,0.05505900671144566,0.45138888888888884,0.45357142857142857,0.41969696969696973,0.40512820512820513,0.43939393939393934,0.4542857142857143,0.45757575757575764,0.4560975609756097,0.3944444444444445,0.41944444444444445,0.4351027353405402,0.08623058377936418,0.0,0.0123061884855006,0.3623333333333334,0.04803226796052935,0.08704326862109954,0.042152811343162275,0.01884222879063983,0.040655781409087086,0.03597050946289759,0.06886859501432427,0.026718173536837385,0.06949997779553775,0.038689967436622584,0.006149710065874459,0.05414885747116091,0.06448382173309927,0.03127237490992469,0.04259807109188756,0.07297936108358967,0.04485805276602166,0.0658001537897226,0.0661690730061002,0.09321089853090286,0.06655082528172745,0.03619027729732428,0.015071452396992658,0.0,0.035964945937231235,0.012229290885229416
Protestant,-0.00555555555555554,-0.03571428571428568,0.01515151515151516,0.05128205128205129,-0.016666666666666642,0.025714285714285672,0.0212121212121212,-0.014634146341463442,0.01944444444444445,-0.0833333333333333,0.05581160032379538,0.5416666666666667,0.5142857142857143,0.49393939393939396,0.4282051282051282,0.5166666666666666,0.49714285714285716,0.48484848484848475,0.4512195121951219,0.5416666666666666,0.47777777777777775,0.4947418868394478,0.09131790364107426,0.0,0.0197728815524356,0.4136666666666667,0.02461117381481852,0.04922874554317933,0.07755444783072557,0.062149741761747784,0.031198879215112097,0.06414269805898179,0.04800902884168135,0.049626804754575086,0.11337962017754746,0.027777777777777797,0.00635496542168719,0.03074436614052593,0.06123724356957947,0.029690784761008206,0.03566776344421427,0.07994488459559344,0.034875873187810574,0.08187427930973513,0.0303656087755823,0.08286907716764609,0.08031573497111642,0.031695146153429526,0.009704587179045328,0.0,0.028628093879703186,0.02416149369922682
