,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.01944444444444444,0.09285714285714283,0.10151515151515145,-0.03717948717948717,0.043939393939393924,0.02857142857142858,-0.024242424242424218,0.018292682926829278,-0.07777777777777779,0.08888888888888885,0.07372909475348488,0.7972222222222223,0.8642857142857142,0.9530303030303031,1.0423076923076924,0.9045454545454545,0.68,0.9848484848484848,0.6646341463414634,0.8555555555555555,0.7388888888888889,0.8485318462025779,0.0,0.10020087256916517,0.04893116150415284,0.4333333333333333,0.07288689868556623,0.08406144497099867,0.05348291695370544,0.08556191647930039,0.024147541591680644,0.04865538961693253,0.12247448713915887,0.03758789026200591,0.06370747189544285,0.06490734136415513,0.025608394812627874,0.045938431690392315,0.09077332162242027,0.04776934172858922,0.013199525821778215,0.048056822809556705,0.04831867007225074,0.043121968093205135,0.06182337490554427,0.06724288020505671,0.05651941652604392,0.02080112562968806,0.0,0.01347723848547838,0.010662126049939807,0.011879019787470298
Atheist,0.15694444444444441,-0.0357142857142857,0.022727272727272717,-0.0564102564102564,2.7755575615628915e-18,-0.03999999999999998,-0.021212121212121238,0.04268292682926823,-0.06666666666666662,-0.008333333333333321,0.08316225982689388,1.026388888888889,0.9285714285714285,0.959090909090909,0.8717948717948719,0.9636363636363636,0.917142857142857,0.9666666666666666,0.8158536585365853,0.7999999999999999,0.8638888888888889,0.911303453321746,0.11266325070593355,0.0,-0.00249303928186176,0.38933333333333336,0.0347499888977689,0.1216384740423314,0.06639061303092922,0.07468980340322823,0.10936413595526413,0.07884368415169501,0.08509164292181193,0.020038630152628027,0.044270492918081224,0.1092200180629861,0.022511309259737083,0.09227491801040608,0.10473484499010843,0.03698956247192039,0.09738527699914332,0.11866644999515924,0.026572964625340388,0.08279440055948027,0.03521836360535035,0.07275444918727107,0.08305509104292254,0.06011623958389747,0.02098922585463058,0.0,0.017957630313427526,0.03936439451529202
Buddhist,-0.011111111111111103,0.3464285714285714,0.05757575757575758,-0.0679487179487179,-0.010606060606060622,-2.0816681711721685e-17,-0.05757575757575756,0.02560975609756096,0.08888888888888886,0.016666666666666663,0.10593614515565726,0.9166666666666667,1.282142857142857,0.9363636363636363,0.9012820512820513,0.943939393939394,0.9171428571428573,0.9606060606060606,0.8158536585365853,0.8444444444444444,0.888888888888889,0.9407330515013441,0.10966251634544313,0.0,0.044558600896822974,0.38533333333333325,0.02657100898570688,0.21565041627786471,0.11604517659919152,0.036622709889963315,0.07018930195091187,0.04261838254336084,0.1260948380094738,0.04634146341463412,0.15480971992325301,0.08624541497922233,0.020982899823055446,0.09692414623537725,0.10797297469879266,0.13557008156525777,0.10537806455402318,0.0749349273871408,0.06204014500173846,0.081790118644035,0.023897460905201715,0.1150013419138025,0.10015420209622196,0.07276175571569764,0.03308775539341461,0.0,0.023919320353993384,0.04842405279289298
Catholic,-0.0347222222222222,-0.049999999999999975,0.3318181818181818,0.005128205128205121,-0.025757575757575746,0.00428571428571428,-0.01818181818181816,-1.9428902930940238e-17,-0.16666666666666666,-0.011111111111111101,0.09360548597743712,0.8847222222222222,1.0428571428571431,1.159090909090909,1.028205128205128,0.9772727272727273,0.9528571428571428,1.0121212121212122,0.8585365853658538,0.9333333333333333,0.9777777777777776,0.982677418110345,0.11070851167802383,0.0,-0.0042166338522408794,0.348,0.05607397010607319,0.13987968591118669,0.07761362712039815,0.0536933117727485,0.09009738634738484,0.0360272006083385,0.03507829364481885,0.05028177592216655,0.17633966942337642,0.026931554763423977,0.017977455328019875,0.01993430568667685,0.08345229603962803,0.0680975910734674,0.04302041470657065,0.06098367211363061,0.03428571428571429,0.1098458724872234,0.031894382513712204,0.09103316448985518,0.07484551991837483,0.03490171708879914,0.023250222972136633,0.0,0.03308730983200983,0.022764494771951846
Christian,-0.02638888888888887,0.10357142857142854,0.10909090909090904,0.10769230769230762,-0.013636363636363603,-0.035714285714285705,-0.04848484848484844,0.034146341463414595,-0.0194444444444444,-0.002777777777777812,0.09020708492049948,0.8819444444444444,1.1107142857142858,1.0090909090909093,1.1025641025641026,1.0106060606060603,0.9357142857142857,1.0939393939393942,0.8975609756097562,0.8638888888888889,0.9805555555555555,0.9886578902127683,0.09677816424767641,0.0,0.018984407451591082,0.3426666666666666,0.10067289041344513,0.10797297469879265,0.041105030200759195,0.06376835956638915,0.10750104106101063,0.07354021529276426,0.025623537159526914,0.07861834859163994,0.051669653438161836,0.1603911114805783,0.01462554164979453,0.058432455466562866,0.05911766199016737,0.026417569354792007,0.10734069584068968,0.054755487877553397,0.043565573377076824,0.07462794155166524,0.015617376188860627,0.12341588828623926,0.06724288020505667,0.029099657957969944,0.026192872411114305,0.0,0.016176220555669397,0.018991226044325498
Hindu,-0.04027777777777776,0.12142857142857137,0.021212121212121203,-0.0487179487179487,0.03181818181818182,0.03285714285714286,-0.060606060606060566,0.03780487804878046,0.03611111111111112,0.00833333333333336,0.07805216260704056,0.8069444444444445,1.0714285714285716,0.9939393939393938,0.9230769230769231,1.046969696969697,0.9442857142857143,0.9787878787878788,0.8378048780487806,0.8305555555555555,0.9083333333333334,0.9342126389870293,0.09751363744656419,0.0,0.01771067935709262,0.3813333333333333,0.05816775442047754,0.08329931278350426,0.11769519082386938,0.05597148705882838,0.09986216395929741,0.052799196035932326,0.04570637311817683,0.03902439024390243,0.08854098583616236,0.09961345042800614,0.016107790133588165,0.03327541264086374,0.09313146293146637,0.05057066444932916,0.06599762910889104,0.07642133462374846,0.06931148268976114,0.048721015729737936,0.036503974505111655,0.05719794522770559,0.07886149759210218,0.030326543559000062,0.011497692637666933,0.0,0.019381830007395167,0.018571184369578823
Jewish,-0.005555555555555541,0.03571428571428572,-0.0060606060606060806,-0.06025641025641023,0.05454545454545451,-0.009999999999999981,-2.2204460492503132e-17,0.023170731707317076,-0.030555555555555565,0.06666666666666665,0.07327291949243159,0.8666666666666666,0.9571428571428573,0.9,0.8884615384615385,0.8757575757575757,0.9671428571428571,0.9969696969696971,0.8329268292682928,0.7527777777777778,0.9833333333333334,0.9021179132520596,0.08689333160064863,0.0,-0.006837892187045941,0.4,0.13186401057131023,0.08526668847366656,0.05953600819511665,0.06669131694174331,0.0731992262374616,0.0610453160549185,0.06428243465332246,0.04106697131825053,0.06883062051868812,0.15600134535665525,0.021113480570190656,0.06963861742623154,0.033120066055341846,0.06748805288278813,0.04841335279102364,0.08658928522563362,0.09198491446860144,0.04585680591036824,0.024572489853182777,0.056519416526043885,0.08489281549964516,0.04079373845011384,0.02457399905490463,0.0,0.030564266919659955,0.02685351208149711
Mormon,0.0125,0.024999999999999956,0.04999999999999998,0.02051282051282052,-0.016666666666666642,-0.03571428571428566,0.0742424242424242,0.04634146341463414,-0.07499999999999996,0.0027777777777778013,0.08367823978189823,0.9069444444444444,1.1035714285714284,1.040909090909091,1.0461538461538462,0.9712121212121213,1.012857142857143,1.1681818181818182,0.8780487804878048,0.913888888888889,0.9972222222222221,1.0038989783928804,0.10026139646261589,0.0,0.006836789108939099,0.33399999999999996,0.06908238953025489,0.1898576265714573,0.11354541815269813,0.10331456214310655,0.039042723414318525,0.04780914437337573,0.06049231750811253,0.09171510086323492,0.10452715401237098,0.08212080832830265,0.025101796825644052,0.06755770281675175,0.04974424384708613,0.053697106505058684,0.05638111135204107,0.07581815759513212,0.07033447785766384,0.08904657730251583,0.020406342110587193,0.062360956446232345,0.06994265728896763,0.04801058029862545,0.021328817501578706,0.0,0.03234139273907106,0.03086889840744062
Muslim,0.02222222222222222,-0.007142857142857162,0.006060606060606079,-0.04358974358974356,0.03636363636363634,0.02999999999999998,0.013636363636363618,-2.7755575615628915e-18,-0.04444444444444441,0.03611111111111111,0.059448422850861805,0.8666666666666668,1.0357142857142858,0.8939393939393939,0.8717948717948719,0.9454545454545453,0.8957142857142857,0.9681818181818181,0.902439024390244,0.7722222222222223,0.913888888888889,0.9066016002967222,0.08949625577674353,0.0,0.006673181198044879,0.39766666666666667,0.044008276438207934,0.11605769149479941,0.0463051720907155,0.023430342157047528,0.07304224723147845,0.04637909451642262,0.04322831096268815,0.05467441895478018,0.06478835438717,0.11606990230986765,0.010678809666391753,0.03986861137335368,0.07319250547114002,0.06926745121613613,0.08397191227596319,0.09730057186668072,0.07935968235617798,0.04269394788971332,0.05986798882260278,0.10228862577512204,0.04249182927993987,0.04741301592194285,0.020839010224566964,0.0,0.020887637104569264,0.031808454501559454
Protestant,-0.041666666666666616,-0.021428571428571443,0.03636363636363632,0.058974358974358966,-0.027272727272727237,0.06999999999999997,-0.02424242424242424,0.05365853658536581,0.15,-0.024999999999999984,0.07762704639533899,0.8916666666666666,1.0285714285714285,1.003030303030303,1.064102564102564,0.9545454545454545,0.9385714285714286,1.0333333333333332,0.8560975609756097,1.0833333333333333,0.9361111111111111,0.9789363184241233,0.10609245767782342,0.0,0.01242955909504002,0.3533333333333332,0.03700809054020615,0.1043688514014461,0.08441447440717645,0.06920702346802961,0.06184342918775316,0.061178894586753844,0.05213530464874315,0.04318519807225792,0.13899995559107559,0.05443310539518171,0.012958164415888955,0.0938502550362564,0.062474484587628214,0.07228400267803971,0.01671590360308369,0.03921872456225691,0.050020404000033096,0.03441762633818349,0.04856660427253629,0.0621129993749942,0.1,0.03553109294471185,0.027762522295256654,0.0,0.018749039123499785,0.022632326929023946
