,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0694444444444444,-0.0178571428571428,0.0984848484848484,-0.0192307692307692,0.0227272727272727,0.0571428571428571,-0.1212121212121212,0.024390243902439,-0.1388888888888889,0.2083333333333333,0.07777119222241169,0.8333333333333334,0.8392857142857143,0.9621212121212122,1.0320512820512822,0.946969696969697,0.6285714285714286,0.9393939393939394,0.7073170731707317,0.8055555555555556,0.7083333333333334,0.8402932568786229,0.0,0.09845910593471566,0.0685240274599542,0.435
Atheist,0.2222222222222222,-0.2142857142857142,-0.0227272727272727,-0.1794871794871795,0.1666666666666666,-0.1357142857142857,0.0,0.073170731707317,-0.0138888888888888,0.125,0.11531629616995467,1.0416666666666667,0.8571428571428571,0.946969696969697,0.8974358974358975,0.9848484848484848,0.9357142857142856,0.9696969696969696,0.8414634146341463,0.8194444444444444,0.9305555555555556,0.9224938273109006,0.13457973598217499,0.0,0.0119230769230768,0.38
Buddhist,-0.0416666666666666,0.375,0.0833333333333333,-0.0897435897435897,0.0681818181818181,0.0,-0.1666666666666666,-0.0365853658536585,0.1944444444444444,0.125,0.11806218848901773,0.9861111111111112,1.4821428571428572,1.068181818181818,0.9487179487179488,0.9318181818181818,0.9571428571428572,1.0606060606060606,0.8170731707317073,0.8055555555555556,0.9305555555555556,0.9987905116563652,0.12153268141073015,0.0,0.0877574370709381,0.35
Catholic,-0.125,0.0,0.4545454545454545,0.0064102564102564,-0.1136363636363636,0.0214285714285714,-0.0303030303030303,0.0426829268292682,-0.0833333333333333,0.0138888888888888,0.08912288253751664,0.9027777777777778,0.9285714285714286,1.2727272727272727,1.0961538461538465,1.0075757575757576,0.8928571428571429,1.0606060606060606,0.8719512195121951,1.0833333333333333,0.9583333333333334,1.007488717244815,0.11252829149170611,0.0,0.0206213450292397,0.3283333333333333
Christian,-0.0763888888888889,0.1071428571428571,0.1363636363636363,0.2051282051282051,-0.0984848484848484,0.0357142857142857,-0.0681818181818181,0.0426829268292682,-0.0555555555555555,0.0833333333333333,0.09089763556226965,0.8263888888888888,1.1785714285714286,1.0303030303030305,0.9871794871794872,1.0075757575757576,0.9785714285714284,1.1742424242424243,0.8963414634146342,0.7222222222222222,1.0277777777777777,0.982917390874708,0.09553681075022534,0.0,0.0318592592592593,0.3483333333333333
Hindu,-0.0972222222222222,-0.0357142857142857,0.0378787878787878,0.0064102564102564,0.0757575757575757,0.05,-0.0151515151515151,-0.024390243902439,0.1527777777777778,0.0972222222222222,0.05925248870370818,0.8611111111111112,1.0357142857142858,1.0833333333333333,0.9807692307692308,1.196969696969697,0.9928571428571428,0.9545454545454546,0.8048780487804879,0.7916666666666666,0.9861111111111112,0.968795608185852,0.08885629275873176,0.0,0.0060280373831774,0.355
Jewish,0.125,0.0,0.0606060606060606,-0.1217948717948717,0.0227272727272727,-0.0214285714285714,0.0454545454545454,0.0121951219512195,-0.0694444444444444,-0.1111111111111111,0.058976199951809694,0.9583333333333334,0.9642857142857144,1.0,0.9166666666666666,1.0378787878787878,1.1214285714285714,1.0151515151515151,0.8414634146341463,0.8472222222222222,1.0555555555555556,0.9757985781156513,0.08601776949337922,0.0,0.0286764705882353,0.35
Mormon,-0.0625,0.0892857142857142,0.1212121212121212,-0.0384615384615384,-0.0681818181818181,-0.0142857142857142,0.0075757575757575,0.0670731707317073,-0.0555555555555555,-0.0138888888888888,0.05380202791788151,0.8680555555555556,1.0892857142857142,1.0757575757575757,1.0897435897435896,1.0833333333333333,1.0571428571428572,1.25,0.9085365853658536,0.9722222222222222,1.0416666666666667,1.0435744100073365,0.0920409367055708,0.0,0.0300075930144267,0.3066666666666666
Muslim,0.0277777777777777,0.0892857142857142,-0.0075757575757575,-0.0192307692307692,-0.0606060606060606,0.0857142857142857,0.0151515151515151,0.0365853658536585,-0.0972222222222222,0.0694444444444444,0.05085939128622051,0.875,1.1607142857142858,0.8863636363636364,0.903846153846154,1.0606060606060606,1.0142857142857142,1.0303030303030305,0.8902439024390244,0.7916666666666666,0.9305555555555556,0.9543585005780126,0.0695889205645303,0.0,0.0248932676518883,0.3683333333333333
Protestant,-0.0555555555555555,0.0178571428571428,0.0757575757575757,0.0,-0.0454545454545454,0.0571428571428571,0.0378787878787878,-0.0304878048780487,0.2638888888888889,0.0555555555555555,0.06395787139689574,0.9444444444444444,1.0535714285714286,1.0454545454545454,1.0769230769230769,1.0,1.0,1.0378787878787878,0.823170731707317,1.1805555555555556,1.0555555555555556,1.021755412609071,0.10403786592810978,0.0,-0.0249234135667395,0.33
Sikh,-0.0416666666666666,-0.0714285714285714,0.0151515151515151,-0.1602564102564102,0.106060606060606,0.0571428571428571,-0.0303030303030303,-0.0304878048780487,0.0138888888888888,0.2361111111111111,0.07624974618877053,0.8888888888888888,1.1428571428571428,1.0,1.0192307692307692,1.0151515151515151,1.0,1.0,0.8353658536585366,0.9305555555555556,1.0694444444444444,0.9901494169786853,0.07987175426199813,0.0,0.0238532110091743,0.35
Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,0.0373436350257542,0.3233333333333333
