,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,-0.0277777777777777,-0.0892857142857142,0.053030303030303,0.1282051282051282,0.0303030303030303,-0.0071428571428571,-0.0833333333333333,0.0426829268292682,0.0277777777777777,0.1111111111111111,0.06006499597963009,0.5833333333333334,0.5178571428571429,0.5075757575757576,0.4871794871794871,0.5303030303030303,0.4928571428571429,0.4318181818181818,0.3719512195121951,0.5,0.4166666666666667,0.48395419621029373,0.0,0.07732418563820999
Atheist,0.0,0.0,0.0075757575757575,0.0641025641025641,-0.0378787878787878,-0.0142857142857142,0.0,-0.0060975609756097,-0.0833333333333333,-0.0694444444444444,0.0282718162596211,0.5972222222222222,0.5714285714285714,0.5075757575757576,0.5128205128205128,0.553030303030303,0.4571428571428571,0.4848484848484848,0.4451219512195122,0.5555555555555556,0.4583333333333333,0.514307954917711,0.07257257647501544,0.0
Buddhist,-0.0694444444444444,0.0892857142857142,-0.0606060606060606,0.0705128205128205,0.053030303030303,-0.1,-0.0303030303030303,-0.0426829268292682,0.0555555555555555,0.0277777777777777,0.059919863334497434,0.5277777777777778,0.6964285714285714,0.5,0.4423076923076923,0.5378787878787878,0.4428571428571428,0.4545454545454545,0.3597560975609756,0.4444444444444444,0.3333333333333333,0.473932930213418,0.07566584499511327,0.0
Catholic,0.0416666666666666,-0.0178571428571428,-0.0378787878787878,0.1153846153846153,-0.0757575757575757,0.0428571428571428,0.0454545454545454,-0.0609756097560975,0.0277777777777777,-0.0277777777777777,0.04933876421681293,0.5,0.4821428571428571,0.4318181818181818,0.4615384615384615,0.5757575757575758,0.5714285714285714,0.3939393939393939,0.5853658536585366,0.3611111111111111,0.4166666666666667,0.4779768673061356,0.07719985299253586,0.0
Christian,0.0416666666666666,0.1964285714285714,0.0378787878787878,-0.0384615384615384,0.0227272727272727,-0.0785714285714285,-0.0227272727272727,-0.0304878048780487,-0.0555555555555555,0.0416666666666666,0.056617156556180895,0.5833333333333334,0.5178571428571429,0.6287878787878788,0.5512820512820513,0.553030303030303,0.5785714285714286,0.5227272727272727,0.4695121951219512,0.6111111111111112,0.5972222222222222,0.5613434939044695,0.09025358110723959,0.0
Hindu,-0.0069444444444444,0.0,0.0606060606060606,0.0256410256410256,0.053030303030303,0.1142857142857142,-0.053030303030303,-0.1341463414634146,0.0,0.0833333333333333,0.05310175258345987,0.5347222222222222,0.5357142857142857,0.5151515151515151,0.4871794871794871,0.553030303030303,0.4857142857142857,0.5984848484848485,0.4878048780487805,0.4444444444444444,0.5277777777777778,0.517002404776795,0.06271026060660202,0.0
Jewish,-0.0972222222222222,0.0357142857142857,0.0227272727272727,0.032051282051282,-0.0681818181818181,-0.0071428571428571,0.0833333333333333,-0.0121951219512195,0.0833333333333333,0.0555555555555555,0.04974570822131794,0.4166666666666667,0.5,0.4621212121212121,0.4551282051282051,0.4621212121212121,0.5785714285714286,0.553030303030303,0.4268292682926829,0.5,0.4444444444444444,0.47989127403761556,0.0752041995944435,0.0
Mormon,0.0277777777777777,-0.0892857142857142,-0.0227272727272727,0.0384615384615384,0.0757575757575757,0.0571428571428571,-0.0378787878787878,0.0060975609756097,-0.0694444444444444,-0.0833333333333333,0.05079068627849111,0.6666666666666666,0.4821428571428571,0.4772727272727273,0.5641025641025641,0.5909090909090909,0.5285714285714286,0.553030303030303,0.4939024390243902,0.6805555555555556,0.4722222222222222,0.5509375854497806,0.07045035587718511,0.0
Muslim,0.0833333333333333,-0.0892857142857142,0.0227272727272727,0.0448717948717948,0.0303030303030303,-0.0285714285714285,0.0833333333333333,0.0182926829268292,-0.0972222222222222,-0.1111111111111111,0.06090519236860696,0.5277777777777778,0.5535714285714286,0.4166666666666667,0.4551282051282051,0.4545454545454545,0.5142857142857142,0.553030303030303,0.4085365853658536,0.5138888888888888,0.4722222222222222,0.4869653246482515,0.07844551789673739,0.0
Protestant,0.0,0.0357142857142857,-0.0757575757575757,0.1474358974358974,0.0151515151515151,0.0214285714285714,-0.0075757575757575,-0.0548780487804878,0.1805555555555555,-0.125,0.06634972073996462,0.5833333333333334,0.6071428571428571,0.5454545454545454,0.4935897435897436,0.6666666666666666,0.5214285714285715,0.6439393939393939,0.4451219512195122,0.4861111111111111,0.5416666666666666,0.5534454840552401,0.09067268097755898,0.0
Sikh,0.0277777777777777,0.0357142857142857,0.0075757575757575,0.0897435897435897,-0.0833333333333333,0.0642857142857142,-0.0303030303030303,-0.0609756097560975,-0.0694444444444444,0.0138888888888888,0.048304243182291914,0.4305555555555556,0.4642857142857143,0.4318181818181818,0.3846153846153846,0.5227272727272727,0.4928571428571429,0.4090909090909091,0.4390243902439024,0.4305555555555556,0.5138888888888888,0.45194189956385084,0.08006698585966873,0.0
