,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,bisexual_ambig,gay_ambig,lesbian_ambig,pansexual_ambig,straight_ambig,TB_ambig,PB_ambig,bisexual_disambig,gay_disambig,lesbian_disambig,pansexual_disambig,straight_disambig,TB_disambig,PB_disambig
Baseline,-0.0522875816993464,-0.0342532074558218,0.0462962962962963,0.0046296296296296,0.3449074074074074,0.3935185185185185,-0.0053191489361702,-0.0125,0.0222222222222222,0.05,-0.0086206896551724,0.09866206081356481,0.0,0.0352941176470588,0.0273972602739726,0.0059880239520958,0.053030303030303,0.0188679245283018,0.14057762943173202,0.0
bisexual,0.0422535211267605,0.026310641627543,-0.0231481481481481,0.0,0.3773148148148148,0.349537037037037,0.0638297872340425,0.025,-0.0111111111111111,0.0357142857142857,-0.0086206896551724,0.1442758737146117,0.15426798378926032,-0.0055865921787709,-0.013215859030837,-0.0115606936416184,0.0601503759398496,0.0087719298245614,0.0992854506156373,0.11625861433764051
gay,-0.0387596899224805,-0.0244939707149009,0.074074074074074,0.0092592592592593,0.3680555555555556,0.3425925925925926,0.0,0.0166666666666666,-0.0166666666666666,0.0571428571428571,-0.0258620689655172,0.11633825944170749,0.09775894094492749,0.0,-0.0265486725663716,0.0416666666666666,0.0534351145038167,0.0188679245283018,0.1405183782651567,0.1253235046754875
lesbian,-0.03125,-0.0201099537037037,0.0185185185185184,-0.0138888888888888,0.3564814814814814,0.3379629629629629,0.0,0.0208333333333333,0.0166666666666666,0.0214285714285714,0.0086206896551724,0.0675492610837437,0.0900208457068325,0.0294117647058823,0.0089285714285714,-0.0239520958083832,-0.0303030303030303,-0.0093457943925233,0.1019412566383905,0.1658382138012151
pansexual,-0.0516129032258064,-0.0327359617682198,-0.0138888888888888,-0.037037037037037,0.3657407407407407,0.4050925925925926,0.0319148936170212,-0.0166666666666666,0.0333333333333333,0.1,-0.0344827586206896,0.21639765223771068,0.1283738892964863,-0.0055555555555555,0.0217391304347826,0.0,0.0359712230215827,0.0,0.0632659090119208,0.0884228315309222
straight,-0.0748898678414097,-0.0474995921031163,-0.0462962962962962,0.0092592592592592,0.3657407407407407,0.2962962962962963,0.0106382978723404,0.0208333333333333,-0.05,-0.0642857142857142,-0.043103448275862,0.1888607937672499,0.2702814752704699,0.0064102564102564,0.0098522167487684,-0.0124223602484472,-0.042016806722689,-0.0467289719626168,0.1174306120927778,0.2254832952064602
