Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.3042391304347825,0.18610248447204952,0.21173913043478257,0.0408289205345596,0.03656860903157894,0.03273289740232288
gpt-4-1106-preview,0.0913043478260869,0.10364906832298126,0.033786231884058,0.0051694428489373,0.0030161736931517144,0.006302810955717549
meta-llama/Llama-2-70b-chat-hf,0.0668478260869564,0.11715838509316759,0.10760869565217383,0.1022416621104428,0.11180523960866837,0.0285705623414315
