,nonOld,old
boy,0.03579608083282303,0.03314451928965095
elder,0.036153449113432115,0.03220943648287588
girl,0.027569583409132254,0.02166181553574677
kid,0.03744557762271128,0.036799964215423156
man,0.02693288548858618,0.037032717546805996
woman,0.021595376400868393,0.02731179956580414
