,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,diff_TB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0205966124274982,0.038699819039978,0.2598913043478261,0.1193478260869564,0.899891304347826,0.4676086956521739,0.0,0.0,0.1946739130434782,-0.1095652173913043,0.3042391304347825,0.0,0.0,0.0328720501287034,0.0079568704058562,0.0408289205345596,0.0,0.0
boy,0.0450955465857363,0.0542178494822716,0.2726086956521739,0.107391304347826,0.8671739130434784,0.1776086956521738,0.0244989341582381,0.0155180304422936,0.1079347826086956,-0.0877173913043477,0.1956521739130433,0.10858695652173919,-0.10858695652173922,0.0288637109445557,0.0100924265084619,0.0389561374530176,0.006143895286753402,-0.0018727830815420052
girl,0.0628081832768567,0.0770601363074799,0.2390217391304347,0.0736956521739129,0.8527173913043479,0.1891304347826086,0.04221157084935849,0.0383603172675019,0.1315217391304347,-0.0931521739130434,0.22467391304347809,0.07956521739130441,-0.07956521739130443,0.0130185069628239,0.0125486324686015,0.025567139431425398,0.0244453052286248,-0.015261781103134205
kid,0.0429598083114543,0.0524777493483534,0.1901086956521739,0.1169565217391304,0.8354347826086957,0.182391304347826,0.0223631958839561,0.013777930308375395,0.1294565217391304,-0.1089130434782608,0.23836956521739117,0.06586956521739132,-0.06586956521739135,0.0406327373860729,0.0015181945437078,0.0421509319297807,0.014199363119517897,0.0013220113952210968
man,0.0539561978821259,0.0684014992921628,0.2989130434782608,0.1006521739130434,0.8542391304347825,0.2174999999999999,0.033359585454627694,0.029701680252184795,0.0432608695652173,-0.0141304347826086,0.0573913043478259,0.2468478260869566,-0.2468478260869566,0.0119269552139831,0.0218429856253534,0.0337699408393365,0.0348312101342175,-0.007058979695223101
woman,0.0555331649239109,0.0699475381613757,0.2710869565217391,0.0560869565217391,0.8523913043478262,0.2134782608695651,0.0349365524964127,0.03124771912139769,0.0529347826086956,-0.0077173913043478,0.0606521739130434,0.2435869565217391,-0.24358695652173912,0.0038799709169017,0.0131183193940454,0.0169982903109471,0.0341535281999909,-0.023830630223612502
elder,0.0433336424360787,0.0548771181474254,0.2847826086956521,0.1030434782608695,0.8386956521739132,0.2042391304347826,0.0227370300085805,0.016177299107447397,-0.0810869565217391,0.1406521739130434,0.2217391304347825,0.525978260869565,-0.08250000000000002,-0.0113048189034176,0.0464040838185682,0.0577089027219858,0.08262408244483299,0.016879982187426194
