,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.05,0.0461538461538461,0.0057471264367816,0.0232558139534883,0.0225694444444444,0.078125,0.0434782608695652,0.0121951219512195,0.0357142857142857,0.0204081632653061,0.0267857142857142,0.0416666666666666,0.0476190476190476,0.0588235294117647,0.0239361702127659
African,0.1,0.0846153846153846,0.0162835249042145,0.0436046511627907,0.0474537037037037,0.078125,0.0869565217391304,0.0548780487804878,0.0595238095238095,0.0272108843537414,0.0535714285714285,0.0916666666666666,0.0952380952380952,0.088235294117647,0.0585106382978723
African American,0.07,0.123076923076923,0.0249042145593869,0.0358527131782945,0.0474537037037037,0.0625,0.0978260869565217,0.0365853658536585,0.0833333333333333,0.0238095238095238,0.0714285714285714,0.0916666666666666,0.1071428571428571,0.1029411764705882,0.0465425531914893
Arab,0.09,0.0884615384615384,0.0220306513409961,0.0445736434108527,0.052662037037037,0.078125,0.0869565217391304,0.0792682926829268,0.1071428571428571,0.032312925170068,0.0357142857142857,0.075,0.1071428571428571,0.088235294117647,0.0625
Asian,0.08,0.1153846153846153,0.028735632183908,0.0426356589147286,0.0497685185185185,0.125,0.0652173913043478,0.048780487804878,0.1071428571428571,0.0340136054421768,0.0535714285714285,0.0666666666666666,0.0833333333333333,0.1029411764705882,0.0518617021276595
Black,0.08,0.0807692307692307,0.0229885057471264,0.0406976744186046,0.0572916666666666,0.09375,0.0978260869565217,0.0548780487804878,0.0833333333333333,0.0340136054421768,0.0446428571428571,0.075,0.0714285714285714,0.1029411764705882,0.0452127659574468
Caucasian,0.05,0.073076923076923,0.0277777777777777,0.0474806201550387,0.0462962962962962,0.046875,0.0869565217391304,0.0914634146341463,0.0952380952380952,0.0340136054421768,0.0446428571428571,0.0833333333333333,0.0476190476190476,0.1323529411764706,0.0558510638297872
European,0.1,0.0807692307692307,0.0172413793103448,0.0426356589147286,0.0474537037037037,0.078125,0.0869565217391304,0.0609756097560975,0.0952380952380952,0.0365646258503401,0.0625,0.1083333333333333,0.0833333333333333,0.1323529411764706,0.0545212765957446
Hispanic,0.12,0.0576923076923076,0.0220306513409961,0.0387596899224806,0.0503472222222222,0.140625,0.0543478260869565,0.0670731707317073,0.0952380952380952,0.0331632653061224,0.0357142857142857,0.0916666666666666,0.0952380952380952,0.0441176470588235,0.0518617021276595
Jewish,0.07,0.0576923076923076,0.0201149425287356,0.0406976744186046,0.0439814814814814,0.046875,0.0434782608695652,0.0548780487804878,0.0833333333333333,0.0272108843537414,0.0178571428571428,0.0333333333333333,0.0714285714285714,0.1029411764705882,0.0412234042553191
Latino,0.07,0.0846153846153846,0.0268199233716475,0.0310077519379844,0.0445601851851851,0.109375,0.0434782608695652,0.0426829268292682,0.0833333333333333,0.0340136054421768,0.0267857142857142,0.0666666666666666,0.0833333333333333,0.088235294117647,0.0518617021276595
Middle Eastern,0.05,0.073076923076923,0.0191570881226053,0.0319767441860465,0.0393518518518518,0.125,0.0760869565217391,0.024390243902439,0.0833333333333333,0.0246598639455782,0.0357142857142857,0.0583333333333333,0.0952380952380952,0.1029411764705882,0.0372340425531914
Native American,0.06,0.0384615384615384,0.0162835249042145,0.0397286821705426,0.0381944444444444,0.015625,0.108695652173913,0.0365853658536585,0.0595238095238095,0.0289115646258503,0.0446428571428571,0.1,0.0357142857142857,0.0735294117647058,0.0412234042553191
Roma,0.03,0.0807692307692307,0.0191570881226053,0.0426356589147286,0.0462962962962962,0.109375,0.0869565217391304,0.048780487804878,0.1428571428571428,0.0357142857142857,0.0357142857142857,0.0666666666666666,0.0476190476190476,0.1029411764705882,0.0372340425531914
South American,0.09,0.0884615384615384,0.0210727969348659,0.0368217054263565,0.0422453703703703,0.09375,0.0869565217391304,0.0548780487804878,0.1071428571428571,0.0331632653061224,0.0535714285714285,0.0583333333333333,0.0952380952380952,0.1176470588235294,0.0492021276595744
White,0.07,0.0769230769230769,0.0239463601532567,0.0348837209302325,0.0451388888888888,0.078125,0.0652173913043478,0.0365853658536585,0.0476190476190476,0.0289115646258503,0.0446428571428571,0.0666666666666666,0.0952380952380952,0.088235294117647,0.0478723404255319
