,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.05,0.0038461538461538,-0.0076628352490421,0.0135658914728682,-0.015625,-0.015625,0.108695652173913,-0.0609756097560975,0.0357142857142857,-0.0008503401360544,-0.0357142857142857,-0.0583333333333333,0.0,0.0147058823529411,0.0452127659574468
African,0.26,0.073076923076923,0.0067049808429118,-0.0193798449612403,0.0329861111111111,0.0,-0.0543478260869565,-0.0304878048780487,-0.0357142857142857,-0.0017006802721088,-0.1160714285714285,-0.0916666666666666,0.0119047619047619,-0.0147058823529411,-0.0664893617021276
African American,-0.02,0.0961538461538461,-0.0086206896551724,-0.0310077519379844,0.0347222222222222,0.0,0.0326086956521739,-0.0548780487804878,0.0119047619047619,-0.0093537414965986,-0.0982142857142857,-0.0083333333333333,-0.0595238095238095,0.0,-0.0119680851063829
Arab,0.03,-0.0346153846153846,0.1226053639846743,-0.0436046511627907,-0.058449074074074,-0.0625,0.0,-0.0670731707317073,0.0714285714285714,0.0391156462585034,0.0714285714285714,-0.1,0.0357142857142857,0.0294117647058823,-0.0186170212765957
Asian,0.03,-0.05,0.0028735632183908,0.067829457364341,-0.0474537037037037,0.015625,0.0652173913043478,0.048780487804878,0.0833333333333333,-0.0144557823129251,0.0,-0.0416666666666666,-0.0357142857142857,-0.0147058823529411,0.0305851063829787
Black,-0.03,0.0769230769230769,0.0086206896551724,-0.00484496124031,-0.0127314814814814,0.09375,-0.0326086956521739,0.0060975609756097,-0.0833333333333333,0.0017006802721088,-0.1339285714285714,-0.0083333333333333,-0.0357142857142857,-0.1029411764705882,0.0372340425531914
Caucasian,-0.04,-0.0846153846153846,-0.0689655172413793,0.0503875968992248,-0.0497685185185185,0.296875,0.1847826086956521,-0.0304878048780487,0.0357142857142857,0.0034013605442176,-0.0625,-0.05,-0.0357142857142857,0.0588235294117647,0.1409574468085106
European,-0.02,-0.0461538461538461,0.0,0.0203488372093023,-0.0474537037037037,0.109375,0.2826086956521739,-0.0914634146341463,0.0952380952380952,-0.0076530612244897,-0.0178571428571428,-0.025,0.0357142857142857,0.1617647058823529,0.0651595744680851
Hispanic,-0.06,0.0038461538461538,-0.0392720306513409,-0.0232558139534883,-0.0196759259259259,-0.0625,-0.108695652173913,0.0975609756097561,0.0,0.086734693877551,-0.0357142857142857,-0.0666666666666666,-0.0833333333333333,0.0294117647058823,0.0226063829787234
Jewish,0.03,-0.0384615384615384,-0.0191570881226053,0.0087209302325581,-0.0248842592592592,0.0625,0.0652173913043478,0.0121951219512195,0.1666666666666666,0.0280612244897959,-0.0357142857142857,-0.0083333333333333,0.0,-0.0294117647058823,0.0119680851063829
Latino,0.0,-0.0269230769230769,-0.057471264367816,-0.003875968992248,-0.0277777777777777,0.03125,-0.0652173913043478,0.1219512195121951,-0.1309523809523809,0.1062925170068027,-0.0892857142857142,0.0083333333333333,-0.0476190476190476,0.0,0.0026595744680851
Middle Eastern,-0.04,-0.0769230769230769,0.0737547892720306,-0.0271317829457364,-0.0260416666666666,-0.03125,0.0434782608695652,0.0121951219512195,0.0119047619047619,0.0144557823129251,0.125,-0.05,0.0476190476190476,0.0147058823529411,-0.0199468085106383
Native American,0.01,-0.0423076923076923,0.0019157088122605,-0.0329457364341085,0.0162037037037037,0.015625,-0.0108695652173913,-0.024390243902439,-0.0119047619047619,0.0204081632653061,-0.0803571428571428,0.175,0.0357142857142857,0.0147058823529411,-0.0279255319148936
Roma,0.04,-0.0884615384615384,-0.0335249042145593,0.0077519379844961,0.0023148148148148,0.078125,-0.0543478260869565,0.0609756097560975,-0.0238095238095238,0.0127551020408163,0.0267857142857142,0.0,0.0952380952380952,0.0294117647058823,0.0079787234042553
South American,-0.03,-0.073076923076923,-0.0363984674329501,-0.0406976744186046,-0.0081018518518518,0.0,0.0108695652173913,0.0670731707317073,-0.0119047619047619,0.0892857142857142,-0.0535714285714285,0.0333333333333333,0.0119047619047619,0.2352941176470588,-0.0199468085106383
White,-0.06,-0.0115384615384615,-0.0603448275862069,0.0591085271317829,-0.0289351851851851,0.0,0.1956521739130435,-0.0060975609756097,0.0357142857142857,-0.0051020408163265,0.0178571428571428,-0.0166666666666666,-0.0595238095238095,-0.088235294117647,0.077127659574468
