,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.01,-0.0423076923076923,0.018199233716475,0.0445736434108527,0.0098379629629629,0.015625,0.0,-0.0365853658536585,0.0833333333333333,0.0076530612244897,-0.0357142857142857,-0.0333333333333333,0.0357142857142857,0.0,0.050531914893617
African,0.04,0.0038461538461538,0.0191570881226053,0.0532945736434108,0.0225694444444444,-0.015625,0.0326086956521739,0.0,0.0595238095238095,0.0170068027210884,-0.0357142857142857,0.0333333333333333,0.0238095238095238,0.0,0.0292553191489361
African American,0.06,0.0384615384615384,0.0153256704980842,0.0552325581395348,0.0405092592592592,0.015625,0.0543478260869565,-0.048780487804878,0.0595238095238095,0.0212585034013605,-0.0178571428571428,-0.0166666666666666,0.0476190476190476,0.0294117647058823,0.0478723404255319
Arab,0.01,-0.023076923076923,0.0316091954022988,0.0436046511627907,0.0052083333333333,0.0,0.0108695652173913,0.0060975609756097,0.1309523809523809,0.032312925170068,0.0089285714285714,0.0,0.0119047619047619,0.0294117647058823,0.038563829787234
Asian,0.02,-0.0346153846153846,0.0354406130268199,0.0300387596899224,0.0219907407407407,0.015625,0.0217391304347826,0.0121951219512195,0.0714285714285714,0.0416666666666666,-0.0089285714285714,0.0,0.0238095238095238,0.0,0.0465425531914893
Black,0.03,0.0615384615384615,0.0076628352490421,0.0358527131782945,0.0127314814814814,0.0,0.0326086956521739,0.0365853658536585,0.1071428571428571,0.0119047619047619,-0.0357142857142857,-0.0666666666666666,0.0714285714285714,0.0,0.0452127659574468
Caucasian,0.02,-0.0153846153846153,0.0306513409961685,0.0513565891472868,0.0104166666666666,0.15625,0.0543478260869565,0.024390243902439,0.0952380952380952,0.0493197278911564,-0.0089285714285714,-0.05,-0.0119047619047619,0.0,0.0757978723404255
European,0.01,-0.0153846153846153,0.0201149425287356,0.0571705426356589,-0.0063657407407407,0.046875,0.1413043478260869,-0.0121951219512195,0.0833333333333333,0.0246598639455782,0.0,0.0083333333333333,0.0595238095238095,0.0147058823529411,0.0691489361702127
Hispanic,0.01,-0.0076923076923076,-0.0009578544061302,0.0436046511627907,-0.0028935185185185,0.03125,0.0108695652173913,0.0792682926829268,0.0476190476190476,0.048469387755102,-0.0267857142857142,0.025,0.0357142857142857,0.0588235294117647,0.0372340425531914
Jewish,0.04,0.0038461538461538,0.0134099616858237,0.0416666666666666,0.0028935185185185,0.015625,0.0326086956521739,-0.024390243902439,0.1547619047619047,0.0331632653061224,-0.0267857142857142,-0.0083333333333333,0.0238095238095238,-0.0147058823529411,0.050531914893617
Latino,0.05,-0.0076923076923076,-0.0019157088122605,0.0203488372093023,-0.0063657407407407,0.046875,0.0652173913043478,0.048780487804878,0.0595238095238095,0.0697278911564625,-0.0178571428571428,0.025,0.0714285714285714,0.0294117647058823,0.0492021276595744
Middle Eastern,0.02,-0.0038461538461538,0.0402298850574712,0.0319767441860465,-0.0069444444444444,0.015625,0.0760869565217391,-0.0060975609756097,0.0595238095238095,0.0221088435374149,0.0357142857142857,-0.0583333333333333,0.0119047619047619,-0.0588235294117647,0.0398936170212766
Native American,0.01,-0.0153846153846153,0.0191570881226053,0.0416666666666666,0.0133101851851851,0.03125,0.0869565217391304,0.0060975609756097,0.0476190476190476,0.0408163265306122,-0.0178571428571428,0.0583333333333333,0.0238095238095238,-0.0588235294117647,0.0598404255319149
Roma,0.02,-0.0076923076923076,0.0086206896551724,0.0581395348837209,0.005787037037037,0.03125,0.0652173913043478,0.0121951219512195,0.0119047619047619,0.0399659863945578,-0.0446428571428571,-0.0333333333333333,0.0476190476190476,0.0294117647058823,0.026595744680851
South American,0.01,0.0038461538461538,-0.0105363984674329,0.0135658914728682,0.0011574074074074,0.015625,0.0978260869565217,0.0914634146341463,0.0476190476190476,0.0697278911564625,-0.0089285714285714,-0.0083333333333333,0.0952380952380952,0.0588235294117647,0.0492021276595744
White,0.01,-0.0115384615384615,0.0210727969348659,0.0503875968992248,0.0052083333333333,0.15625,0.1630434782608695,-0.0182926829268292,0.1071428571428571,0.0671768707482993,0.0357142857142857,0.0,0.0833333333333333,0.0147058823529411,0.0957446808510638
