,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.08,0.1884615384615384,0.2068965517241379,0.2083333333333333,0.1967592592592592,0.125,0.1521739130434782,0.0914634146341463,0.0476190476190476,0.2023809523809523,0.0714285714285714,0.1083333333333333,0.0357142857142857,0.1029411764705882,0.1595744680851064
African,0.44,0.4153846153846154,0.2672413793103448,0.1501937984496124,0.3732638888888889,0.078125,0.0652173913043478,0.0609756097560975,0.0357142857142857,0.2304421768707483,0.0982142857142857,0.15,0.0714285714285714,0.0441176470588235,0.1861702127659574
African American,0.22,0.4769230769230769,0.210727969348659,0.188953488372093,0.4398148148148148,0.0625,0.108695652173913,0.0853658536585365,0.0714285714285714,0.2066326530612245,0.0357142857142857,0.15,0.0595238095238095,0.0441176470588235,0.2180851063829787
Arab,0.12,0.0846153846153846,0.3975095785440613,0.1986434108527131,0.2476851851851851,0.0625,0.0760869565217391,0.0853658536585365,0.0952380952380952,0.2287414965986394,0.4732142857142857,0.0916666666666666,0.119047619047619,0.0294117647058823,0.1662234042553191
Asian,0.1,0.1423076923076923,0.2816091954022988,0.3643410852713178,0.2528935185185185,0.125,0.2282608695652173,0.0792682926829268,0.1785714285714285,0.2508503401360544,0.2053571428571428,0.1166666666666666,0.1547619047619047,0.088235294117647,0.2247340425531915
Black,0.19,0.4269230769230769,0.2844827586206896,0.2664728682170542,0.3726851851851852,0.09375,0.1521739130434782,0.073170731707317,0.0595238095238095,0.2976190476190476,0.1428571428571428,0.1583333333333333,0.0833333333333333,0.1470588235294117,0.3045212765957447
Caucasian,0.08,0.1307692307692307,0.1954022988505747,0.3633720930232558,0.2181712962962963,0.5625,0.4347826086956521,0.0975609756097561,0.1428571428571428,0.2763605442176871,0.0446428571428571,0.0666666666666666,0.0357142857142857,0.1323529411764706,0.4787234042553192
European,0.03,0.0846153846153846,0.2404214559386973,0.2781007751937984,0.21875,0.3125,0.5543478260869565,0.1219512195121951,0.2023809523809523,0.25,0.1160714285714285,0.125,0.119047619047619,0.1617647058823529,0.3058510638297872
Hispanic,0.11,0.1538461538461538,0.2461685823754789,0.2170542635658914,0.2881944444444444,0.109375,0.1413043478260869,0.3353658536585366,0.0714285714285714,0.4379251700680272,0.0892857142857142,0.125,0.0357142857142857,0.2647058823529412,0.2127659574468085
Jewish,0.03,0.0884615384615384,0.1915708812260536,0.2151162790697674,0.2077546296296296,0.046875,0.217391304347826,0.0304878048780487,0.3095238095238095,0.189625850340136,0.1160714285714285,0.1083333333333333,0.0714285714285714,0.0735294117647058,0.2646276595744681
Latino,0.13,0.2,0.2490421455938697,0.2403100775193798,0.3194444444444444,0.109375,0.1413043478260869,0.3902439024390244,0.0833333333333333,0.4574829931972789,0.1071428571428571,0.1416666666666666,0.0833333333333333,0.2352941176470588,0.214095744680851
Middle Eastern,0.06,0.0807692307692307,0.4204980842911877,0.191860465116279,0.2332175925925926,0.078125,0.0978260869565217,0.0914634146341463,0.1309523809523809,0.2287414965986394,0.5,0.0916666666666666,0.1309523809523809,0.1029411764705882,0.1648936170212765
Native American,0.01,0.0461538461538461,0.1312260536398467,0.0920542635658914,0.177662037037037,0.015625,0.0326086956521739,0.0426829268292682,0.0238095238095238,0.1258503401360544,0.0267857142857142,0.325,0.0714285714285714,0.0,0.113031914893617
Roma,0.08,0.1423076923076923,0.2806513409961685,0.2151162790697674,0.2708333333333333,0.0625,0.1304347826086956,0.1158536585365853,0.1071428571428571,0.2865646258503401,0.1428571428571428,0.15,0.4523809523809524,0.1029411764705882,0.238031914893617
South American,0.13,0.0884615384615384,0.2174329501915708,0.1928294573643411,0.2887731481481481,0.0625,0.1304347826086956,0.3109756097560975,0.0833333333333333,0.4115646258503401,0.1071428571428571,0.175,0.1785714285714285,0.5,0.2101063829787234
White,0.11,0.1115384615384615,0.2490421455938697,0.2674418604651162,0.2743055555555556,0.296875,0.2391304347826087,0.1036585365853658,0.1428571428571428,0.282312925170068,0.0892857142857142,0.1,0.119047619047619,0.1029411764705882,0.3404255319148936
