,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.01,0.0423076923076923,0.003831417624521,0.0116279069767441,0.0109953703703703,0.03125,0.0326086956521739,0.0060975609756097,0.0119047619047619,0.0085034013605442,0.0,0.025,0.0119047619047619,0.0,0.0106382978723404
African,0.08,0.0923076923076923,0.0210727969348659,0.0281007751937984,0.0445601851851851,0.0,0.0434782608695652,0.0426829268292682,0.0238095238095238,0.0306122448979591,0.0089285714285714,0.05,0.0357142857142857,0.0441176470588235,0.038563829787234
African American,0.07,0.1115384615384615,0.0325670498084291,0.0281007751937984,0.0700231481481481,0.0625,0.0326086956521739,0.0670731707317073,0.0714285714285714,0.0246598639455782,0.0,0.0583333333333333,0.0714285714285714,0.0441176470588235,0.0359042553191489
Arab,0.06,0.0423076923076923,0.0402298850574712,0.0348837209302325,0.0393518518518518,0.0625,0.0434782608695652,0.0121951219512195,0.0357142857142857,0.0399659863945578,0.0714285714285714,0.0666666666666666,0.0476190476190476,0.0588235294117647,0.0319148936170212
Asian,0.06,0.0192307692307692,0.0296934865900383,0.0310077519379844,0.0289351851851851,0.046875,0.0869565217391304,0.0609756097560975,0.0595238095238095,0.032312925170068,0.0357142857142857,0.025,0.0238095238095238,0.0294117647058823,0.0226063829787234
Black,0.07,0.073076923076923,0.0258620689655172,0.0339147286821705,0.0434027777777777,0.046875,0.0326086956521739,0.0426829268292682,0.0357142857142857,0.0246598639455782,0.0357142857142857,0.075,0.0714285714285714,0.0735294117647058,0.0212765957446808
Caucasian,0.06,0.0807692307692307,0.0335249042145593,0.0397286821705426,0.0376157407407407,0.125,0.0978260869565217,0.0548780487804878,0.0833333333333333,0.0357142857142857,0.0357142857142857,0.0666666666666666,0.0476190476190476,0.0294117647058823,0.0571808510638297
European,0.05,0.0461538461538461,0.018199233716475,0.0155038759689922,0.0347222222222222,0.03125,0.0869565217391304,0.0426829268292682,0.0833333333333333,0.0289115646258503,0.0089285714285714,0.0333333333333333,0.0595238095238095,0.0294117647058823,0.0292553191489361
Hispanic,0.04,0.0769230769230769,0.0210727969348659,0.0281007751937984,0.046875,0.0625,0.0108695652173913,0.0670731707317073,0.0714285714285714,0.0382653061224489,0.0089285714285714,0.0333333333333333,0.0357142857142857,0.0441176470588235,0.0292553191489361
Jewish,0.03,0.0538461538461538,0.0277777777777777,0.0310077519379844,0.0329861111111111,0.015625,0.0652173913043478,0.0426829268292682,0.0714285714285714,0.0314625850340136,0.0178571428571428,0.0583333333333333,0.0595238095238095,0.0294117647058823,0.0425531914893617
Latino,0.01,0.0653846153846153,0.0172413793103448,0.0290697674418604,0.0364583333333333,0.03125,0.0326086956521739,0.0548780487804878,0.0238095238095238,0.0391156462585034,0.0267857142857142,0.05,0.0357142857142857,0.0735294117647058,0.0279255319148936
Middle Eastern,0.02,0.0615384615384615,0.0478927203065134,0.0261627906976744,0.0445601851851851,0.03125,0.0326086956521739,0.0304878048780487,0.0476190476190476,0.0331632653061224,0.0892857142857142,0.0666666666666666,0.0595238095238095,0.0441176470588235,0.0239361702127659
Native American,0.01,0.0423076923076923,0.0268199233716475,0.0232558139534883,0.042824074074074,0.03125,0.0217391304347826,0.0426829268292682,0.0119047619047619,0.032312925170068,0.0089285714285714,0.1083333333333333,0.1071428571428571,0.0588235294117647,0.0332446808510638
Roma,0.06,0.0615384615384615,0.0306513409961685,0.0339147286821705,0.0387731481481481,0.078125,0.0652173913043478,0.0365853658536585,0.0476190476190476,0.0374149659863945,0.0089285714285714,0.1166666666666666,0.1428571428571428,0.0147058823529411,0.0319148936170212
South American,0.06,0.0346153846153846,0.0239463601532567,0.0281007751937984,0.0295138888888888,0.03125,0.0326086956521739,0.0609756097560975,0.0476190476190476,0.0382653061224489,0.0089285714285714,0.0583333333333333,0.0714285714285714,0.0735294117647058,0.0226063829787234
White,0.04,0.0615384615384615,0.0191570881226053,0.0348837209302325,0.0358796296296296,0.09375,0.0978260869565217,0.0365853658536585,0.1071428571428571,0.0391156462585034,0.0535714285714285,0.075,0.0476190476190476,0.0441176470588235,0.0492021276595744
