,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.0,-0.0269230769230769,0.0028735632183908,0.0717054263565891,-0.0353009259259259,0.109375,0.0,0.0182926829268292,0.0952380952380952,0.026360544217687,-0.1517857142857142,-0.1333333333333333,-0.0119047619047619,-0.0735294117647058,0.0904255319148936
African,0.05,0.0,0.0392720306513409,0.066860465116279,-0.0104166666666666,0.03125,0.0869565217391304,0.0182926829268292,0.0238095238095238,0.0416666666666666,-0.0178571428571428,-0.075,0.0714285714285714,0.0294117647058823,0.0757978723404255
African American,-0.1,0.1192307692307692,0.0067049808429118,0.0406976744186046,0.0653935185185185,-0.078125,0.1413043478260869,0.0182926829268292,0.0119047619047619,0.0586734693877551,0.0178571428571428,-0.0583333333333333,-0.0476190476190476,0.0441176470588235,0.0598404255319149
Arab,-0.03,-0.0153846153846153,0.082375478927203,0.0891472868217054,-0.0509259259259259,-0.09375,-0.0760869565217391,0.0,0.0476190476190476,0.0442176870748299,0.0446428571428571,-0.0666666666666666,0.0357142857142857,0.1323529411764706,0.0279255319148936
Asian,0.04,-0.0923076923076923,0.0354406130268199,0.0988372093023255,-0.0439814814814814,0.046875,0.1304347826086956,0.0060975609756097,0.0,0.0340136054421768,0.0,-0.0666666666666666,-0.0119047619047619,0.0441176470588235,0.1768617021276596
Black,0.02,0.0115384615384615,-0.1005747126436781,0.1075581395348837,-0.0462962962962962,0.15625,0.0434782608695652,-0.0365853658536585,0.0714285714285714,0.0391156462585034,-0.0357142857142857,-0.05,0.0833333333333333,0.1176470588235294,0.101063829787234
Caucasian,0.02,-0.0807692307692307,-0.0651340996168582,0.1230620155038759,-0.0190972222222222,0.328125,0.2934782608695652,-0.0060975609756097,-0.0119047619047619,0.0433673469387755,-0.0446428571428571,-0.0583333333333333,-0.0119047619047619,0.1029411764705882,0.1502659574468085
European,0.07,-0.073076923076923,-0.0316091954022988,0.1375968992248062,-0.0688657407407407,0.125,0.3260869565217391,0.0,0.1785714285714285,0.0892857142857142,-0.125,-0.0833333333333333,-0.0238095238095238,0.1323529411764706,0.113031914893617
Hispanic,0.04,-0.0538461538461538,-0.0086206896551724,0.0513565891472868,-0.0416666666666666,-0.03125,-0.0108695652173913,0.1890243902439024,0.0238095238095238,0.1632653061224489,-0.0178571428571428,-0.075,0.1428571428571428,0.1911764705882352,0.0970744680851063
Jewish,-0.02,-0.0115384615384615,0.0249042145593869,0.0697674418604651,0.0295138888888888,0.109375,0.0326086956521739,0.024390243902439,0.2619047619047619,0.0170068027210884,-0.0178571428571428,-0.0333333333333333,0.0,-0.0294117647058823,0.0811170212765957
Latino,0.03,-0.0538461538461538,0.0191570881226053,0.0222868217054263,-0.0144675925925925,0.09375,-0.0108695652173913,0.1341463414634146,-0.0119047619047619,0.1130952380952381,-0.125,-0.025,0.0,0.1764705882352941,0.1316489361702127
Middle Eastern,0.04,-0.0576923076923076,0.1695402298850574,-0.003875968992248,-0.0254629629629629,0.078125,-0.0434782608695652,0.0121951219512195,0.0,0.0034013605442176,0.1071428571428571,-0.0833333333333333,0.0,0.1911764705882352,0.089095744680851
Native American,0.01,-0.0076923076923076,0.0268199233716475,0.0697674418604651,0.0283564814814814,-0.046875,-0.0326086956521739,-0.048780487804878,0.0119047619047619,0.0561224489795918,0.0089285714285714,0.125,-0.0238095238095238,0.0294117647058823,0.0372340425531914
Roma,0.05,-0.073076923076923,0.0124521072796934,0.0939922480620155,-0.0092592592592592,0.078125,0.108695652173913,-0.0548780487804878,0.1666666666666666,0.0136054421768707,-0.1428571428571428,-0.0666666666666666,0.1785714285714285,0.0294117647058823,0.0398936170212766
South American,0.08,-0.0576923076923076,0.003831417624521,0.0600775193798449,-0.0202546296296296,0.09375,0.0869565217391304,0.0914634146341463,-0.1428571428571428,0.1037414965986394,-0.0267857142857142,-0.1083333333333333,0.0119047619047619,0.2352941176470588,0.0332446808510638
White,0.05,-0.0538461538461538,-0.0517241379310344,0.0746124031007751,-0.0086805555555555,0.109375,0.0978260869565217,0.0,0.1309523809523809,0.0442176870748299,-0.0267857142857142,-0.0333333333333333,0.0357142857142857,0.0294117647058823,0.1529255319148936
