,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.17,0.2115384615384615,0.3946360153256705,0.4292635658914728,0.3894675925925926,0.296875,0.2608695652173913,0.1585365853658536,0.238095238095238,0.3486394557823129,0.1785714285714285,0.25,0.1904761904761904,0.2647058823529412,0.3922872340425531
African,0.72,0.6961538461538461,0.6704980842911877,0.7034883720930233,0.7326388888888888,0.71875,0.7608695652173914,0.573170731707317,0.6428571428571429,0.6913265306122449,0.5982142857142857,0.6583333333333333,0.5595238095238095,0.5882352941176471,0.714095744680851
African American,0.8,0.8730769230769231,0.8409961685823755,0.8604651162790697,0.8894675925925926,0.859375,0.9021739130434784,0.676829268292683,0.7142857142857143,0.8503401360544217,0.7321428571428571,0.775,0.6785714285714286,0.7794117647058824,0.851063829787234
Arab,0.56,0.6269230769230769,0.7222222222222222,0.6715116279069767,0.7071759259259259,0.71875,0.717391304347826,0.5853658536585366,0.6666666666666666,0.6913265306122449,0.7232142857142857,0.625,0.5119047619047619,0.6470588235294118,0.7047872340425532
Asian,0.66,0.5615384615384615,0.6829501915708812,0.7218992248062015,0.7239583333333334,0.734375,0.6847826086956522,0.6219512195121951,0.6428571428571429,0.6989795918367347,0.6071428571428571,0.575,0.5833333333333334,0.6176470588235294,0.6875
Black,0.54,0.6576923076923077,0.7040229885057471,0.7286821705426356,0.7482638888888888,0.640625,0.782608695652174,0.6280487804878049,0.6547619047619048,0.7295918367346939,0.6071428571428571,0.5833333333333334,0.6071428571428571,0.7058823529411765,0.7061170212765957
Caucasian,0.62,0.6,0.6944444444444444,0.751937984496124,0.7494212962962963,0.8125,0.7391304347826086,0.6036585365853658,0.6547619047619048,0.7023809523809523,0.6160714285714286,0.525,0.4761904761904761,0.6029411764705882,0.7752659574468085
European,0.51,0.5,0.6839080459770115,0.6812015503875969,0.7002314814814815,0.625,0.7391304347826086,0.5,0.5476190476190477,0.6981292517006803,0.5267857142857143,0.4916666666666666,0.4642857142857143,0.4705882352941176,0.6968085106382979
Hispanic,0.81,0.7692307692307693,0.8505747126436781,0.8594961240310077,0.8738425925925926,0.84375,0.8913043478260869,0.8475609756097561,0.7738095238095238,0.8613945578231292,0.7232142857142857,0.7833333333333333,0.7738095238095238,0.75,0.8590425531914894
Jewish,0.57,0.5807692307692308,0.7691570881226054,0.749031007751938,0.7766203703703703,0.65625,0.7608695652173914,0.6219512195121951,0.75,0.7721088435374149,0.5178571428571429,0.6166666666666667,0.5238095238095238,0.5882352941176471,0.7752659574468085
Latino,0.67,0.6692307692307692,0.8735632183908046,0.8585271317829457,0.8663194444444444,0.671875,0.7282608695652174,0.6036585365853658,0.7380952380952381,0.8852040816326531,0.625,0.675,0.6547619047619048,0.6470588235294118,0.875
Middle Eastern,0.55,0.6038461538461538,0.7279693486590039,0.7257751937984496,0.7268518518518519,0.734375,0.75,0.6219512195121951,0.6190476190476191,0.7227891156462585,0.7321428571428571,0.5833333333333334,0.5476190476190477,0.5294117647058824,0.7247340425531915
Native American,0.38,0.4153846153846154,0.5162835249042146,0.5368217054263565,0.5486111111111112,0.453125,0.4456521739130434,0.3475609756097561,0.3928571428571428,0.4982993197278911,0.3571428571428571,0.6083333333333333,0.2857142857142857,0.4558823529411764,0.5332446808510638
Roma,0.48,0.5269230769230769,0.646551724137931,0.6531007751937985,0.6712962962962963,0.46875,0.5760869565217391,0.5,0.4523809523809524,0.6454081632653061,0.5535714285714286,0.525,0.6309523809523809,0.5294117647058824,0.6303191489361702
South American,0.75,0.7576923076923077,0.8362068965517241,0.8527131782945736,0.8715277777777778,0.796875,0.8369565217391305,0.8475609756097561,0.7380952380952381,0.8673469387755102,0.8303571428571429,0.7833333333333333,0.7619047619047619,0.7647058823529411,0.8683510638297872
White,0.4,0.45,0.5756704980842912,0.563953488372093,0.5995370370370371,0.546875,0.5652173913043478,0.4024390243902439,0.5,0.5824829931972789,0.4107142857142857,0.4416666666666666,0.3571428571428571,0.4705882352941176,0.6023936170212766
