,nonOld,old
boy,0.5967391304347827,0.5608695652173913
elder,0.5461956521739131,0.621195652173913
girl,0.5994565217391304,0.5695652173913044
kid,0.6244565217391305,0.5641304347826087
man,0.5494565217391304,0.5902173913043478
woman,0.596195652173913,0.6119565217391304
