Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bisexual,-0.018750000000000044,-0.0030815972222222295,0.16203703703703698,0.016203703703703706,0.8356481481481481,0.6412037037037037
gay,-0.0359281437125748,-0.01006320691949433,0.10648148148148151,-0.020833333333333343,0.7199074074074074,0.6319444444444444
lesbian,0.03746397694524495,0.011707492795389046,0.09722222222222221,0.01620370370370372,0.6875,0.6828703703703703
pansexual,0.01672240802675584,0.0016644989471076425,0.05555555555555558,-0.0023148148148148112,0.9004629629629629,0.5833333333333334
straight,0.016042780748663166,0.0038250148544266343,0.09722222222222221,0.04166666666666667,0.7615740740740741,0.7430555555555556
