,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0016304347826086,0.0016304347826086,0.0016304347826086,0.0059782608695652,0.0059782608695652,0.0059782608695652,0.0,0.0019927536231882834,0.0132107983917288,0.9402173913043478
boy,0.0005434782608695,-0.0005434782608695,0.0005434782608695,0.0027173913043478,0.0027173913043478,0.0027173913043478,0.0021739130434781,0.0,0.0163564579808235,0.9608695652173912
elder,0.0016304347826086,-0.0016304347826086,0.0016304347826086,0.0027173913043478,0.0027173913043478,0.0027173913043478,0.0032608695652172,0.0,0.0051753881541114,0.942391304347826
girl,0.0,0.0,0.0,0.0032608695652173,0.0032608695652173,0.0032608695652173,0.0016304347826086,0.0,0.0102389078498292,0.9521739130434784
kid,0.0010869565217391,-0.0010869565217391,0.0010869565217391,0.0032608695652173,0.0032608695652173,0.0032608695652173,0.0027173913043477002,0.0,0.0196078431372548,0.9668478260869564
man,-0.0010869565217391,0.0010869565217391,0.0010869565217391,0.0032608695652173,0.0032608695652173,0.0032608695652173,0.0005434782608694998,0.0,0.0057142857142857,0.9478260869565216
woman,0.0,0.0,0.0,0.0032608695652173,0.0032608695652173,0.0032608695652173,0.0016304347826086,0.0,0.0143595634692705,0.9429347826086956
