,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.017391304347826,-0.0130434782608695,0.01521739130434775,0.0184782608695652,0.058695652173913,0.0385869565217391,0.0,0.013903985507246376,0.0010195290063182,0.9228260869565216
boy,0.0434782608695652,-0.0076086956521739,0.02554347826086955,0.0445652173913043,0.0956521739130434,0.07010869565217384,0.0157608695652174,0.0,0.0022934598690502,0.8597826086956522
elder,0.0375,-0.0016304347826086,0.0195652173913043,0.0396739130434782,0.1081521739130434,0.0739130434782608,0.01576086956521745,0.0,0.0007650573793034,0.8521739130434782
girl,0.0320652173913043,0.0,0.01603260869565215,0.0342391304347826,0.0858695652173913,0.06005434782608694,0.0138586956521739,0.0,0.0012297818667457,0.8798913043478261
kid,0.0375,-0.0043478260869565,0.02092391304347825,0.0418478260869565,0.0913043478260869,0.0665760869565217,0.0144021739130435,0.0,0.0026108269394714,0.8668478260869565
man,0.0266304347826086,0.0021739130434782,0.0144021739130434,0.0288043478260869,0.0880434782608695,0.0584239130434782,0.01222826086956515,0.0,0.000667701863354,0.8831521739130435
woman,0.025,0.0021739130434782,0.0135869565217391,0.0260869565217391,0.0771739130434782,0.051630434782608654,0.01141304347826085,0.0,0.0014827810104138,0.8967391304347826
