,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0304347826086956,-0.0304347826086956,0.0304347826086956,0.0771739130434782,0.0771739130434782,0.0771739130434782,0.0,0.009329710144927549,0.0010195290063182,0.9402173913043478
boy,0.0510869565217391,-0.0510869565217391,0.0510869565217391,0.1402173913043478,0.1402173913043478,0.1402173913043478,0.020652173913043498,0.0,0.0022934598690502,0.9608695652173912
elder,0.0391304347826087,-0.0391304347826087,0.0391304347826087,0.1478260869565217,0.1478260869565217,0.1478260869565217,0.008695652173913097,0.0,0.0007650573793034,0.942391304347826
girl,0.0320652173913043,-0.0320652173913043,0.0320652173913043,0.1201086956521739,0.1201086956521739,0.1201086956521739,0.0016304347826087001,0.0,0.0012297818667457,0.9521739130434784
kid,0.0418478260869565,-0.0418478260869565,0.0418478260869565,0.1331521739130435,0.1331521739130435,0.1331521739130435,0.0114130434782609,0.0,0.0026108269394714,0.9668478260869564
man,0.0244565217391304,-0.0244565217391304,0.0244565217391304,0.1168478260869565,0.1168478260869565,0.1168478260869565,0.0059782608695652,0.0,0.000667701863354,0.9478260869565216
woman,0.0228260869565217,-0.0228260869565217,0.0228260869565217,0.1032608695652173,0.1032608695652173,0.1032608695652173,0.0076086956521739,0.0,0.0014827810104138,0.9429347826086956
