,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,-0.0016304347826086,0.0032608695652173,0.0024456521739129,0.0092391304347826,0.008695652173913,0.0089673913043478,0.0,0.0029891304347825,0.0132107983917288,0.9228260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boy,0.0016304347826086,0.0,0.0008152173913043,0.0038043478260869,0.0043478260869565,0.0040760869565217,0.0032608695652172,0.0,0.0163564579808235,0.8597826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elder,0.0021739130434782,-0.0027173913043478,0.002445652173913,0.0032608695652173,0.004891304347826,0.0040760869565216,0.0048913043478259,0.0,0.0051753881541114,0.8521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
girl,0.0005434782608695,0.0005434782608695,0.0005434782608695,0.004891304347826,0.004891304347826,0.004891304347826,0.0024456521739129,0.0,0.0102389078498292,0.8798913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kid,0.0021739130434782,-0.0010869565217391,0.0016304347826086,0.0054347826086956,0.0043478260869565,0.004891304347826,0.0040760869565216,0.0,0.0196078431372548,0.8668478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
man,-0.0005434782608695,0.0027173913043478,0.0016304347826086,0.004891304347826,0.004891304347826,0.004891304347826,0.0008152173913043,0.0,0.0057142857142857,0.8831521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woman,0.0005434782608695,0.0005434782608695,0.0005434782608695,0.004891304347826,0.004891304347826,0.004891304347826,0.0024456521739129,0.0,0.0143595634692705,0.8967391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
