,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.0478260869565217,-0.0434782608695652,0.04565217391304345,0.0956521739130434,0.1358695652173913,0.11576086956521735,0.0,0.016893115942029007
boy,0.0945652173913043,-0.058695652173913,0.07663043478260866,0.1847826086956521,0.2358695652173913,0.21032608695652172,0.0309782608695652,0.0
elder,0.0766304347826087,-0.0407608695652173,0.058695652173912996,0.1875,0.2559782608695652,0.2217391304347826,0.01576086956521745,0.0
girl,0.0641304347826087,-0.0320652173913043,0.0480978260869565,0.1543478260869565,0.2059782608695652,0.18016304347826084,0.013858695652173951,0.0
kid,0.0793478260869565,-0.046195652173913,0.06277173913043474,0.175,0.2244565217391304,0.1997282608695652,0.017119565217391296,0.0
man,0.0510869565217391,-0.0222826086956521,0.0366847826086956,0.1456521739130434,0.2048913043478261,0.17527173913043476,0.012228260869565251,0.0
woman,0.0478260869565217,-0.0206521739130434,0.03423913043478255,0.1293478260869565,0.1804347826086956,0.15489130434782605,0.0114130434782609,0.0
