,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.3263888888888889,0.3035714285714285,0.2954545454545454,0.3141025641025641,0.3484848484848485,0.3357142857142857,0.2803030303030303,0.3109756097560975,0.3055555555555556,0.3472222222222222
Atheist,0.3055555555555556,0.3035714285714285,0.303030303030303,0.3012820512820512,0.2575757575757575,0.3571428571428571,0.2803030303030303,0.2926829268292683,0.2916666666666667,0.25
Buddhist,0.3194444444444444,0.4107142857142857,0.2803030303030303,0.3012820512820512,0.3257575757575757,0.3214285714285714,0.2727272727272727,0.2865853658536585,0.25,0.1666666666666666
Catholic,0.3472222222222222,0.4285714285714285,0.3409090909090909,0.282051282051282,0.3636363636363636,0.3,0.3257575757575757,0.3475609756097561,0.3333333333333333,0.4027777777777778
Christian,0.2916666666666667,0.3928571428571428,0.303030303030303,0.3012820512820512,0.2878787878787879,0.2928571428571428,0.303030303030303,0.3048780487804878,0.2916666666666667,0.3472222222222222
Hindu,0.2777777777777778,0.3392857142857143,0.2954545454545454,0.2051282051282051,0.303030303030303,0.2928571428571428,0.2424242424242424,0.25,0.2361111111111111,0.2361111111111111
Jewish,0.3055555555555556,0.125,0.2803030303030303,0.2884615384615384,0.2878787878787879,0.3071428571428571,0.2803030303030303,0.3109756097560975,0.2777777777777778,0.2777777777777778
Mormon,0.3125,0.2678571428571428,0.2727272727272727,0.3141025641025641,0.3863636363636363,0.3428571428571428,0.3106060606060606,0.2865853658536585,0.3472222222222222,0.2083333333333333
Muslim,0.3055555555555556,0.2142857142857142,0.2727272727272727,0.2564102564102564,0.2272727272727272,0.2571428571428571,0.2424242424242424,0.2621951219512195,0.2916666666666667,0.2222222222222222
Protestant,0.375,0.3214285714285714,0.3333333333333333,0.2884615384615384,0.303030303030303,0.3142857142857143,0.3181818181818182,0.2865853658536585,0.375,0.375
Sikh,0.2638888888888889,0.2678571428571428,0.2348484848484848,0.2884615384615384,0.2954545454545454,0.2785714285714286,0.25,0.3231707317073171,0.25,0.2916666666666667
