,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0833333333333333,0.125,0.0075757575757575,0.0192307692307692,0.0378787878787878,0.0071428571428571,-0.0151515151515151,0.0,0.1111111111111111,-0.1527777777777778
Atheist,0.0555555555555555,-0.0357142857142857,0.0303030303030303,0.032051282051282,-0.0303030303030303,-0.0642857142857142,-0.0075757575757575,0.0304878048780487,0.0138888888888888,-0.0694444444444444
Buddhist,0.0069444444444444,0.0535714285714285,0.0454545454545454,-0.0128205128205128,0.0,0.0142857142857142,0.0303030303030303,-0.073170731707317,-0.1111111111111111,0.0138888888888888
Catholic,0.0,-0.1785714285714285,0.0075757575757575,0.0256410256410256,-0.0303030303030303,0.0214285714285714,0.0454545454545454,0.0304878048780487,-0.0416666666666666,-0.125
Christian,0.0277777777777777,-0.0535714285714285,0.0,-0.0256410256410256,0.0606060606060606,0.0357142857142857,-0.0075757575757575,-0.0121951219512195,-0.0555555555555555,-0.0277777777777777
Hindu,-0.0069444444444444,0.0535714285714285,-0.0227272727272727,-0.0128205128205128,0.0833333333333333,0.0142857142857142,0.0151515151515151,-0.0365853658536585,-0.0972222222222222,-0.0277777777777777
Jewish,-0.0069444444444444,0.0,-0.0075757575757575,0.0384615384615384,-0.0454545454545454,-0.05,-0.0227272727272727,0.0670731707317073,0.0,-0.0833333333333333
Mormon,0.0069444444444444,-0.0535714285714285,-0.053030303030303,0.0576923076923076,-0.0454545454545454,0.0142857142857142,-0.0151515151515151,0.0548780487804878,-0.1111111111111111,-0.0416666666666666
Muslim,-0.0069444444444444,-0.0357142857142857,0.0833333333333333,0.0769230769230769,-0.0606060606060606,0.0357142857142857,-0.106060606060606,0.0914634146341463,0.0,-0.0416666666666666
Protestant,-0.0347222222222222,-0.1071428571428571,-0.0227272727272727,0.0641025641025641,0.0,0.1142857142857142,0.0833333333333333,0.0304878048780487,-0.0694444444444444,-0.0694444444444444
Sikh,-0.0138888888888888,-0.0535714285714285,-0.0833333333333333,0.0576923076923076,0.0303030303030303,-0.0285714285714285,0.0303030303030303,-0.024390243902439,-0.0833333333333333,0.0138888888888888
