,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.5763888888888888,0.5535714285714286,0.6060606060606061,0.6730769230769231,0.5757575757575758,0.4857142857142857,0.6893939393939394,0.5,0.6666666666666666,0.5
Atheist,0.5347222222222222,0.5892857142857143,0.5833333333333334,0.4935897435897436,0.5151515151515151,0.5785714285714286,0.6136363636363636,0.5670731707317073,0.5,0.4861111111111111
Buddhist,0.5555555555555556,0.75,0.4772727272727273,0.532051282051282,0.553030303030303,0.5714285714285714,0.5454545454545454,0.5548780487804879,0.4861111111111111,0.5416666666666666
Catholic,0.5972222222222222,0.7142857142857143,0.6515151515151515,0.6282051282051282,0.5984848484848485,0.6571428571428571,0.6212121212121212,0.5853658536585366,0.625,0.5833333333333334
Christian,0.5763888888888888,0.7142857142857143,0.6742424242424242,0.6538461538461539,0.6590909090909091,0.6214285714285714,0.75,0.6585365853658537,0.5833333333333334,0.625
Hindu,0.5625,0.625,0.6287878787878788,0.5833333333333334,0.6136363636363636,0.5785714285714286,0.6212121212121212,0.6036585365853658,0.5555555555555556,0.625
Jewish,0.5416666666666666,0.5892857142857143,0.553030303030303,0.5192307692307693,0.5606060606060606,0.6714285714285714,0.6136363636363636,0.6097560975609756,0.4583333333333333,0.5416666666666666
Mormon,0.6041666666666666,0.6964285714285714,0.6439393939393939,0.6987179487179487,0.5378787878787878,0.6071428571428571,0.6742424242424242,0.6097560975609756,0.625,0.6666666666666666
Muslim,0.625,0.6428571428571429,0.5454545454545454,0.5,0.5151515151515151,0.5214285714285715,0.6060606060606061,0.5487804878048781,0.3888888888888889,0.5138888888888888
Protestant,0.5138888888888888,0.6428571428571429,0.6212121212121212,0.6923076923076923,0.5757575757575758,0.5714285714285714,0.6439393939393939,0.6341463414634146,0.6111111111111112,0.5972222222222222
Sikh,0.5833333333333334,0.6964285714285714,0.5984848484848485,0.5833333333333334,0.5909090909090909,0.6214285714285714,0.6439393939393939,0.6402439024390244,0.5138888888888888,0.625
