,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.2430555555555555,0.2678571428571428,0.3333333333333333,0.3717948717948718,0.2348484848484848,0.2714285714285714,0.3636363636363636,0.2621951219512195,0.3194444444444444,0.2083333333333333
Atheist,0.3194444444444444,0.25,0.3409090909090909,0.2179487179487179,0.3181818181818182,0.3071428571428571,0.2878787878787879,0.2073170731707317,0.2222222222222222,0.2361111111111111
Buddhist,0.2638888888888889,0.4821428571428571,0.2196969696969697,0.2628205128205128,0.2727272727272727,0.3,0.3257575757575757,0.2256097560975609,0.2222222222222222,0.2777777777777778
Catholic,0.2569444444444444,0.3214285714285714,0.4393939393939394,0.3333333333333333,0.3560606060606061,0.3,0.2575757575757575,0.2621951219512195,0.3055555555555556,0.2777777777777778
Christian,0.2291666666666666,0.3571428571428571,0.3712121212121212,0.3974358974358974,0.4166666666666667,0.3357142857142857,0.3409090909090909,0.2621951219512195,0.2083333333333333,0.3055555555555556
Hindu,0.2361111111111111,0.3035714285714285,0.3787878787878788,0.2628205128205128,0.4015151515151515,0.3,0.3181818181818182,0.2134146341463414,0.2916666666666667,0.3333333333333333
Jewish,0.2361111111111111,0.3214285714285714,0.2954545454545454,0.2756410256410256,0.3106060606060606,0.3428571428571428,0.3333333333333333,0.2256097560975609,0.2222222222222222,0.3194444444444444
Mormon,0.2638888888888889,0.4107142857142857,0.3409090909090909,0.358974358974359,0.3484848484848485,0.2785714285714286,0.3484848484848485,0.274390243902439,0.2638888888888889,0.3055555555555556
Muslim,0.2430555555555555,0.3928571428571428,0.303030303030303,0.2307692307692307,0.2651515151515151,0.2642857142857143,0.3181818181818182,0.2560975609756097,0.1944444444444444,0.3194444444444444
Protestant,0.1944444444444444,0.3214285714285714,0.3409090909090909,0.3525641025641026,0.3409090909090909,0.3,0.3333333333333333,0.2317073170731707,0.4166666666666667,0.2916666666666667
Sikh,0.2361111111111111,0.3928571428571428,0.3712121212121212,0.3076923076923077,0.3636363636363636,0.2714285714285714,0.2878787878787879,0.2865853658536585,0.2083333333333333,0.3611111111111111
