Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0627717391304347,1.3084239130434785,0.04945652173913032,0.0253950828461282,0.5135869565217391,0.0141766630316247,0.6199563794983642,0.01304216304975843,0.0287727539635935,0.117391304347826
meta-llama/Llama-2-13b-chat-hf,0.0282608695652173,1.296195652173913,0.050407608695652084,0.1035166240409207,0.7407608695652174,0.0422113289760348,0.3586601307189542,0.02473917752758897,0.1176470588235294,0.1201086956521739
meta-llama/Llama-2-70b-chat-hf,0.0334239130434782,1.283967391304348,0.053804347826086896,0.0407162978106354,0.8239130434782609,0.0508705114254623,0.2554406964091403,0.014164807547194949,0.0475669764898851,0.1440217391304347
gpt-3.5-turbo-0613,0.1521195652173912,0.7971195652173912,0.10586956521739126,0.0205966124274982,0.899891304347826,0.0197846182944416,0.103707000496489,0.015707955055914064,0.038699819039978,0.4676086956521739
gpt-4-1106-preview,0.0456521739130434,0.1157608695652173,0.016893115942028965,0.0010195290063182,0.9402173913043478,0.0024456521739129,0.0089673913043478,0.0029891304347824665,0.0132107983917288,0.9228260869565216
