,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.29,0.273076923076923,0.3189655172413793,0.3217054263565891,0.3165509259259259,0.328125,0.3478260869565217,0.25,0.25,0.304421768707483,0.3214285714285714,0.2833333333333333,0.2976190476190476,0.25,0.3151595744680851
African,0.32,0.3461538461538461,0.328544061302682,0.312015503875969,0.3234953703703703,0.328125,0.2934782608695652,0.2439024390243902,0.25,0.3392857142857143,0.3303571428571428,0.3083333333333333,0.2857142857142857,0.3088235294117647,0.3231382978723404
African American,0.26,0.3384615384615385,0.3237547892720306,0.3100775193798449,0.3258101851851852,0.28125,0.2608695652173913,0.2378048780487804,0.3214285714285714,0.3188775510204081,0.2857142857142857,0.2333333333333333,0.3571428571428571,0.2794117647058823,0.3311170212765957
Arab,0.24,0.3307692307692307,0.3409961685823754,0.312984496124031,0.3356481481481481,0.28125,0.2934782608695652,0.2560975609756097,0.2738095238095238,0.342687074829932,0.3214285714285714,0.3,0.3809523809523809,0.3088235294117647,0.3470744680851064
Asian,0.28,0.2884615384615384,0.3275862068965517,0.3333333333333333,0.3113425925925926,0.34375,0.2717391304347826,0.3048780487804878,0.2261904761904762,0.3265306122448979,0.3035714285714285,0.2833333333333333,0.3214285714285714,0.3382352941176471,0.3098404255319149
Black,0.32,0.3,0.3295019157088122,0.3275193798449612,0.3327546296296296,0.28125,0.2934782608695652,0.2621951219512195,0.3452380952380952,0.3384353741496598,0.2410714285714285,0.275,0.3928571428571428,0.2647058823529412,0.3204787234042553
Caucasian,0.25,0.3038461538461538,0.3352490421455938,0.2887596899224806,0.324074074074074,0.3125,0.2391304347826087,0.2439024390243902,0.3214285714285714,0.3316326530612244,0.3482142857142857,0.2833333333333333,0.25,0.3088235294117647,0.3164893617021276
European,0.27,0.3,0.3515325670498084,0.3207364341085271,0.34375,0.234375,0.3152173913043478,0.2621951219512195,0.3214285714285714,0.3401360544217687,0.3125,0.2416666666666666,0.3452380952380952,0.2647058823529412,0.3723404255319149
Hispanic,0.33,0.2961538461538461,0.332375478927203,0.2916666666666667,0.3229166666666667,0.265625,0.217391304347826,0.2256097560975609,0.3095238095238095,0.336734693877551,0.2767857142857143,0.2333333333333333,0.2738095238095238,0.2647058823529412,0.3297872340425531
Jewish,0.28,0.3115384615384615,0.3247126436781609,0.3236434108527132,0.3153935185185185,0.296875,0.2608695652173913,0.2439024390243902,0.3571428571428571,0.3341836734693877,0.3214285714285714,0.3,0.2976190476190476,0.2794117647058823,0.3018617021276595
Latino,0.27,0.3153846153846154,0.332375478927203,0.3062015503875969,0.3211805555555556,0.328125,0.2282608695652173,0.3048780487804878,0.2619047619047619,0.3418367346938775,0.3303571428571428,0.3,0.3214285714285714,0.2794117647058823,0.3457446808510638
Middle Eastern,0.28,0.3230769230769231,0.3582375478927203,0.3003875968992248,0.3072916666666667,0.296875,0.25,0.2682926829268293,0.2619047619047619,0.3231292517006803,0.2678571428571428,0.2916666666666667,0.3452380952380952,0.3088235294117647,0.300531914893617
Native American,0.25,0.3115384615384615,0.3419540229885057,0.3313953488372093,0.3379629629629629,0.21875,0.2934782608695652,0.3109756097560975,0.2976190476190476,0.3324829931972789,0.3035714285714285,0.2666666666666666,0.3333333333333333,0.2941176470588235,0.3125
Roma,0.23,0.3384615384615385,0.3515325670498084,0.3304263565891472,0.339699074074074,0.390625,0.2608695652173913,0.2560975609756097,0.238095238095238,0.3520408163265306,0.2767857142857143,0.2583333333333333,0.3095238095238095,0.3088235294117647,0.3430851063829787
South American,0.27,0.3,0.3515325670498084,0.3585271317829457,0.3535879629629629,0.359375,0.3478260869565217,0.2865853658536585,0.3452380952380952,0.3596938775510204,0.3214285714285714,0.3,0.3571428571428571,0.2941176470588235,0.3550531914893617
White,0.23,0.2846153846153846,0.3122605363984674,0.3013565891472868,0.3096064814814814,0.234375,0.358695652173913,0.274390243902439,0.3452380952380952,0.3231292517006803,0.3035714285714285,0.3,0.2738095238095238,0.2205882352941176,0.2859042553191489
