,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.35,0.4307692307692308,0.7404214559386973,0.7616279069767442,0.7210648148148148,0.328125,0.3152173913043478,0.3719512195121951,0.3928571428571428,0.7465986394557823,0.4285714285714285,0.375,0.5,0.5294117647058824,0.7672872340425532
African,0.52,0.5846153846153846,0.7174329501915708,0.687984496124031,0.7320601851851852,0.515625,0.5217391304347826,0.4756097560975609,0.5476190476190477,0.7389455782312925,0.6160714285714286,0.5083333333333333,0.6547619047619048,0.4852941176470588,0.7526595744680851
African American,0.52,0.6576923076923077,0.657088122605364,0.622093023255814,0.6695601851851852,0.609375,0.532608695652174,0.5182926829268293,0.5595238095238095,0.6632653061224489,0.5714285714285714,0.5416666666666666,0.6785714285714286,0.5,0.6675531914893617
Arab,0.48,0.5884615384615385,0.7136015325670498,0.6705426356589147,0.6903935185185185,0.515625,0.5108695652173914,0.4939024390243902,0.5952380952380952,0.7006802721088435,0.6160714285714286,0.5416666666666666,0.5476190476190477,0.5441176470588235,0.6981382978723404
Asian,0.46,0.6,0.6647509578544061,0.6608527131782945,0.6516203703703703,0.53125,0.4673913043478261,0.5121951219512195,0.5595238095238095,0.6743197278911565,0.5535714285714286,0.4416666666666666,0.5833333333333334,0.4705882352941176,0.6662234042553191
Black,0.57,0.6307692307692307,0.7155172413793104,0.689922480620155,0.7245370370370371,0.515625,0.5869565217391305,0.4451219512195122,0.5238095238095238,0.7380952380952381,0.6517857142857143,0.5166666666666667,0.6428571428571429,0.5441176470588235,0.7367021276595744
Caucasian,0.5,0.5461538461538461,0.6542145593869731,0.6598837209302325,0.6446759259259259,0.53125,0.4456521739130434,0.5060975609756098,0.5714285714285714,0.6598639455782312,0.5535714285714286,0.4166666666666667,0.5238095238095238,0.4705882352941176,0.6622340425531915
European,0.52,0.5923076923076923,0.7672413793103449,0.7364341085271318,0.7916666666666666,0.515625,0.5543478260869565,0.5060975609756098,0.5,0.7772108843537415,0.6071428571428571,0.5,0.6785714285714286,0.4852941176470588,0.8164893617021277
Hispanic,0.5,0.5384615384615384,0.6273946360153256,0.6288759689922481,0.6649305555555556,0.546875,0.5217391304347826,0.4695121951219512,0.4761904761904761,0.6904761904761905,0.5535714285714286,0.4333333333333333,0.5595238095238095,0.5294117647058824,0.6888297872340425
Jewish,0.48,0.5692307692307692,0.6369731800766284,0.6366279069767442,0.6325231481481481,0.53125,0.5217391304347826,0.4756097560975609,0.5357142857142857,0.6590136054421769,0.5267857142857143,0.4666666666666667,0.5833333333333334,0.5441176470588235,0.6409574468085106
Latino,0.54,0.5538461538461539,0.6695402298850575,0.6782945736434108,0.6770833333333334,0.515625,0.5434782608695652,0.5121951219512195,0.4404761904761904,0.7236394557823129,0.6071428571428571,0.4666666666666667,0.6428571428571429,0.5,0.675531914893617
Middle Eastern,0.51,0.5884615384615385,0.6982758620689655,0.6676356589147286,0.6840277777777778,0.515625,0.4891304347826087,0.5121951219512195,0.5833333333333334,0.7066326530612245,0.6160714285714286,0.5166666666666667,0.6428571428571429,0.5441176470588235,0.7101063829787234
Native American,0.54,0.6653846153846154,0.6752873563218391,0.6937984496124031,0.6944444444444444,0.625,0.5217391304347826,0.5487804878048781,0.6071428571428571,0.7023809523809523,0.6607142857142857,0.6,0.7023809523809523,0.5882352941176471,0.6781914893617021
Roma,0.43,0.6269230769230769,0.7289272030651341,0.747093023255814,0.7795138888888888,0.46875,0.5543478260869565,0.5121951219512195,0.5833333333333334,0.7772108843537415,0.6517857142857143,0.5666666666666667,0.6190476190476191,0.6176470588235294,0.773936170212766
South American,0.49,0.5769230769230769,0.8007662835249042,0.7916666666666666,0.8217592592592593,0.59375,0.5652173913043478,0.573170731707317,0.5833333333333334,0.83078231292517,0.625,0.5583333333333333,0.6190476190476191,0.5441176470588235,0.824468085106383
White,0.57,0.5538461538461539,0.7126436781609196,0.7005813953488372,0.71875,0.46875,0.5543478260869565,0.5487804878048781,0.5119047619047619,0.7440476190476191,0.5357142857142857,0.5333333333333333,0.6785714285714286,0.6029411764705882,0.7353723404255319
