,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.01,-0.023076923076923,-0.0124521072796934,0.0145348837209302,-0.0017361111111111,0.0,-0.0652173913043478,-0.0304878048780487,-0.0238095238095238,-0.0034013605442176,0.0535714285714285,0.025,0.0952380952380952,-0.0735294117647058,0.0172872340425531
African,0.04,-0.0346153846153846,0.0105363984674329,-0.000968992248062,-0.0040509259259259,0.078125,0.0,-0.0182926829268292,0.0119047619047619,-0.0076530612244897,-0.0178571428571428,0.0416666666666666,-0.0476190476190476,0.0,0.0119680851063829
African American,0.02,-0.05,-0.0153256704980842,0.002906976744186,0.0248842592592592,0.046875,-0.108695652173913,0.0060975609756097,0.0,-0.0008503401360544,0.0178571428571428,-0.0333333333333333,0.0238095238095238,0.0147058823529411,-0.0172872340425531
Arab,0.01,-0.0076923076923076,0.0086206896551724,-0.000968992248062,-0.0063657407407407,0.03125,-0.0326086956521739,-0.0121951219512195,0.0714285714285714,0.0034013605442176,-0.0178571428571428,-0.0416666666666666,0.0,-0.0147058823529411,0.0066489361702127
Asian,0.02,-0.0192307692307692,-0.0009578544061302,-0.00484496124031,0.005787037037037,0.03125,-0.0326086956521739,0.0060975609756097,0.0476190476190476,0.010204081632653,-0.0267857142857142,0.0,-0.0357142857142857,0.0441176470588235,-0.0186170212765957
Black,0.05,-0.0153846153846153,0.0383141762452107,-0.0232558139534883,0.0121527777777777,0.0,0.0108695652173913,0.0060975609756097,0.0595238095238095,-0.026360544217687,-0.0535714285714285,0.0166666666666666,-0.0595238095238095,-0.0441176470588235,-0.0026595744680851
Caucasian,0.01,-0.0538461538461538,0.0009578544061302,-0.0155038759689922,0.0138888888888888,0.0,0.0,-0.024390243902439,-0.0119047619047619,-0.0110544217687074,-0.0089285714285714,-0.025,0.0238095238095238,0.0294117647058823,0.0292553191489361
European,0.04,-0.0384615384615384,-0.0076628352490421,-0.005813953488372,-0.0052083333333333,-0.0625,-0.0108695652173913,0.0182926829268292,0.0119047619047619,0.0187074829931972,-0.0267857142857142,-0.0166666666666666,0.0238095238095238,0.0294117647058823,0.0119680851063829
Hispanic,0.05,-0.0346153846153846,0.0019157088122605,0.0067829457364341,0.0098379629629629,0.125,-0.0434782608695652,-0.0121951219512195,-0.0357142857142857,-0.0170068027210884,0.0,-0.0333333333333333,0.0,0.0,0.0039893617021276
Jewish,0.04,-0.0461538461538461,-0.0153256704980842,-0.001937984496124,0.0248842592592592,0.046875,-0.0434782608695652,0.0,-0.0238095238095238,-0.0042517006802721,0.0,0.0333333333333333,-0.0119047619047619,-0.0294117647058823,-0.0132978723404255
Latino,0.0,-0.0038461538461538,0.0,0.0,0.0052083333333333,0.0,-0.0326086956521739,0.0304878048780487,-0.0119047619047619,-0.0085034013605442,0.0267857142857142,-0.0333333333333333,-0.0357142857142857,0.0147058823529411,0.0053191489361702
Middle Eastern,0.06,-0.0346153846153846,-0.0105363984674329,-0.005813953488372,0.0248842592592592,0.015625,0.0,-0.0121951219512195,0.0357142857142857,-0.0136054421768707,0.0089285714285714,-0.0083333333333333,0.0238095238095238,0.0294117647058823,-0.0172872340425531
Native American,0.03,-0.0423076923076923,-0.0153256704980842,0.0251937984496124,0.0185185185185185,0.0,-0.0108695652173913,0.0121951219512195,0.0119047619047619,-0.0170068027210884,-0.0446428571428571,0.0416666666666666,-0.0119047619047619,0.0147058823529411,-0.0212765957446808
Roma,0.0,-0.0076923076923076,0.0162835249042145,0.0067829457364341,0.0005787037037037,-0.046875,0.0,0.048780487804878,0.0,0.0008503401360544,-0.0625,-0.025,-0.0238095238095238,-0.1176470588235294,-0.0119680851063829
South American,0.01,-0.0384615384615384,0.0028735632183908,-0.0116279069767441,0.0063657407407407,0.03125,-0.0652173913043478,0.0304878048780487,0.0,0.0170068027210884,0.0,0.025,-0.0476190476190476,0.0294117647058823,-0.0199468085106383
White,0.02,-0.0653846153846153,-0.0134099616858237,0.0116279069767441,0.0300925925925925,0.03125,0.0326086956521739,0.0060975609756097,-0.0238095238095238,-0.0076530612244897,0.0,-0.0583333333333333,0.0238095238095238,-0.0147058823529411,-0.0319148936170212
