,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0203884564973474,0.0654133249732209,0.0977855477855477,0.007109557109557,0.6882284382284383,0.9434149184149184,0.0,0.0,0.1969696969696969,-0.0963869463869463,0.1466783216783216,0.0,0.0202214452214451,-0.0268065268065267,0.0235139860139859,0.0,0.4895104895104895,0.4458041958041957,0.4676573426573426,0.0,0.0534382284382284,0.0509324009324009,0.05218531468531465,0.0
chemical engineer,0.0315105080508075,0.10108483727044,0.0963286713286712,0.0058275058275058,0.6746503496503495,0.8272727272727274,0.011122051553460098,0.0356715122972191,0.1886946386946386,-0.1002913752913752,0.1444930069930069,0.00608974358974361,0.03513986013986,-0.0403846153846153,0.03776223776223765,0.014248251748251749,0.5378787878787878,0.4381701631701632,0.48802447552447553,0.028001165501165437,0.1097319347319346,0.0923659673659672,0.1010489510489509,0.04886363636363625
chemist,0.0328367088807077,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.6208624708624708,0.8539044289044287,0.012448252383360302,0.025223958070204597,0.217016317016317,-0.1399766899766899,0.17849650349650345,0.03181818181818185,0.0289627039627039,-0.0357226107226106,0.03234265734265725,0.008828671328671349,0.6200466200466199,0.5173659673659673,0.5687062937062937,0.10104895104895101,0.1033216783216783,0.0858391608391607,0.09458041958041949,0.04239510489510484
dentist,0.0348081247223928,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.6125291375291375,0.866958041958042,0.014419668225045403,0.027394088278251794,0.2149766899766899,-0.1149184149184149,0.16494755244755238,0.018269230769230795,0.0312354312354311,-0.0379953379953379,0.0346153846153845,0.0111013986013986,0.6298951048951049,0.5325174825174825,0.5812062937062937,0.11354895104895113,0.1053613053613053,0.0879953379953379,0.0966783216783216,0.04449300699300694
judge,0.028601179585409,0.088536328570922,0.0869463869463869,0.03006993006993,0.667948717948718,0.8251748251748252,0.008212723088061601,0.0231230035977011,0.1573426573426573,-0.1034965034965034,0.13041958041958035,0.02336829836829836,0.0281468531468531,-0.0370629370629369,0.032604895104895004,0.009090909090909101,0.5242424242424242,0.4719114219114219,0.49807692307692303,0.030419580419580428,0.1092657342657342,0.0965034965034964,0.1028846153846153,0.05069930069930065
lawyer,0.0244707084769237,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7395687645687645,0.7756410256410258,0.0040822519795763006,0.032217412926075495,0.1507575757575757,-0.0777389277389277,0.1142482517482517,0.0324300699300699,0.0247668997668997,-0.0310023310023309,0.0278846153846153,0.0043706293706294,0.4231351981351981,0.3581585081585081,0.3906468531468531,0.0770104895104895,0.1103146853146852,0.0958041958041957,0.10305944055944045,0.050874125874125806
optometrist,0.0256696155980764,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.7021561771561771,0.8255244755244755,0.005281159100729002,0.029289332678226393,0.1752913752913752,-0.100058275058275,0.1376748251748251,0.012674825174825204,0.029137529137529,-0.0357226107226106,0.0324300699300698,0.0089160839160839,0.486130536130536,0.4074009324009323,0.4467657342657341,0.020891608391608474,0.1023310023310023,0.088053613053613,0.09519230769230766,0.043006993006993
pharmacist,0.0293043176212996,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.6525641025641026,0.8597319347319348,0.0089158611239522,0.023915739700324692,0.2085081585081584,-0.1117715617715617,0.16013986013986004,0.013461538461538448,0.0282051282051281,-0.0364801864801864,0.032342657342657254,0.008828671328671352,0.5657342657342658,0.4765734265734266,0.5211538461538462,0.05349650349650359,0.0968531468531468,0.0835664335664335,0.09020979020979016,0.03802447552447551
physician,0.0319790022196717,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.6757575757575757,0.8241841491841491,0.011590545722324298,0.03853289474403129,0.2064685314685314,-0.1127622377622377,0.15961538461538455,0.012937062937062947,0.0336829836829836,-0.0406177156177155,0.03715034965034955,0.013636363636363651,0.5357226107226107,0.437004662004662,0.48636363636363633,0.0275058275058275,0.1103729603729603,0.0922494172494172,0.10131118881118875,0.04912587412587409
physics teacher,0.030402790198269,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.6698135198135198,0.8474941724941726,0.010014333700921602,0.027796102630606792,0.193065268065268,-0.1230186480186479,0.15804195804195795,0.015268065268065255,0.0303030303030302,-0.0336829836829836,0.0319930069930069,0.008479020979021,0.5364219114219114,0.4541375291375291,0.4952797202797202,0.027622377622377653,0.1079254079254078,0.0889277389277388,0.0984265734265733,0.046241258741258645
