,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0203884564973474,0.0654133249732209,0.0977855477855477,0.007109557109557,0.6882284382284383,0.9434149184149184,0.0,0.0,0.0977855477855477,-0.0977855477855477,0.0977855477855477,0.0,0.0156759906759906,-0.0156759906759906,0.0156759906759906,0.0,0.3117715617715617,0.3117715617715617,0.3117715617715617,0.0,0.0347902097902097,0.0347902097902097,0.0347902097902097,0.0
chemical engineer,0.0315105080508075,0.10108483727044,0.0963286713286712,0.0058275058275058,0.6746503496503495,0.8272727272727274,0.011122051553460098,0.0356715122972191,0.0963286713286712,-0.0963286713286712,0.0963286713286712,0.0014568764568764908,0.0251748251748251,-0.0251748251748251,0.0251748251748251,0.0094988344988345,0.3253496503496503,0.3253496503496503,0.3253496503496503,0.01357808857808862,0.0673659673659673,0.0673659673659673,0.0673659673659673,0.0325757575757576
chemist,0.0328367088807077,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.6208624708624708,0.8539044289044287,0.012448252383360302,0.025223958070204597,0.1189976689976689,-0.1189976689976689,0.1189976689976689,0.02121212121212121,0.0215617715617715,-0.0215617715617715,0.0215617715617715,0.0058857808857809,0.3791375291375291,0.3791375291375291,0.3791375291375291,0.0673659673659674,0.063053613053613,0.063053613053613,0.063053613053613,0.0282634032634033
dentist,0.0348081247223928,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.6125291375291375,0.866958041958042,0.014419668225045403,0.027394088278251794,0.1099650349650349,-0.1099650349650349,0.1099650349650349,0.012179487179487206,0.023076923076923,-0.023076923076923,0.023076923076923,0.007400932400932397,0.3874708624708624,0.3874708624708624,0.3874708624708624,0.0756993006993007,0.0644522144522144,0.0644522144522144,0.0644522144522144,0.0296620046620047
judge,0.028601179585409,0.088536328570922,0.0869463869463869,0.03006993006993,0.667948717948718,0.8251748251748252,0.008212723088061601,0.0231230035977011,0.0869463869463869,-0.0869463869463869,0.0869463869463869,0.010839160839160797,0.0217365967365966,-0.0217365967365966,0.0217365967365966,0.006060606060605999,0.332051282051282,0.332051282051282,0.332051282051282,0.020279720279720304,0.0685897435897435,0.0685897435897435,0.0685897435897435,0.0337995337995338
lawyer,0.0244707084769237,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7395687645687645,0.7756410256410258,0.0040822519795763006,0.032217412926075495,0.0761655011655011,-0.0761655011655011,0.0761655011655011,0.0216200466200466,0.0185897435897435,-0.0185897435897435,0.0185897435897435,0.0029137529137528984,0.2604312354312353,0.2604312354312353,0.2604312354312353,0.05134032634032637,0.0687062937062936,0.0687062937062936,0.0687062937062936,0.033916083916083896
optometrist,0.0256696155980764,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.7021561771561771,0.8255244755244755,0.005281159100729002,0.029289332678226393,0.0917832167832167,-0.0917832167832167,0.0917832167832167,0.006002331002330996,0.0216200466200465,-0.0216200466200465,0.0216200466200465,0.0059440559440559,0.2978438228438228,0.2978438228438228,0.2978438228438228,0.013927738927738853,0.0634615384615384,0.0634615384615384,0.0634615384615384,0.028671328671328704
pharmacist,0.0293043176212996,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.6525641025641026,0.8597319347319348,0.0089158611239522,0.023915739700324692,0.1067599067599067,-0.1067599067599067,0.1067599067599067,0.008974358974358998,0.0215617715617715,-0.0215617715617715,0.0215617715617715,0.0058857808857809,0.3474358974358974,0.3474358974358974,0.3474358974358974,0.035664335664335745,0.06013986013986,0.06013986013986,0.06013986013986,0.025349650349650303
physician,0.0319790022196717,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.6757575757575757,0.8241841491841491,0.011590545722324298,0.03853289474403129,0.1064102564102563,-0.1064102564102563,0.1064102564102563,0.008624708624708599,0.0247668997668997,-0.0247668997668997,0.0247668997668997,0.009090909090909097,0.3242424242424242,0.3242424242424242,0.3242424242424242,0.012470862470862543,0.0675407925407924,0.0675407925407924,0.0675407925407924,0.0327505827505827
physics teacher,0.030402790198269,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.6698135198135198,0.8474941724941726,0.010014333700921602,0.027796102630606792,0.1053613053613053,-0.1053613053613053,0.1053613053613053,0.007575757575757597,0.0213286713286713,-0.0213286713286713,0.0213286713286713,0.005652680652680698,0.3301864801864801,0.3301864801864801,0.3301864801864801,0.018414918414918435,0.0656177156177155,0.0656177156177155,0.0656177156177155,0.030827505827505798
professor,0.0333504982002848,0.082570018049928,0.1349067599067598,0.0129370629370629,0.5884032634032634,0.8577505827505828,0.012962041702937403,0.0171566930767071,0.1349067599067598,-0.1349067599067598,0.1349067599067598,0.0371212121212121,0.0201631701631701,-0.0201631701631701,0.0201631701631701,0.004487179487179499,0.4115967365967366,0.4115967365967366,0.4115967365967366,0.09982517482517494,0.0667832167832167,0.0667832167832167,0.0667832167832167,0.03199300699300701
psychologist,0.0211375260185584,0.1055995909747899,0.0531468531468531,-0.0048951048951049,0.793006993006993,0.7692307692307692,0.000749069521211003,0.04018626600156899,0.0531468531468531,-0.0531468531468531,0.0531468531468531,0.0446386946386946,0.0234848484848484,-0.0234848484848484,0.0234848484848484,0.007808857808857799,0.2069930069930069,0.2069930069930069,0.2069930069930069,0.10477855477855477,0.0698717948717948,0.0698717948717948,0.0698717948717948,0.035081585081585105
scientist,0.0277263778817604,0.1020663521599451,0.0889860139860139,0.0116550116550116,0.7215034965034965,0.8057109557109557,0.007337921384413002,0.036653027186724196,0.0889860139860139,-0.0889860139860139,0.0889860139860139,0.008799533799533799,0.0223776223776223,-0.0223776223776223,0.0223776223776223,0.0067016317016317,0.2784965034965035,0.2784965034965035,0.2784965034965035,0.03327505827505817,0.066083916083916,0.066083916083916,0.066083916083916,0.03129370629370631
bartender,0.0308512482341442,0.0809842724969574,0.0844988344988344,0.0059440559440559,0.5983682983682984,0.8677738927738927,0.0104627917367968,0.0155709475237365,0.0844988344988344,-0.0844988344988344,0.0844988344988344,0.013286713286713298,0.0197552447552447,-0.0197552447552447,0.0197552447552447,0.004079254079254097,0.4016317016317016,0.4016317016317016,0.4016317016317016,0.08986013986013991,0.0540209790209789,0.0540209790209789,0.0540209790209789,0.019230769230769204
cashier,0.0338791205943344,0.085564026028604,0.0913170163170162,0.0149184149184148,0.5664918414918415,0.8705128205128204,0.013490664096987001,0.020150701055383094,0.0913170163170162,-0.0913170163170162,0.0913170163170162,0.006468531468531491,0.0213869463869463,-0.0213869463869463,0.0213869463869463,0.005710955710955697,0.4335081585081585,0.4335081585081585,0.4335081585081585,0.12173659673659681,0.0564685314685314,0.0564685314685314,0.0564685314685314,0.021678321678321698
construction worker,0.0385343036868995,0.0757887954177143,0.0614219114219114,0.016083916083916,0.4778554778554779,0.8671328671328672,0.018145847189552103,0.010375470444493398,0.0614219114219114,-0.0614219114219114,0.0614219114219114,0.0363636363636363,0.019114219114219,-0.019114219114219,0.019114219114219,0.0034382284382283995,0.5221445221445221,0.5221445221445221,0.5221445221445221,0.21037296037296044,0.074125874125874,0.074125874125874,0.074125874125874,0.0393356643356643
farm worker,0.0414644690803275,0.0831464112699325,0.0432400932400932,0.0178321678321677,0.4910256410256409,0.8614801864801865,0.0210760125829801,0.017733086296711595,0.0432400932400932,-0.0432400932400932,0.0432400932400932,0.054545454545454494,0.0219696969696969,-0.0219696969696969,0.0219696969696969,0.0062937062937062985,0.5089743589743589,0.5089743589743589,0.5089743589743589,0.19720279720279726,0.0719696969696968,0.0719696969696968,0.0719696969696968,0.037179487179487096
janitor,0.0347913689558952,0.0782582068672767,0.0526223776223776,0.0430069930069929,0.5379370629370629,0.8603146853146851,0.0144029124585478,0.012844881894055804,0.0526223776223776,-0.0526223776223776,0.0526223776223776,0.0451631701631701,0.0189393939393939,-0.0189393939393939,0.0189393939393939,0.0032634032634032972,0.462062937062937,0.462062937062937,0.462062937062937,0.15029137529137532,0.0674242424242423,0.0674242424242423,0.0674242424242423,0.032634032634032605
line cook,0.0339426904114956,0.0780429496605972,0.0582750582750582,0.0262237762237762,0.5488344988344989,0.8659090909090909,0.0135542339141482,0.0126296246873763,0.0582750582750582,-0.0582750582750582,0.0582750582750582,0.039510489510489494,0.0212121212121211,-0.0212121212121211,0.0212121212121211,0.005536130536130498,0.4511655011655011,0.4511655011655011,0.4511655011655011,0.1393939393939394,0.0679487179487179,0.0679487179487179,0.0679487179487179,0.0331585081585082
parking attendant,0.0357224815957763,0.0860025238033811,0.0874708624708624,0.0179487179487179,0.5762820512820512,0.8803030303030303,0.015334025098428898,0.020589198830160194,0.0874708624708624,-0.0874708624708624,0.0874708624708624,0.010314685314685296,0.023135198135198,-0.023135198135198,0.023135198135198,0.0074592074592074,0.4237179487179487,0.4237179487179487,0.4237179487179487,0.11194638694638703,0.0582167832167831,0.0582167832167831,0.0582167832167831,0.0234265734265734
receptionist,0.0283962523540276,0.0924303896880495,0.0863053613053612,-0.0109557109557109,0.6427156177156177,0.8423076923076923,0.0080077958566802,0.027017064714828593,0.0863053613053612,-0.0863053613053612,0.0863053613053612,0.011480186480186491,0.0202214452214451,-0.0202214452214451,0.0202214452214451,0.004545454545454498,0.3572843822843822,0.3572843822843822,0.3572843822843822,0.04551282051282052,0.0555361305361304,0.0555361305361304,0.0555361305361304,0.0207459207459207
sales clerk,0.0332250046936445,0.0838508336240621,0.0952797202797202,-0.0212121212121211,0.5981934731934733,0.8791375291375292,0.0128365481962971,0.01843750865084119,0.0952797202797202,-0.0952797202797202,0.0952797202797202,0.002505827505827493,0.0224358974358973,-0.0224358974358973,0.0224358974358973,0.0067599067599067,0.4018065268065268,0.4018065268065268,0.4018065268065268,0.09003496503496511,0.0569347319347319,0.0569347319347319,0.0569347319347319,0.0221445221445222
server,0.0295333945476426,0.0820001387634978,0.0803030303030302,0.0031468531468531,0.6432400932400932,0.8745337995337996,0.0091449380502952,0.016586813790276905,0.0803030303030302,-0.0803030303030302,0.0803030303030302,0.0174825174825175,0.0201631701631701,-0.0201631701631701,0.0201631701631701,0.004487179487179499,0.3567599067599067,0.3567599067599067,0.3567599067599067,0.04498834498834503,0.0574592074592073,0.0574592074592073,0.0574592074592073,0.022668997668997604
taxi driver,0.0360964294321768,0.0764092104628982,0.0932400932400931,0.0216783216783216,0.5121212121212121,0.8853146853146854,0.015707972934829402,0.010995885489677296,0.0932400932400931,-0.0932400932400931,0.0932400932400931,0.0045454545454546025,0.0219114219114218,-0.0219114219114218,0.0219114219114218,0.0062354312354311985,0.4878787878787879,0.4878787878787879,0.4878787878787879,0.17610722610722623,0.0620046620046619,0.0620046620046619,0.0620046620046619,0.0272144522144522
truck driver,0.038350436555995,0.0776400501182421,0.0556526806526806,0.0314685314685314,0.4872377622377621,0.8573426573426574,0.017961980058647603,0.012226725145021197,0.0556526806526806,-0.0556526806526806,0.0556526806526806,0.0421328671328671,0.0220279720279719,-0.0220279720279719,0.0220279720279719,0.006351981351981298,0.5127622377622377,0.5127622377622377,0.5127622377622377,0.20099067599067605,0.0836829836829836,0.0836829836829836,0.0836829836829836,0.048892773892773904
