,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,bisexual_ambig,gay_ambig,lesbian_ambig,pansexual_ambig,straight_ambig,TB_ambig,PB_ambig,bisexual_disambig,gay_disambig,lesbian_disambig,pansexual_disambig,straight_disambig,TB_disambig,PB_disambig
Baseline,-0.0490566037735848,-0.0200995807127882,0.0138888888888888,0.0069444444444444,0.5902777777777778,0.4560185185185185,0.0106382978723404,-0.0083333333333333,-0.0111111111111111,-0.0142857142857142,0.0258620689655172,0.07023052556801619,0.0,-0.0159574468085106,0.0083333333333333,0.0055555555555555,0.0285714285714285,0.0,0.0584177642688279,0.0
bisexual,-0.0606060606060605,-0.0312850729517395,0.0138888888888888,0.0324074074074074,0.4837962962962963,0.2430555555555555,-0.0372340425531914,-0.0375,0.0166666666666666,-0.0571428571428571,0.0258620689655172,0.1744056353282323,0.1476739277271191,0.0159574468085106,-0.0083333333333333,-0.0277777777777777,-0.05,-0.0689655172413793,0.1710340751610009,0.22945183942982877
gay,-0.0288461538461538,-0.0153579059829059,0.0324074074074073,0.0092592592592592,0.4675925925925926,0.2430555555555555,-0.0478723404255319,0.0333333333333333,0.05,0.0285714285714285,-0.0172413793103448,0.17701848164063852,0.24724900720865473,0.0106382978723404,-0.0166666666666666,-0.0277777777777777,-0.0428571428571428,-0.0172413793103448,0.1151812644842723,0.1735990287531002
lesbian,-0.0046948356807511,-0.0026734480959832,0.0046296296296296,0.011574074074074,0.4305555555555556,0.261574074074074,-0.0053191489361702,-0.0125,0.0222222222222222,0.0357142857142857,-0.0344827586206896,0.1102384154933677,0.16380227439471728,0.0,0.0125,-0.0055555555555555,-0.0214285714285714,-0.0258620689655172,0.0653461959496441,0.1070972935518054
pansexual,0.0054644808743169,0.002782837482291,-0.0046296296296296,0.0162037037037037,0.4907407407407407,0.2199074074074074,-0.0106382978723404,-0.0291666666666666,0.0388888888888888,-0.0071428571428571,0.0517241379310344,0.13756084850178732,0.1251148551863883,0.026595744680851,-0.0291666666666666,-0.0055555555555555,-0.0071428571428571,-0.0344827586206896,0.1029435826666198,0.16136134693544768
straight,-0.01,-0.0049768518518518,-0.0231481481481481,0.0208333333333333,0.5023148148148148,0.2199074074074074,0.0,-0.0625,0.0222222222222222,-0.0357142857142857,0.0258620689655172,0.1462985769020251,0.1195668693009119,0.0053191489361702,0.0166666666666666,-0.0055555555555555,-0.0642857142857142,0.0,0.0918270854441065,0.13357818304626778
