,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,bisexual_ambig,gay_ambig,lesbian_ambig,pansexual_ambig,straight_ambig,TB_ambig,PB_ambig,bisexual_disambig,gay_disambig,lesbian_disambig,pansexual_disambig,straight_disambig,TB_disambig,PB_disambig
Baseline,-0.0490566037735848,-0.0200995807127882,0.0138888888888888,0.0069444444444444,0.5902777777777778,0.4560185185185185,0.0159574468085106,0.0166666666666666,-0.0333333333333333,-0.0214285714285714,0.0086206896551724,0.0960067078922543,0.0,-0.0478723404255319,0.0333333333333333,0.0055555555555555,0.0285714285714285,0.0,0.11533265788584919,0.0
bisexual,-0.0606060606060605,-0.0312850729517395,0.0138888888888888,0.0324074074074074,0.4837962962962963,0.2430555555555555,-0.0425531914893617,-0.0708333333333333,0.05,-0.0857142857142857,0.0862068965517241,0.3353077070887048,0.37121589281347156,0.0478723404255319,0.0458333333333333,-0.05,-0.0928571428571428,-0.146551724137931,0.383114540753939,0.4317805319731216
gay,-0.0288461538461538,-0.0153579059829059,0.0324074074074073,0.0092592592592592,0.4675925925925926,0.2430555555555555,-0.1382978723404255,0.0541666666666666,0.1277777777777777,0.0428571428571428,-0.0517241379310344,0.41482359757304704,0.4774969721319681,0.026595744680851,0.0,-0.0555555555555555,-0.0857142857142857,0.0172413793103448,0.185106965261037,0.3004396231468862
lesbian,-0.0046948356807511,-0.0026734480959832,0.0046296296296296,0.011574074074074,0.4305555555555556,0.261574074074074,-0.0425531914893617,-0.0208333333333333,0.0555555555555555,0.0857142857142857,-0.0689655172413793,0.27362188333391546,0.3696285912261698,-0.0053191489361702,0.05,-0.0111111111111111,-0.0428571428571428,-0.0603448275862069,0.169632230490631,0.20765992383747323
pansexual,0.0054644808743169,0.002782837482291,-0.0046296296296296,0.0162037037037037,0.4907407407407407,0.2199074074074074,-0.0159574468085106,-0.0916666666666666,0.1055555555555555,-0.0285714285714285,0.1120689655172413,0.3538200631194025,0.3897282488441692,0.0478723404255319,-0.05,0.0277777777777777,-0.0285714285714285,-0.0517241379310344,0.20594568470577249,0.31016723148051073
straight,-0.01,-0.0049768518518518,-0.0231481481481481,0.0208333333333333,0.5023148148148148,0.2199074074074074,0.026595744680851,-0.1125,0.0611111111111111,-0.0857142857142857,0.0862068965517241,0.3721280380579719,0.37612133016571747,-0.0106382978723404,0.05,0.0166666666666666,-0.1357142857142857,0.0086206896551724,0.22163993990846512,0.2379182242718559
