,nonOld,old
Baseline,0.0619565217391304,-0.0375
boy,0.1010869565217391,-0.0896739130434782
elder,-0.0353260869565217,0.0918478260869565
girl,0.1255434782608695,-0.1043478260869565
kid,0.0853260869565217,-0.0581521739130434
man,-0.0201086956521739,0.0777173913043478
woman,0.042391304347826,-0.0130434782608695
