,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0197116378145516,0.0247985120892746,0.0751748251748251,-0.1008158508158507,0.2051282051282051,0.793997668997669,0.0,0.0,0.1617132867132867,-0.0638111888111888,0.11276223776223775,0.0,0.0002913752913752,-0.0093240093240093,0.00480769230769225,0.0,1.199009324009324,1.1856060606060606,1.1923076923076923,0.0,0.2141608391608391,0.2237762237762237,0.2189685314685314,0.0
chemical engineer,0.0164265734265734,0.024,0.0888694638694638,-0.1311188811188811,0.3155594405594406,0.5894522144522144,-0.003285064387978199,-0.0007985120892745994,0.1666666666666666,-0.0999417249417249,0.13330419580419575,0.020541958041958006,-0.0017482517482517,-0.0139860139860139,0.0078671328671328,0.0033508158508157495,1.0815850815850816,0.9717365967365968,1.0266608391608392,0.16564685314685307,0.3758741258741259,0.3688811188811189,0.3723776223776224,0.153409090909091
chemist,0.0233657485774634,0.0345800988002822,0.0585664335664335,-0.113053613053613,0.3243006993006993,0.5862470862470862,0.0036541107629117983,0.009781586711007598,0.1258741258741259,-0.0498251748251748,0.08784965034965034,0.0249125874125874,0.0052447552447552,-0.0122377622377622,0.0087412587412587,0.0039335664335664496,1.051282051282051,0.9758158508158508,1.0135489510489508,0.17875874125874136,0.3613053613053613,0.3572261072261072,0.35926573426573427,0.14029720279720284
dentist,0.0215129125811352,0.0333931777378815,0.069055944055944,-0.1293706293706293,0.3557692307692308,0.5844988344988346,0.0018012747665836007,0.008594665648606902,0.1442307692307692,-0.0629370629370629,0.10358391608391604,0.0091783216783217,0.0069930069930069,-0.0131118881118881,0.0100524475524475,0.00524475524475525,0.9967948717948718,0.935897435897436,0.966346153846154,0.22596153846153838,0.342074592074592,0.3388694638694638,0.3404720279720279,0.12150349650349651
judge,0.0196216951102944,0.0307636626854868,0.0801282051282051,-0.1585081585081585,0.3621794871794871,0.5926573426573427,-8.994270425720027e-05,0.0059651505962122,0.1675407925407925,-0.0728438228438228,0.12019230769230765,0.0074300699300699005,0.0104895104895104,-0.0201048951048951,0.015297202797202751,0.0104895104895105,0.99504662004662,0.9184149184149184,0.9567307692307692,0.23557692307692307,0.3175990675990676,0.3196386946386946,0.3186188811188811,0.09965034965034969
lawyer,0.0097682265651016,0.0171130952380953,0.0474941724941724,-0.1130536130536131,0.4291958041958042,0.5425407925407926,-0.00994341124945,-0.007685416851179301,0.1217948717948717,-0.0206876456876456,0.07124125874125865,0.0415209790209791,0.0104895104895104,0.0034965034965034,0.0069930069930069,0.01150932400932395,0.8828671328671329,0.8295454545454546,0.8562062937062938,0.33610139860139854,0.3653846153846153,0.3566433566433566,0.36101398601398593,0.14204545454545456
optometrist,0.0216123002758617,0.0333213901827302,0.0798368298368298,-0.1573426573426574,0.3513986013986014,0.6019813519813519,0.0019006624613100986,0.008522878093455599,0.1608391608391608,-0.0786713286713286,0.11975524475524471,0.007867132867132844,0.0072843822843822,-0.0093240093240093,0.00830419580419575,0.0034965034965035,1.0034965034965035,0.9423076923076924,0.9729020979020979,0.21940559440559432,0.3196386946386946,0.3141025641025641,0.3168706293706294,0.09790209790209795
pharmacist,0.0197560287246385,0.0298953662182361,0.0856643356643356,-0.1445221445221445,0.3391608391608391,0.5559440559440559,4.439091008689999e-05,0.005096854128961499,0.1786130536130536,-0.0783799533799533,0.12849650349650343,0.0157342657342657,0.0113636363636363,-0.0201048951048951,0.0157342657342657,0.01092657342657345,1.0335081585081585,0.949009324009324,0.9912587412587412,0.20104895104895104,0.3336247086247086,0.3377039627039627,0.3356643356643356,0.11669580419580425
physician,0.0378688374234031,0.058648849294729,0.0641025641025641,-0.1258741258741259,0.3543123543123543,0.5524475524475524,0.0181571996088515,0.0338503372054544,0.1465617715617715,-0.0457459207459207,0.0961538461538461,0.016608391608391646,0.0332167832167832,-0.0192307692307692,0.026223776223776203,0.021416083916083954,1.011946386946387,0.92511655011655,0.9685314685314685,0.2237762237762238,0.3578088578088578,0.3397435897435897,0.34877622377622375,0.12980769230769235
physics teacher,0.0169732687974523,0.024322446143155,0.0533216783216783,-0.1235431235431235,0.3021561771561771,0.6153846153846154,-0.002738369017099302,-0.00047606594611960054,0.1279137529137529,-0.032051282051282,0.07998251748251745,0.0327797202797203,0.0104895104895104,-0.0034965034965034,0.0069930069930069,0.00801282051282055,1.0783799533799534,1.0151515151515151,1.0467657342657342,0.14554195804195802,0.3339160839160839,0.3356643356643357,0.3347902097902098,0.11582167832167839
