,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0197116378145516,0.0247985120892746,0.0751748251748251,-0.1008158508158507,0.2051282051282051,0.793997668997669,0.0,0.0,0.0751748251748251,-0.0751748251748251,0.0751748251748251,0.0,0.0032051282051282,-0.0032051282051282,0.0032051282051282,0.0,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.0,0.145979020979021,0.145979020979021,0.145979020979021,0.0
chemical engineer,0.0164265734265734,0.024,0.0888694638694638,-0.1311188811188811,0.3155594405594406,0.5894522144522144,-0.003285064387978199,-0.0007985120892745994,0.0888694638694638,-0.0888694638694638,0.0888694638694638,0.013694638694638703,0.004079254079254,-0.004079254079254,0.004079254079254,0.0008741258741258003,0.6844405594405595,0.6844405594405595,0.6844405594405595,0.11043123543123534,0.2482517482517482,0.2482517482517482,0.2482517482517482,0.10227272727272721
chemist,0.0233657485774634,0.0345800988002822,0.0585664335664335,-0.113053613053613,0.3243006993006993,0.5862470862470862,0.0036541107629117983,0.009781586711007598,0.0585664335664335,-0.0585664335664335,0.0585664335664335,0.0166083916083916,0.0058275058275058,-0.0058275058275058,0.0058275058275058,0.0026223776223776004,0.6756993006993007,0.6756993006993007,0.6756993006993007,0.11917249417249409,0.2395104895104895,0.2395104895104895,0.2395104895104895,0.09353146853146851
dentist,0.0215129125811352,0.0333931777378815,0.069055944055944,-0.1293706293706293,0.3557692307692308,0.5844988344988346,0.0018012747665836007,0.008594665648606902,0.069055944055944,-0.069055944055944,0.069055944055944,0.006118881118881106,0.0067016317016317,-0.0067016317016317,0.0067016317016317,0.0034965034965035004,0.6442307692307693,0.6442307692307693,0.6442307692307693,0.15064102564102555,0.2269813519813519,0.2269813519813519,0.2269813519813519,0.0810023310023309
judge,0.0196216951102944,0.0307636626854868,0.0801282051282051,-0.1585081585081585,0.3621794871794871,0.5926573426573427,-8.994270425720027e-05,0.0059651505962122,0.0801282051282051,-0.0801282051282051,0.0801282051282051,0.004953379953379994,0.0101981351981351,-0.0101981351981351,0.0101981351981351,0.006993006993006899,0.6378205128205128,0.6378205128205128,0.6378205128205128,0.15705128205128205,0.2124125874125874,0.2124125874125874,0.2124125874125874,0.0664335664335664
lawyer,0.0097682265651016,0.0171130952380953,0.0474941724941724,-0.1130536130536131,0.4291958041958042,0.5425407925407926,-0.00994341124945,-0.007685416851179301,0.0474941724941724,-0.0474941724941724,0.0474941724941724,0.0276806526806527,0.0023310023310023,-0.0023310023310023,0.0023310023310023,0.0008741258741258996,0.5708041958041958,0.5708041958041958,0.5708041958041958,0.224067599067599,0.2406759906759907,0.2406759906759907,0.2406759906759907,0.0946969696969697
optometrist,0.0216123002758617,0.0333213901827302,0.0798368298368298,-0.1573426573426574,0.3513986013986014,0.6019813519813519,0.0019006624613100986,0.008522878093455599,0.0798368298368298,-0.0798368298368298,0.0798368298368298,0.004662004662004698,0.0055361305361305,-0.0055361305361305,0.0055361305361305,0.0023310023310022998,0.6486013986013986,0.6486013986013986,0.6486013986013986,0.14627039627039617,0.2112470862470862,0.2112470862470862,0.2112470862470862,0.06526806526806522
pharmacist,0.0197560287246385,0.0298953662182361,0.0856643356643356,-0.1445221445221445,0.3391608391608391,0.5559440559440559,4.439091008689999e-05,0.005096854128961499,0.0856643356643356,-0.0856643356643356,0.0856643356643356,0.010489510489510495,0.0104895104895104,-0.0104895104895104,0.0104895104895104,0.0072843822843822,0.6608391608391608,0.6608391608391608,0.6608391608391608,0.134032634032634,0.2237762237762237,0.2237762237762237,0.2237762237762237,0.0777972027972027
physician,0.0378688374234031,0.058648849294729,0.0641025641025641,-0.1258741258741259,0.3543123543123543,0.5524475524475524,0.0181571996088515,0.0338503372054544,0.0641025641025641,-0.0641025641025641,0.0641025641025641,0.011072261072261003,0.0174825174825174,-0.0174825174825174,0.0174825174825174,0.0142773892773892,0.6456876456876457,0.6456876456876457,0.6456876456876457,0.14918414918414913,0.2325174825174825,0.2325174825174825,0.2325174825174825,0.08653846153846151
physics teacher,0.0169732687974523,0.024322446143155,0.0533216783216783,-0.1235431235431235,0.3021561771561771,0.6153846153846154,-0.002738369017099302,-0.00047606594611960054,0.0533216783216783,-0.0533216783216783,0.0533216783216783,0.0218531468531468,0.0046620046620046,-0.0046620046620046,0.0046620046620046,0.0014568764568764006,0.6978438228438228,0.6978438228438228,0.6978438228438228,0.09702797202797198,0.2231934731934731,0.2231934731934731,0.2231934731934731,0.07721445221445211
