,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0197116378145516,0.0247985120892746,0.0751748251748251,-0.1008158508158507,0.2051282051282051,0.793997668997669,0.0,0.0,0.0865384615384615,0.0113636363636363,0.048951048951048896,0.0,-0.0029137529137529,-0.0061188811188811,0.004516317016317,0.0,0.4041375291375291,0.3907342657342657,0.39743589743589736,0.0,0.0681818181818181,0.0777972027972028,0.07298951048951044,0.0
chemical engineer,0.0164265734265734,0.024,0.0888694638694638,-0.1311188811188811,0.3155594405594406,0.5894522144522144,-0.003285064387978199,-0.0007985120892745994,0.0777972027972028,-0.011072261072261,0.0444347319347319,0.015588578088577998,-0.0058275058275058,-0.0099067599067599,0.00786713286713285,0.0033508158508158497,0.3971445221445221,0.2872960372960373,0.3422202797202797,0.05521561771561767,0.1276223776223776,0.1206293706293706,0.1241258741258741,0.05113636363636365
chemist,0.0233657485774634,0.0345800988002822,0.0585664335664335,-0.113053613053613,0.3243006993006993,0.5862470862470862,0.0036541107629117983,0.009781586711007598,0.0673076923076923,0.0087412587412587,0.0380244755244755,0.010926573426573395,-0.0005827505827505,-0.0064102564102564,0.0034965034965034497,0.0013111888111888498,0.3755827505827506,0.3001165501165501,0.3378496503496503,0.059586247086247046,0.1217948717948717,0.1177156177156177,0.1197552447552447,0.04676573426573425
dentist,0.0215129125811352,0.0333931777378815,0.069055944055944,-0.1293706293706293,0.3557692307692308,0.5844988344988346,0.0018012747665836007,0.008594665648606902,0.0751748251748251,0.0061188811188811,0.0406468531468531,0.008304195804195797,0.0002913752913752,-0.0064102564102564,0.0033508158508158,0.0017482517482517,0.3525641025641026,0.2916666666666667,0.32211538461538464,0.07532051282051275,0.1150932400932401,0.1118881118881118,0.11349067599067594,0.040501165501165504
judge,0.0196216951102944,0.0307636626854868,0.0801282051282051,-0.1585081585081585,0.3621794871794871,0.5926573426573427,-8.994270425720027e-05,0.0059651505962122,0.0874125874125874,0.0072843822843822,0.0473484848484848,0.00247668997669,0.0002913752913752,-0.0099067599067599,0.00509906759906755,0.0034965034965034497,0.3572261072261072,0.2805944055944055,0.3189102564102564,0.07852564102564102,0.1051864801864801,0.1072261072261072,0.10620629370629364,0.0332167832167832
lawyer,0.0097682265651016,0.0171130952380953,0.0474941724941724,-0.1130536130536131,0.4291958041958042,0.5425407925407926,-0.00994341124945,-0.007685416851179301,0.0743006993006993,0.0268065268065268,0.05055361305361305,0.01384032634032635,0.0081585081585081,0.0058275058275058,0.0069930069930069505,0.01150932400932395,0.3120629370629371,0.2587412587412587,0.2854020979020979,0.1120337995337995,0.1247086247086247,0.1159673659673659,0.1203379953379953,0.047348484848484855
optometrist,0.0216123002758617,0.0333213901827302,0.0798368298368298,-0.1573426573426574,0.3513986013986014,0.6019813519813519,0.0019006624613100986,0.008522878093455599,0.081002331002331,0.0011655011655011,0.041083916083916046,0.00786713286713285,0.0017482517482517,-0.0037878787878787,0.0027680652680652,0.0034965034965034995,0.3548951048951049,0.2937062937062937,0.32430069930069927,0.07313519813519809,0.1083916083916083,0.1028554778554778,0.10562354312354305,0.032634032634032605
pharmacist,0.0197560287246385,0.0298953662182361,0.0856643356643356,-0.1445221445221445,0.3391608391608391,0.5559440559440559,4.439091008689999e-05,0.005096854128961499,0.0929487179487179,0.0072843822843822,0.05011655011655005,0.005244755244755251,0.0008741258741258,-0.0096153846153846,0.0052447552447552,0.0036421911421911004,0.3726689976689977,0.2881701631701632,0.3304195804195804,0.06701631701631694,0.1098484848484848,0.1139277389277389,0.11188811188811185,0.03889860139860141
physician,0.0378688374234031,0.058648849294729,0.0641025641025641,-0.1258741258741259,0.3543123543123543,0.5524475524475524,0.0181571996088515,0.0338503372054544,0.0824592074592074,0.0183566433566433,0.05040792540792535,0.005536130536130547,0.0157342657342657,-0.0017482517482517,0.0087412587412587,0.011509324009324,0.3662587412587412,0.2794289044289044,0.3228438228438228,0.07459207459207459,0.1252913752913753,0.1072261072261072,0.11625874125874125,0.0432692307692308
physics teacher,0.0169732687974523,0.024322446143155,0.0533216783216783,-0.1235431235431235,0.3021561771561771,0.6153846153846154,-0.002738369017099302,-0.00047606594611960054,0.0745920745920745,0.0212703962703962,0.04793123543123535,0.010926573426573449,0.0058275058275058,0.0011655011655011,0.00349650349650345,0.00801282051282045,0.3805361305361305,0.3173076923076923,0.3489219114219114,0.04851398601398599,0.1107226107226107,0.1124708624708624,0.11159673659673655,0.038607226107226104
professor,0.0161311162442383,0.0226244343891401,0.0888694638694638,-0.1526806526806526,0.287004662004662,0.6066433566433567,-0.0035805215703132998,-0.002174077700134499,0.0914918414918414,0.0026223776223776,0.047057109557109504,0.006847319347319305,-0.0023310023310023,-0.0037878787878787,0.0030594405594405,0.0014568764568765,0.4096736596736596,0.3033216783216783,0.35649766899766894,0.04647435897435895,0.1235431235431235,0.1069347319347319,0.11523892773892769,0.04224941724941725
psychologist,0.018467895740623,0.0305454545454546,0.0457459207459207,-0.1672494172494172,0.3953962703962704,0.5772144522144522,-0.001243742073928602,0.0057469424561800014,0.083041958041958,0.0372960372960372,0.0601689976689976,0.014714452214452195,0.0113636363636363,0.0046620046620046,0.00801282051282045,0.01252913752913745,0.3312937062937063,0.2733100233100233,0.30230186480186483,0.09513403263403258,0.1139277389277389,0.1101398601398601,0.1120337995337995,0.039044289044289054
scientist,0.0015345765345765,0.0024691358024691,0.062062937062937,-0.1404428904428903,0.3784965034965035,0.6145104895104895,-0.0181770612799751,-0.0223293762868055,0.0798368298368298,0.0177738927738927,0.04880536130536125,0.006555944055944048,-0.0046620046620046,0.004079254079254,0.004370629370629301,0.005973193473193399,0.3560606060606061,0.2654428904428904,0.3107517482517482,0.08668414918414916,0.113053613053613,0.0984848484848484,0.1057692307692307,0.03277972027972025
bartender,0.0196974953740416,0.0244845360824741,0.0439976689976689,-0.1037296037296037,0.1955128205128205,0.6701631701631702,-1.4142440510001714e-05,-0.0003139760068004982,0.0641025641025641,0.0201048951048951,0.0421037296037296,0.015588578088578098,0.0029137529137529,0.0011655011655011,0.002039627039627,0.0065559440559440005,0.4236596736596736,0.3808275058275058,0.4022435897435897,0.014714452214452195,0.1107226107226107,0.1235431235431235,0.11713286713286711,0.044143356643356654
cashier,0.0238473832605862,0.0352776807544534,0.0413752913752913,-0.1602564102564102,0.324009324009324,0.6395687645687645,0.004135745446034601,0.010479168665178801,0.0649766899766899,0.0236013986013986,0.044289044289044247,0.01689976689976695,-0.0014568764568764,-0.0136946386946386,0.0075757575757575005,0.004516317016317,0.3452797202797202,0.3307109557109557,0.337995337995338,0.059440559440559426,0.0882867132867132,0.1063519813519813,0.09731934731934724,0.024329836829836804
construction worker,0.0237401937013084,0.0298120544394038,0.0492424242424242,-0.0804195804195804,0.2036713286713286,0.6474358974358975,0.0040285558867568,0.005013542350129199,0.0594405594405594,0.0101981351981351,0.03481934731934725,0.01413170163170165,0.0075757575757575,0.0,0.00378787878787875,0.00830419580419575,0.4003496503496503,0.395979020979021,0.3981643356643356,0.004516317016317051,0.1142191142191142,0.1375291375291375,0.12587412587412586,0.052884615384615405
farm worker,0.0095620597174464,0.0131215469613259,0.030011655011655,-0.1043123543123543,0.2712703962703963,0.5941142191142191,-0.0101495780971052,-0.0116769651279487,0.0419580419580419,0.0119463869463869,0.0269522144522144,0.022581585081585098,-0.0061188811188811,-0.0058275058275058,0.00597319347319345,0.0017482517482517498,0.358974358974359,0.3697552447552447,0.3643648018648018,0.033071095571095555,0.1133449883449883,0.1363636363636363,0.1248543123543123,0.05186480186480185
janitor,0.0077899397706333,0.011798355380765,0.025058275058275,-0.1194638694638694,0.3397435897435897,0.585955710955711,-0.011921698043918301,-0.0130001567085096,0.0492424242424242,0.0241841491841491,0.03671328671328665,0.02505827505827505,0.0014568764568764,0.0072843822843822,0.0043706293706293,0.0088869463869463,0.3254662004662004,0.3347902097902098,0.33012820512820507,0.06730769230769229,0.104020979020979,0.125,0.1145104895104895,0.04152097902097905
line cook,0.0178983779686356,0.0237537638006022,0.011072261072261,-0.1264568764568765,0.2465034965034965,0.6413170163170163,-0.0018132598459160015,-0.0010447482886724,0.0399184149184149,0.0288461538461538,0.03438228438228435,0.03205128205128205,-0.0034965034965034,-0.0069930069930069,0.00524475524475515,0.00072843822843815,0.3825757575757575,0.3709207459207459,0.3767482517482517,0.020687645687645667,0.1019813519813519,0.1276223776223776,0.11480186480186474,0.041812354312354305
parking attendant,0.0159923701517397,0.0241681260945709,0.0265151515151515,-0.1381118881118881,0.3382867132867133,0.6418997668997669,-0.003719267662811901,-0.0006303859947036985,0.0559440559440559,0.0294289044289044,0.04268648018648015,0.024329836829836846,-0.0023310023310023,-0.0046620046620046,0.00349650349650345,0.0010198135198135497,0.3321678321678322,0.3295454545454545,0.33085664335664333,0.06657925407925405,0.0897435897435897,0.1002331002331002,0.09498834498834495,0.021998834498834503
