Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.2110392740190819,0.2777779619264511,0.3262552719971761,0.3034624076312051,0.2051129055541091,0.21061163197754854
gpt-4-1106-preview,0.0092592592592592,0.0108024691358024,0.00185185185185184,0.0,0.2847222222222222,0.3416666666666667
meta-llama/Llama-2-70b-chat-hf,0.090435514139649,0.26285438501887565,0.2877137951916395,0.1237374629803609,0.24975439967004198,0.24500924950685699
