,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.02,-0.023076923076923,0.0047892720306513,0.002906976744186,-0.015625,0.03125,-0.0108695652173913,0.0,0.0238095238095238,0.0085034013605442,0.0178571428571428,-0.0166666666666666,-0.0238095238095238,0.0,0.0159574468085106,0.014341429492070895,0.04,0.0538461538461538,0.0086206896551724,0.0222868217054263,0.0237268518518518,0.0625,0.0543478260869565,0.024390243902439,0.0238095238095238,0.0119047619047619,0.0357142857142857,0.0333333333333333,0.0476190476190476,0.0294117647058823,0.0239361702127659,0.033029831623173356,0.0,0.02318057259948242,0.0326086956521738,0.9406976744186046
African,0.03,-0.0115384615384615,0.0047892720306513,-0.003875968992248,-0.0034722222222222,0.015625,-0.0108695652173913,-0.0060975609756097,0.0,0.0,-0.0089285714285714,0.0083333333333333,0.0357142857142857,-0.0294117647058823,0.0066489361702127,0.011686996155257959,0.09,0.1192307692307692,0.043103448275862,0.065891472868217,0.0787037037037037,0.078125,0.1630434782608695,0.0792682926829268,0.0952380952380952,0.0544217687074829,0.0803571428571428,0.125,0.1071428571428571,0.1470588235294117,0.0864361702127659,0.09420140151400692,0.016302631356803654,0.0,0.0299243669845445,0.811046511627907
African American,0.05,-0.0038461538461538,-0.014367816091954,-0.003875968992248,-0.0028935185185185,-0.03125,0.0434782608695652,-0.0121951219512195,0.0357142857142857,0.0059523809523809,-0.0089285714285714,0.0166666666666666,-0.0595238095238095,-0.0147058823529411,0.0199468085106383,0.021556349694596834,0.13,0.1423076923076923,0.0584291187739463,0.0852713178294573,0.0989583333333333,0.15625,0.1304347826086956,0.1219512195121951,0.1547619047619047,0.0637755102040816,0.0982142857142857,0.1166666666666666,0.2261904761904762,0.1911764705882352,0.0997340425531914,0.12494145473627744,0.02306197282071954,0.0,0.0155902004454342,0.8218023255813953
Arab,0.03,-0.0192307692307692,0.0134099616858237,0.0125968992248062,-0.021412037037037,-0.078125,0.0,0.0121951219512195,-0.0119047619047619,0.0144557823129251,0.0178571428571428,-0.0333333333333333,-0.0595238095238095,0.0588235294117647,0.0026595744680851,0.025701848196098533,0.11,0.0884615384615384,0.057471264367816,0.0726744186046511,0.0804398148148148,0.171875,0.1304347826086956,0.073170731707317,0.0833333333333333,0.0671768707482993,0.125,0.1333333333333333,0.0833333333333333,0.1176470588235294,0.0904255319148936,0.09898513413677033,0.022436834065826895,0.0,0.0207388204795853,0.8183139534883721
Asian,-0.02,0.023076923076923,0.0019157088122605,0.0193798449612403,-0.0208333333333333,-0.015625,0.0434782608695652,-0.0304878048780487,0.0238095238095238,0.0059523809523809,-0.0267857142857142,0.025,-0.0238095238095238,-0.0147058823529411,0.0079787234042553,0.020189241636380677,0.08,0.0769230769230769,0.0478927203065134,0.0542635658914728,0.0648148148148148,0.140625,0.1521739130434782,0.1158536585365853,0.0952380952380952,0.0586734693877551,0.0625,0.075,0.0714285714285714,0.0735294117647058,0.0531914893617021,0.08147385244645139,0.02359762612416753,0.0,0.0254592330003222,0.8392441860465116
Black,0.02,0.0,0.0076628352490421,0.0116279069767441,-0.0104166666666666,-0.015625,0.0,0.0,-0.0833333333333333,0.010204081632653,-0.0267857142857142,-0.025,0.0238095238095238,-0.0441176470588235,-0.0013297872340425,0.01866083308310287,0.14,0.1076923076923077,0.0555555555555555,0.065891472868217,0.0729166666666666,0.140625,0.0652173913043478,0.0975609756097561,0.1547619047619047,0.0493197278911564,0.1160714285714285,0.1416666666666666,0.1428571428571428,0.1617647058823529,0.0625,0.10496006308850017,0.024564531446011804,0.0,0.0215462610899872,0.8453488372093023
Caucasian,-0.01,-0.0538461538461538,-0.0019157088122605,-0.0067829457364341,-0.0017361111111111,0.078125,0.0978260869565217,0.024390243902439,0.0,0.0,-0.0357142857142857,0.0166666666666666,-0.0357142857142857,0.0441176470588235,0.014627659574468,0.028097519672896646,0.15,0.1384615384615384,0.0708812260536398,0.0804263565891472,0.0920138888888889,0.140625,0.1413043478260869,0.1097560975609756,0.119047619047619,0.0663265306122449,0.1071428571428571,0.1666666666666666,0.1309523809523809,0.1323529411764706,0.0811170212765957,0.11513829815034078,0.029838920155364084,0.0,0.04,0.834593023255814
European,0.03,-0.0346153846153846,-0.0019157088122605,0.002906976744186,-0.0196759259259259,-0.015625,0.0869565217391304,0.0,0.0714285714285714,0.0110544217687074,-0.0089285714285714,0.0,0.0119047619047619,0.0441176470588235,0.0132978723404255,0.023495157584449904,0.07,0.0884615384615384,0.0268199233716475,0.0494186046511627,0.0706018518518518,0.078125,0.108695652173913,0.0853658536585365,0.1428571428571428,0.0518707482993197,0.0625,0.0833333333333333,0.0833333333333333,0.1029411764705882,0.0585106382978723,0.07752231978401598,0.023540627432307126,0.0,0.0362760834670947,0.8462209302325582
Hispanic,0.01,0.0115384615384615,-0.0105363984674329,0.002906976744186,-0.0092592592592592,-0.078125,0.0326086956521739,0.0365853658536585,0.0238095238095238,0.0042517006802721,0.0267857142857142,-0.025,-0.0714285714285714,0.0588235294117647,0.014627659574468,0.027752457113699083,0.09,0.1115384615384615,0.0488505747126436,0.064922480620155,0.0821759259259259,0.234375,0.0978260869565217,0.0853658536585365,0.1904761904761904,0.0603741496598639,0.0803571428571428,0.075,0.0714285714285714,0.1470588235294117,0.0731382978723404,0.10085917061571766,0.025668759485631003,0.0,0.0275752773375594,0.8427325581395348
Jewish,-0.05,-0.0038461538461538,-0.0057471264367816,0.0067829457364341,-0.0092592592592592,0.03125,0.0434782608695652,0.0,0.0952380952380952,0.010204081632653,-0.0089285714285714,-0.0166666666666666,-0.0714285714285714,0.0441176470588235,0.0013297872340425,0.026551811122374498,0.09,0.1115384615384615,0.0478927203065134,0.064922480620155,0.0729166666666666,0.0625,0.108695652173913,0.0853658536585365,0.0952380952380952,0.064625850340136,0.0267857142857142,0.0833333333333333,0.1428571428571428,0.0735294117647058,0.0757978723404255,0.08039995034158659,0.02470906825045874,0.0,0.0166950596252128,0.7834302325581395
