,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.01,0.0,0.0076628352490421,0.0096899224806201,-0.0138888888888888,0.015625,0.0326086956521739,-0.0182926829268292,0.0,-0.0008503401360544,-0.0089285714285714,0.0,-0.0119047619047619,-0.0147058823529411,0.0106382978723404,0.010319725259481553,0.05,0.0384615384615384,0.0114942528735632,0.0135658914728682,0.03125,0.046875,0.0760869565217391,0.0304878048780487,0.0238095238095238,0.016156462585034,0.0267857142857142,0.0333333333333333,0.0119047619047619,0.0441176470588235,0.0292553191489361,0.03223894708892563,0.0,0.01908061948529348,0.0237593984962405,0.9427325581395348
African,0.03,0.0269230769230769,-0.0019157088122605,0.003875968992248,-0.0075231481481481,0.0,-0.0217391304347826,0.024390243902439,-0.0238095238095238,-0.0068027210884353,-0.0089285714285714,0.0,0.0,-0.0147058823529411,0.014627659574468,0.012349442364459645,0.15,0.1269230769230769,0.0459770114942528,0.0736434108527131,0.0804398148148148,0.1875,0.1739130434782608,0.0975609756097561,0.1428571428571428,0.0629251700680272,0.0803571428571428,0.0833333333333333,0.119047619047619,0.1323529411764706,0.0731382978723404,0.10866459869233003,0.015132873099900747,0.0,0.0149160969546302,0.8578488372093023
African American,0.06,0.0115384615384615,-0.0134099616858237,0.005813953488372,0.0069444444444444,0.0,-0.0217391304347826,0.0182926829268292,-0.0238095238095238,-0.0017006802721088,-0.0446428571428571,-0.025,-0.0357142857142857,-0.088235294117647,0.0093085106382978,0.02440998574756224,0.16,0.2115384615384615,0.0498084291187739,0.065891472868217,0.0868055555555555,0.1875,0.108695652173913,0.1158536585365853,0.119047619047619,0.0459183673469387,0.1339285714285714,0.125,0.1547619047619047,0.2058823529411764,0.0651595744680851,0.1223861079857201,0.026528108347177313,0.0,-0.0093627302929628,0.8822674418604651
Arab,0.04,-0.0307692307692307,-0.0009578544061302,0.0077519379844961,-0.0167824074074074,-0.015625,0.0869565217391304,-0.0365853658536585,0.0119047619047619,0.0085034013605442,0.0267857142857142,0.0083333333333333,0.0238095238095238,-0.0147058823529411,0.0119680851063829,0.02276260135421698,0.12,0.1538461538461538,0.0488505747126436,0.0697674418604651,0.0920138888888889,0.171875,0.1739130434782608,0.1097560975609756,0.1785714285714285,0.0680272108843537,0.0803571428571428,0.0916666666666666,0.0952380952380952,0.1323529411764706,0.089095744680851,0.11168876202815974,0.018697475190009263,0.0,0.0411302982731554,0.8418604651162791
Asian,-0.04,-0.0153846153846153,0.0067049808429118,-0.002906976744186,-0.0133101851851851,-0.015625,0.0217391304347826,0.048780487804878,0.0119047619047619,0.0025510204081632,-0.0178571428571428,-0.0333333333333333,0.0119047619047619,0.0,0.0252659574468085,0.017817890283435358,0.1,0.1538461538461538,0.0641762452107279,0.0862403100775193,0.089699074074074,0.109375,0.1956521739130435,0.1219512195121951,0.2023809523809523,0.0722789115646258,0.1071428571428571,0.1166666666666666,0.1309523809523809,0.0588235294117647,0.0837765957446808,0.11286413803317613,0.01996146010774474,0.0,0.0339622641509433,0.8354651162790697
Black,-0.04,0.0192307692307692,-0.0105363984674329,0.00484496124031,-0.0092592592592592,0.015625,0.0108695652173913,0.0060975609756097,0.0119047619047619,0.0042517006802721,0.0,-0.0083333333333333,0.0,-0.1176470588235294,0.0279255319148936,0.019101726736504173,0.12,0.1192307692307692,0.0469348659003831,0.0862403100775193,0.0949074074074074,0.109375,0.1630434782608695,0.1036585365853658,0.1071428571428571,0.0756802721088435,0.0892857142857142,0.1083333333333333,0.119047619047619,0.1176470588235294,0.0944148936170212,0.10366280772141548,0.020629056537020126,0.0,0.0135886349598517,0.8549418604651163
Caucasian,0.0,-0.023076923076923,0.0028735632183908,0.002906976744186,-0.0167824074074074,0.046875,0.0326086956521739,0.048780487804878,0.0357142857142857,-0.0051020408163265,0.0,-0.025,0.0,0.0,0.0279255319148936,0.01784306082329766,0.14,0.0692307692307692,0.0526819923371647,0.0746124031007751,0.0862268518518518,0.109375,0.1630434782608695,0.1219512195121951,0.1071428571428571,0.0697278911564625,0.0714285714285714,0.075,0.0476190476190476,0.0588235294117647,0.0811170212765957,0.08853204215526163,0.017577217747841305,0.0,0.0348873108984253,0.8642441860465117
European,0.04,-0.0038461538461538,-0.0009578544061302,-0.005813953488372,-0.0167824074074074,0.015625,0.0326086956521739,0.0060975609756097,0.0357142857142857,0.0076530612244897,-0.0357142857142857,0.025,-0.0357142857142857,-0.0294117647058823,0.0292553191489361,0.02134630853320081,0.12,0.1038461538461538,0.043103448275862,0.0562015503875969,0.0723379629629629,0.203125,0.1413043478260869,0.0792682926829268,0.1071428571428571,0.0654761904761904,0.0892857142857142,0.1083333333333333,0.0357142857142857,0.1176470588235294,0.0611702127659574,0.09359709390156379,0.01589268737939203,0.0,0.0356923076923076,0.8761627906976744
Hispanic,0.02,-0.0538461538461538,0.0067049808429118,-0.0087209302325581,-0.0173611111111111,0.0,0.0,0.0304878048780487,-0.0476190476190476,0.0238095238095238,-0.0089285714285714,0.0583333333333333,0.0238095238095238,0.0735294117647058,0.0026595744680851,0.025053997809571623,0.1,0.123076923076923,0.0565134099616858,0.0939922480620155,0.0983796296296296,0.125,0.1304347826086956,0.1158536585365853,0.1666666666666666,0.0799319727891156,0.0982142857142857,0.1083333333333333,0.119047619047619,0.1029411764705882,0.0984042553191489,0.10778599741441948,0.029749454318592227,0.0,0.0258909533962838,0.8627906976744186
Jewish,-0.03,-0.0076923076923076,0.0028735632183908,-0.0067829457364341,-0.0081018518518518,0.0625,0.0434782608695652,0.0060975609756097,0.0476190476190476,0.0008503401360544,0.0,0.025,-0.0238095238095238,-0.0147058823529411,0.0119680851063829,0.01943195795787394,0.15,0.1307692307692307,0.0718390804597701,0.0901162790697674,0.0925925925925925,0.15625,0.108695652173913,0.1280487804878048,0.1428571428571428,0.0892857142857142,0.0892857142857142,0.0916666666666666,0.0714285714285714,0.1323529411764706,0.1077127659574468,0.11019340881405366,0.016890609503694164,0.0,0.0298648223828985,0.8299418604651163
